step,y_a_mean,y_a_std,y_b_mean,y_b_std,sign_gate_mean,sign_gate_std,separation_mean,separation_std,target_component_mean,target_component_std,orthogonal_component_mean,orthogonal_component_std,weight_norm_mean,weight_norm_std
23,0.0008288797497516498,0.006329187955142804,-0.0005451439110038337,0.005793577160689468,0.66,0.47851812069840644,0.00771387299100752,0.004854178500612021,0.0009715814480309667,0.0064169610805640005,0.0002006315356442337,0.005696206367303969,0.008147753451533008,0.0026244553516414984
24,0.0008292231574887409,0.006330942705611439,-0.0005454873491544277,0.0057952139797168714,0.66,0.47851812069840644,0.007717729673604481,0.004856605261822949,0.0009720671214157789,0.006420169299437541,0.00020063151413863948,0.00569620634975597,0.00815005507430571,0.0026251926224717687
25,0.0008295667986385524,0.0063326986301456625,-0.0005458309983077925,0.005796852043550023,0.66,0.47851812069840644,0.007721588330314262,0.004859033253582659,0.0009725531090497985,0.006423379145953514,0.00020063150847927263,0.005696206272808977,0.008152358033593661,0.00262593137765998
26,0.0008299105695914477,0.006334455746629593,-0.0005461748084053397,0.0057984913363273,0.66,0.47851812069840644,0.00772544885170646,0.004861462407551206,0.0009730393022731817,0.006426590543935606,0.00020063148079982375,0.005696206225556522,0.008154662313648735,0.002626671631205321
27,0.0008302545512560755,0.0063362140810945275,-0.0005465188271773513,0.005800131892338647,0.66,0.47851812069840644,0.0077293113233463375,0.004863892859543215,0.0009735257920473889,0.006429803583178504,0.00020063145456094091,0.005696206170051194,0.008156967954625805,0.002627413430588713
28,0.0008305986889172346,0.006337973636519411,-0.0005468629772076383,0.005801773707399554,0.66,0.47851812069840644,0.007733175741159357,0.004866324541843627,0.0009740124849414177,0.006433018250006259,0.00020063144581464673,0.005696206120232506,0.008159274963925328,0.0026281567162446187
29,0.0008309430017834529,0.006339734410956394,-0.0005472073021519463,0.005803416805005451,0.66,0.47851812069840644,0.007737042110966286,0.004868757395092323,0.0009744994254070222,0.006436234518669347,0.00020063143727414766,0.005696206126429541,0.008161583347709113,0.002628901531279653
30,0.0008312875061528757,0.0063414963009456975,-0.0005475518421735614,0.005805061063873371,0.66,0.47851812069840644,0.0077409103227546435,0.004871191366767716,0.0009749866533684637,0.006439452295661448,0.0002006314120642408,0.005696206055095541,0.008163892981513043,0.002629647766542062
31,0.0008316321368329227,0.006343259377996442,-0.0005478965467773378,0.0058067066332497886,0.66,0.47851812069840644,0.007744780480861664,0.004873626649074677,0.0009754740870221662,0.006442671730310868,0.00020063135979227044,0.00569620596859173,0.008166203976088656,0.002630395541343469
32,0.000831976969493553,0.0063450237907035755,-0.0005482414297875948,0.005808353449429249,0.66,0.47851812069840644,0.007748652639857028,0.004876063159147008,0.0009759617896501416,0.006445892814966814,0.000200631324189708,0.00569620597556393,0.008168516401493063,0.002631144878800095
33,0.0008323219860903919,0.006346789351462665,-0.0005485864901856985,0.005810001507199244,0.66,0.47851812069840644,0.007752526701515308,0.004878500876735465,0.0009764497477728062,0.006449115483809371,0.00020063129321753657,0.005696205935707346,0.008170830133420496,0.002631895702743777
34,0.000832667161594145,0.006348556125963543,-0.0005489316917373798,0.0058116508331223825,0.66,0.47851812069840644,0.007756402723316569,0.004880939824911071,0.0009769379180702795,0.006452339787511217,0.00020063127479886988,0.005696205891393062,0.008173145229665278,0.002632648031347581
35,0.0008330124901840463,0.0063503240826585615,-0.0005492770572891459,0.005813301336545345,0.66,0.47851812069840644,0.0077602805860806255,0.004883380027968301,0.0009774263125815782,0.0064555656603056625,0.00020063124866288474,0.005696205788922612,0.008175461608856823,0.0026334018491574163
36,0.0008333580114413052,0.0063520932605788975,-0.0005496225874230731,0.0058149531104693735,0.66,0.47851812069840644,0.007764160410297336,0.00488582138672078,0.0009779149597064344,0.006458793134188548,0.00020063124238613235,0.005696205729940605,0.00817777934762986,0.002634157225717916
37,0.0008337036758894101,0.006353863715106676,-0.0005499683060043026,0.005816606161061077,0.66,0.47851812069840644,0.007768042278621578,0.0048882639963190614,0.0009784038413348738,0.006462022298640524,0.00020063120410823278,0.005696205680531165,0.008180098499033424,0.0026349141292389727
38,0.0008340495306765661,0.006355635355802855,-0.0005503141856752336,0.005818260428629551,0.66,0.47851812069840644,0.007771926032728515,0.004890707770744465,0.0009788929714609675,0.006465253021860899,0.00020063118651274673,0.005696205627837386,0.008182418969293911,0.0026356725163121583
39,0.0008343956375028938,0.006357408211039243,-0.0005506602613604628,0.005819915975452052,0.66,0.47851812069840644,0.007775811757601332,0.004893152784133232,0.0009793824184087083,0.006468485373456176,0.00020063120853282875,0.005696205587625388,0.008184740823578113,0.002636432413750397
40,0.0008347418130142614,0.006359182319805578,-0.0005510064828558825,0.005821572791263173,0.66,0.47851812069840644,0.007779699438542593,0.004895599072694872,0.000979872017027481,0.006471719383623141,0.0002006311760171936,0.005696205558100942,0.008187064040266683,0.002637193891475153
41,0.0008350882033118978,0.006360957678698938,-0.0005513529104064219,0.005823230823796353,0.66,0.47851812069840644,0.007783589033933822,0.00489804658841844,0.000980361913226053,0.006474954986134507,0.00020063114967541336,0.005696205556766959,0.008189388616192221,0.0026379568959453426
42,0.0008354347466956824,0.0063627341469168885,-0.0005516994671779685,0.005824890091801653,0.66,0.47851812069840644,0.007787480523984413,0.004900495231913954,0.000980852009045929,0.006478192146394436,0.000200631140208836,0.005696205484382097,0.008191714475632267,0.0026387213325777164
43,0.0008357814751798287,0.006364511855752132,-0.000552046206430532,0.005826550712889432,0.66,0.47851812069840644,0.007791374052176252,0.004902945222347178,0.0009813423647850909,0.006481431025982393,0.0002006311325944151,0.005696205423552999,0.008194041754407204,0.002639487369014546
44,0.0008361283619888127,0.006366290794054542,-0.0005523931657080538,0.005828212568984216,0.66,0.47851812069840644,0.007795269507041667,0.004905396402296714,0.0009818329880579588,0.0064846714958151,0.00020063108135142071,0.005696205387369062,0.008196370400987397,0.0026402548803050887
45,0.000836475468822755,0.006368070943388035,-0.0005527402902953327,0.005829875636581708,0.66,0.47851812069840644,0.007799166854820214,0.004907848798325427,0.0009823238838036169,0.006487913544470399,0.0002006310687979159,0.005696205343692366,0.008198700367000785,0.002641023931586919
46,0.0008368227625032887,0.006369852328061255,-0.0005530875842669048,0.005831539984200959,0.66,0.47851812069840644,0.007803066218912136,0.004910302446287475,0.0009828150314425495,0.006491157264372743,0.0002006310685921208,0.005696205284031015,0.00820103171978399,0.002641794509550963
47,0.0008371702127624303,0.0063716348891730765,-0.0005534350228845142,0.005833205608647123,0.66,0.47851812069840644,0.007806967472133692,0.0049127573265633625,0.0009833063920794713,0.006494402576106376,0.00020063107682392707,0.005696205229198005,0.008203364413956407,0.0026425665937840565
48,0.0008375178050482646,0.006373418727136641,-0.0005537826303043402,0.005834872497353459,0.66,0.47851812069840644,0.007810870695102494,0.00491521337569956,0.0009837979725056225,0.006497649504066415,0.00020063106612257895,0.005696205250348101,0.008205698514882169,0.002643340192035239
49,0.0008378655620617792,0.006375203736083286,-0.0005541304344660603,0.005836540674888169,0.66,0.47851812069840644,0.007814775880251545,0.004917670757345537,0.000984289808529361,0.006500898099976702,0.00020063103278376314,0.005696205194681247,0.008208033950397096,0.002644115345150229
50,0.0008382134902058169,0.006376990023986162,-0.0005544784074299969,0.005838210108491629,0.66,0.47851812069840644,0.007818683094519656,0.004920129260877802,0.000984781884921845,0.006504148327580827,0.0002006310010913087,0.005696205190277154,0.008210370789290876,0.0026448920193233713
51,0.0008385616057785228,0.006378777491786698,-0.0005548265585093759,0.0058398807484722915,0.66,0.47851812069840644,0.007822592197044287,0.004922588938418167,0.0009852742197930483,0.0065074001174010646,0.00020063097598429933,0.0056962051541487235,0.00821270893172223,0.0026456701895243356
52,0.0008389098272891715,0.0063805661543825075,-0.0005551748504512943,0.005841552682942947,0.66,0.47851812069840644,0.00782650325418217,0.004925049880941837,0.000985766729178546,0.006510653557517237,0.0002006309261818709,0.005696205092167736,0.008215048432364072,0.002646449878629683
53,0.0008392582822125405,0.006382356093729906,-0.0005555233245831914,0.0058432258295230965,0.66,0.47851812069840644,0.007830416240321937,0.00492751205904963,0.0009862595324395306,0.006513908602660635,0.00020063091259939043,0.005696205062860791,0.008217389308762068,0.0026472310968638237
54,0.0008396069199079648,0.006384147220840093,-0.0005558720047702081,0.005844900289885401,0.66,0.47851812069840644,0.007834331197373104,0.004929975525911348,0.0009867526106428475,0.006517165301570753,0.00020063088255329732,0.0056962050145746125,0.008219731547289473,0.00264801388596926
55,0.000839955730480142,0.00638593950023255,-0.0005562208214541897,0.005846576048391333,0.66,0.47851812069840644,0.007838248058687896,0.004932440211322054,0.0009872459076064176,0.006520423595497596,0.00020063087823159897,0.0056962049581745005,0.00822207512217184,0.0026487981893984014
56,0.00084030473488383,0.006387733008620907,-0.0005565698249847628,0.005848253025334792,0.66,0.47851812069840644,0.007842166888585779,0.00493490612681772,0.0009877394737500557,0.006523683520463059,0.00020063087884898437,0.005696204856095099,0.008224420056149402,0.0026495839616751077
57,0.0008406539220595732,0.006389527820343528,-0.0005569190217647701,0.005849931305283359,0.66,0.47851812069840644,0.00784608774643857,0.004937373236503114,0.000988233305781039,0.006526945099813124,0.00020063087205774411,0.00569620485125874,0.008226766419257613,0.002650371344613512
58,0.0008410032768733799,0.006391323820366921,-0.0005572683867649175,0.005851610821892058,0.66,0.47851812069840644,0.007850010510592255,0.004939841620291733,0.0009887273752996353,0.006530208293548351,0.00020063086485491355,0.005696204791836948,0.008229114101535104,0.0026511602524400884
59,0.0008413527969969437,0.006393121069190406,-0.000557617916201707,0.005853291592178539,0.66,0.47851812069840644,0.007853935230814386,0.004942311252564588,0.0009892216779841465,0.00653347312316999,0.0002006308582694686,0.005696204737999644,0.008231463158848776,0.0026519506900149594
60,0.0008417024719528854,0.006394919523501679,-0.0005579676598426886,0.005854973612770128,0.66,0.47851812069840644,0.007857861881202553,0.00494478210749405,0.0009897162416169188,0.006536739558730475,0.00020063080970181106,0.005696204671500624,0.008233813564641994,0.0026527426368415877
61,0.0008420523453969509,0.006396719236988266,-0.0005583175766514614,0.005856656957994527,0.66,0.47851812069840644,0.00786179056565743,0.0049472542516594215,0.0009902110680501091,0.006540007688850299,0.00020063077903833244,0.0056962046267897025,0.008236165392202802,0.0026535361595693406
62,0.0008424024144187569,0.006398520193619964,-0.0005586676354869269,0.005858341564747153,0.66,0.47851812069840644,0.007865721183770802,0.004949727603355223,0.0009907061332056835,0.006543277424763647,0.00020063078624116292,0.00569620462237664,0.008238518597490176,0.002654331212093924
63,0.0008427526184823364,0.006400322311322926,-0.0005590178997954354,0.005860027374736358,0.66,0.47851812069840644,0.007869653700035997,0.00495220212630133,0.0009912014391415935,0.0065465487306533825,0.00020063074364156508,0.005696204546771307,0.008240873086803692,0.0026551277586566112
64,0.0008431030059000477,0.006402125682917613,-0.0005593682959442958,0.00586171450276259,0.66,0.47851812069840644,0.007873588255606592,0.004954677857858313,0.0009916969679536606,0.006549821709988872,0.0002006307374677105,0.0056962045029237685,0.008243228995123529,0.0026559258486689354
65,0.0008434536098502576,0.006403930329258462,-0.0005597188920364716,0.005863402910950514,0.66,0.47851812069840644,0.007877524820214603,0.004957154857749855,0.0009921927912586,0.006553096355730795,0.00020063074302417965,0.005696204482868143,0.00824558630636848,0.0026567255250757316
66,0.0008438043732894585,0.006405736184708208,-0.0005600696615874767,0.005865092563334582,0.66,0.47851812069840644,0.007881463341764174,0.004959633087142218,0.0009926888499932006,0.00655637263036479,0.00020063073870248138,0.005696204418414613,0.0082479449551641,0.0026575267331133004
67,0.0008441552589647472,0.006407543291102219,-0.000560420595575124,0.005866783479703493,0.66,0.47851812069840644,0.00788540382287465,0.004962112553341897,0.0009931851114360324,0.006559650543316294,0.0002006307045404849,0.0056962043655965425,0.008250304987183467,0.002658329458591618
68,0.000844506376888603,0.006409351616344079,-0.0005607717405655421,0.005868475676367794,0.66,0.47851812069840644,0.007889346266456414,0.004964593306881287,0.0009936816863048916,0.006562930098377464,0.00020063068540153526,0.005696204300221687,0.00825266639411429,0.0026591337320851635
69,0.0008448576543014497,0.0064111611378700846,-0.0005611230491194874,0.005870169176057349,0.66,0.47851812069840644,0.007893290639622137,0.0049670752468976166,0.0009941784896063766,0.006566211250359854,0.00020063066338145316,0.005696204271874132,0.008255029164189059,0.0026599395528111637
70,0.0008452090842183679,0.006412971917825479,-0.0005614744743797928,0.005871863946004072,0.66,0.47851812069840644,0.007897236992139369,0.0049695584859687685,0.0009946754832683836,0.006569494078249294,0.00020063066667417583,0.00569620422518787,0.008257393323301136,0.002660746903835315
71,0.0008455607097130269,0.00641478389850009,-0.000561826097255107,0.005873559949516302,0.66,0.47851812069840644,0.007901185290829744,0.004972042911136512,0.00099517275495965,0.00657277850542798,0.00020063066852633223,0.005696204145183164,0.008259758808637592,0.0026615557953294225
72,0.0008459125109948217,0.006416597139631401,-0.0005621779026114381,0.005875257272739965,0.66,0.47851812069840644,0.007905135610199067,0.004974528643736556,0.0009956702799847569,0.006576064627300013,0.00020063066564519997,0.0056962040773468805,0.008262125714714928,0.0026623662523528498
73,0.0008462644740939141,0.0064184116483044385,-0.0005625298892846331,0.0058769558414515435,0.66,0.47851812069840644,0.00790908791415859,0.00497701559406919,0.0009961680476423557,0.006579352389457662,0.00020063064897579211,0.005696204015377193,0.008264494003586248,0.002663178243517733
74,0.0008466166496509686,0.0064202273100290586,-0.0005628820677520707,0.00587865575845652,0.66,0.47851812069840644,0.007913042163709178,0.0049795037909835405,0.0009966661011494302,0.0065826417722166354,0.0002006306469178406,0.005696203958562716,0.008266863661495509,0.0026639917819493014
75,0.0008469689637422562,0.006422044300583326,-0.0005632343786419369,0.005880356948714901,0.66,0.47851812069840644,0.007916998463042547,0.004981993235789252,0.0009971643462517977,0.006585932854537247,0.0002006306491815873,0.005696203935822633,0.00826923474990681,0.002664806894228223
76,0.0008473214495461434,0.006423862473972707,-0.0005635868999524973,0.0058820593643514165,0.66,0.47851812069840644,0.007920956629968714,0.00498448392475444,0.0009976628615632084,0.006589225511121533,0.00020063062407457802,0.005696203877483153,0.00827160714975751,0.002665623527394483
77,0.0008476741216145456,0.006425681829397132,-0.0005639395699836313,0.005883762976125852,0.66,0.47851812069840644,0.007924916715128348,0.004986975789323499,0.0009981616137448466,0.006592519752249436,0.000200630625515144,0.005696203740042556,0.008273980842591322,0.002666441664794387
78,0.000848026949679479,0.0064275025418277665,-0.0005642924178391695,0.005885467942733362,0.66,0.47851812069840644,0.00792887891526334,0.004989468906820513,0.0009986606019735322,0.006595815727960176,0.00020063061152107324,0.005696203710624966,0.008276356033911041,0.0026672614239655677
79,0.0008483799721579998,0.00642932443382805,-0.000564645481936168,0.005887174232765063,0.66,0.47851812069840644,0.007932843095331918,0.0049919632866007235,0.0009991598805791865,0.006599113350574475,0.00020063058209236547,0.005696203657579406,0.008278732601896328,0.00266808271443258
80,0.000848733166931197,0.0064311475531724374,-0.0005649987366632558,0.005888881776738821,0.66,0.47851812069840644,0.007936809230886865,0.0049944589124387715,0.000999659415811404,0.006602412604175827,0.00020063053969856284,0.005696203580921471,0.008281110531107791,0.002668905534131719
81,0.0008490865235216916,0.006432971916301019,-0.000565352127305232,0.00589059060170008,0.66,0.47851812069840644,0.007940777326584793,0.004996955806914889,0.001000159161572069,0.006605713507282812,0.00020063051562052925,0.005696203505182752,0.008283489830229685,0.002669729939574615
82,0.000849440093152225,0.006434797591489589,-0.0005657056989730335,0.005892300721296851,0.66,0.47851812069840644,0.007944747468282004,0.004999453898747233,0.0010006591859793787,0.006609016075067776,0.0002006305141799631,0.005696203503486452,0.008285870584498357,0.002670555881829149
83,0.0008497938327491284,0.006436624517272484,-0.0005660594176151789,0.005894012111598981,0.66,0.47851812069840644,0.007948719571868424,0.005001953388861748,0.0010011594344976162,0.006612320340366171,0.00020063052899721459,0.0056962034430319015,0.008288252699235155,0.0026713834383388685
84,0.0008501477353274823,0.006438452685845733,-0.0005664133041864261,0.00589572481713976,0.66,0.47851812069840644,0.007952693681581878,0.005004454072714161,0.0010016599170049494,0.006615626251419036,0.00020063054031594827,0.005696203420599294,0.008290636234358568,0.002672212501049172
85,0.0008505018625874072,0.006440282056482172,-0.0005667674043797888,0.005897438805755258,0.66,0.47851812069840644,0.00795666977908695,0.005006955991420538,0.0010021607094397916,0.006618933800799881,0.00020063055945489808,0.005696203364988217,0.008293021134551966,0.0026730431058442083
86,0.0008508561481721699,0.006442112671159465,-0.0005671216981136241,0.005899154042363786,0.66,0.47851812069840644,0.007960647808213253,0.005009459143233736,0.0010026617506809807,0.006622242962840547,0.00020063055369263366,0.005696203316645145,0.008295407383907551,0.0026738753008769627
87,0.0008512106502894312,0.006443944535486779,-0.0005674762147828005,0.005900870612403068,0.66,0.47851812069840644,0.00796462787053315,0.0050119635663969575,0.0010031631026728596,0.006625553804731853,0.0002006305434028758,0.005696203291786148,0.008297795062296016,0.0026747090605055185
88,0.0008515652676578611,0.006445777562081769,-0.0005678308440838009,0.005902588460368202,0.66,0.47851812069840644,0.007968609855743125,0.005014469204914189,0.0010036646158023477,0.006628866260758012,0.000200630534965274,0.005696203209971774,0.008300184070474408,0.002675544309084985
89,0.0008519200608134269,0.006447611845523886,-0.0005681856590672396,0.005904307577762639,0.66,0.47851812069840644,0.007972593821759801,0.005016976154322705,0.0010041663845294232,0.006632180387981603,0.00020063051953063735,0.005696203102474262,0.008302574460556949,0.002676381126155293
90,0.0008522750064730644,0.006449447468629092,-0.000568540653330274,0.005906027958810714,0.66,0.47851812069840644,0.007976579833193682,0.005019484271048673,0.0010046683878629794,0.006635496174968745,0.00020063048516284578,0.005696203069838293,0.008304966276869196,0.0026772195491485164
91,0.000852630123263225,0.006451284338812365,-0.000568895802134648,0.005907749644449624,0.66,0.47851812069840644,0.00798056782805361,0.005021993653431284,0.0010051706214813181,0.0066388136215615075,0.00020063046252537833,0.0056962030493891026,0.008307359490140638,0.0026780595385958402
92,0.0008529854670632631,0.006453122380193497,-0.000569251150591299,0.005909472602994252,0.66,0.47851812069840644,0.007984557778108865,0.005024504279857897,0.0010056731567953598,0.006642132691238029,0.0002006304592326558,0.005696202964368534,0.008309754035104235,0.002678901076257764
93,0.0008533409505616874,0.006454961730393853,-0.0005696066917153075,0.005911196893967769,0.66,0.47851812069840644,0.0079885497916257,0.005027016184159019,0.0010061759271274727,0.00664545347349746,0.0002006304184852144,0.005696202927537251,0.00831215004421331,0.002679744175754128
94,0.0008536966354586184,0.006456802327331912,-0.0005699623579857871,0.005912922499893354,0.66,0.47851812069840644,0.007992543811560608,0.005029529349517362,0.0010066789283617536,0.0066487759276289615,0.00020063043165610448,0.005696202897383965,0.008314547453922728,0.0026805888554427434
95,0.0008540524961426854,0.006458644148483719,-0.0005703182116849348,0.005914649339946608,0.66,0.47851812069840644,0.007996539768646472,0.005032043825703782,0.0010071821864283926,0.006652100025968272,0.00020063043659518831,0.0056962027962307255,0.008316946205324733,0.002681435074337561
96,0.0008544085058383643,0.00646048722317545,-0.0005706742621259764,0.005916377491512211,0.66,0.47851812069840644,0.008000537715270184,0.005034559490941899,0.0010076856889796805,0.006655425756493575,0.00020063040778386604,0.005696202751192015,0.008319346373607494,0.0026822828290419235
97,0.0008547647250816226,0.006462331560637926,-0.0005710304994136095,0.005918106944199385,0.66,0.47851812069840644,0.008004537677625195,0.005037076463921291,0.0010081894718239745,0.0066587531746294445,0.00020063039502456615,0.00569620269670596,0.008321747940421098,0.002683132194395136
98,0.0008551211340818555,0.0064641771773088,-0.0005713869363535196,0.005919837717219207,0.66,0.47851812069840644,0.008008539688307791,0.005039594663947118,0.0010086935300221908,0.006662082270609741,0.00020063037526823105,0.00569620268226811,0.008324150937357503,0.0026839831486463383
99,0.0008554777048993856,0.006466024005674645,-0.0005717435368569568,0.005921569782389116,0.66,0.47851812069840644,0.008012543648364954,0.005042114081518582,0.0010091978182993945,0.006665412987145981,0.00020063035427712476,0.005696202668484535,0.00832655530557233,0.0026848356362556766
100,0.0008558344561606646,0.006467872114476525,-0.0005721003661165013,0.005923303152855006,0.66,0.47851812069840644,0.008016549674212002,0.005044634842879685,0.0010097023959245916,0.006668745434230314,0.00020063029912402227,0.005696202617821579,0.008328961095241312,0.0026856897131222516
101,0.00085619141231291,0.00646972143532531,-0.0005724573490442708,0.00592503781361874,0.66,0.47851812069840644,0.008020557651179842,0.0050471567861936125,0.001010207227089424,0.006672079485854707,0.00020063028019086764,0.005696202583998966,0.008331368262307424,0.0026865453124365096
102,0.0008565485361032188,0.0064715720017695716,-0.000572814482729882,0.005926773793421215,0.66,0.47851812069840644,0.008024567607790231,0.005049680024219365,0.0010107122833941601,0.006675415206548634,0.00020063027319383218,0.005696202558955532,0.00833377682709203,0.0026874025012352215
103,0.0008569058123975992,0.006473423891106312,-0.0005731717648450285,0.005928510981284912,0.66,0.47851812069840644,0.008028579601086676,0.0050522045278698765,0.0010112175524910907,0.006678752622204133,0.00020063026907792908,0.005696202484161109,0.008336186771445923,0.0026882612728124024
104,0.000857263304060325,0.006475277067036646,-0.0005735292151803151,0.005930249558694747,0.66,0.47851812069840644,0.008032593676471151,0.0050547303623312435,0.0010117230928260404,0.006682091776292704,0.00020063029830084172,0.0056962024557148045,0.008338598192656359,0.0026891216568069583
105,0.0008576209552120418,0.00647713147096485,-0.0005738869274500757,0.005931989409197945,0.66,0.47851812069840644,0.008036609747214242,0.00505725738225648,0.00101222893115238,0.0066854325565135556,0.00020063025508385826,0.00569620241698875,0.008341010988004839,0.0026899835824624758
