model,acc,architecture,condition,lr_hebb
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,0.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
6,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,0.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
7,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,0.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,0.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
8,1.0,Hebbian,interleaved,0.01
