model,epoch,bce,c1,c2,condition,architecture
2,23,0.018012605607509613,0.10708358883857727,-0.06553187221288681,interleaved,Hebbian
2,24,0.01817076839506626,0.10851184278726578,-0.06641235202550888,interleaved,Hebbian
2,25,0.018134646117687225,0.11131389439105988,-0.06814048439264297,interleaved,Hebbian
2,26,0.01788541115820408,0.1122325211763382,-0.06870725750923157,interleaved,Hebbian
2,27,0.017949817702174187,0.1140478104352951,-0.06982757896184921,interleaved,Hebbian
2,28,0.01818769983947277,0.11539074033498764,-0.0706566572189331,interleaved,Hebbian
2,29,0.01816408708691597,0.11671840399503708,-0.07147654891014099,interleaved,Hebbian
2,30,0.017970817163586617,0.11889860779047012,-0.07282346487045288,interleaved,Hebbian
2,31,0.017945311963558197,0.11889860779047012,-0.07282346487045288,interleaved,Hebbian
2,32,0.017979873344302177,0.12018798291683197,-0.07362034171819687,interleaved,Hebbian
2,33,0.018147626891732216,0.12188620120286942,-0.07467025518417358,interleaved,Hebbian
2,34,0.018101731315255165,0.12521448731422424,-0.07672914862632751,interleaved,Hebbian
2,35,0.017970852553844452,0.12644031643867493,-0.07748786360025406,interleaved,Hebbian
2,36,0.018121840432286263,0.12885752320289612,-0.07898461073637009,interleaved,Hebbian
2,37,0.018298683688044548,0.13004952669143677,-0.07972303032875061,interleaved,Hebbian
2,38,0.018155137076973915,0.13240185379981995,-0.08118090778589249,interleaved,Hebbian
2,39,0.017678990960121155,0.13240185379981995,-0.08118090778589249,interleaved,Hebbian
2,40,0.01871126890182495,0.133947491645813,-0.08213930577039719,interleaved,Hebbian
3,0,0.03408994525671005,-0.008552505634725094,-0.005111143458634615,interleaved,Hebbian
3,1,0.017764298245310783,-0.027218308299779892,-0.01626671478152275,interleaved,Hebbian
3,2,0.019253116101026535,-0.04589046910405159,-0.02743580937385559,interleaved,Hebbian
3,3,0.017783526331186295,-0.06379247456789017,-0.03816081956028938,interleaved,Hebbian
3,4,0.01826517842710018,-0.07099270075559616,-0.04248060658574104,interleaved,Hebbian
3,5,0.018106084316968918,-0.08153838664293289,-0.04881523922085762,interleaved,Hebbian
3,6,0.01775847189128399,-0.09256576001644135,-0.05545039102435112,interleaved,Hebbian
3,7,0.018302518874406815,-0.09921455383300781,-0.05945714935660362,interleaved,Hebbian
3,8,0.017537403851747513,-0.10985112935304642,-0.06587781012058258,interleaved,Hebbian
3,9,0.019763903692364693,-0.11683468520641327,-0.07010117173194885,interleaved,Hebbian
3,10,0.01792086660861969,-0.12593616545200348,-0.07561544328927994,interleaved,Hebbian
3,11,0.017582522705197334,-0.13322162628173828,-0.08003822714090347,interleaved,Hebbian
3,12,0.019008375704288483,-0.13439559936523438,-0.0807516872882843,interleaved,Hebbian
3,13,0.01805092766880989,-0.13555888831615448,-0.08145886659622192,interleaved,Hebbian
3,14,0.017850130796432495,-0.14011052250862122,-0.08422796428203583,interleaved,Hebbian
3,15,0.018322916701436043,-0.14451129734516144,-0.08690855652093887,interleaved,Hebbian
3,16,0.018073974177241325,-0.1529124528169632,-0.09203516691923141,interleaved,Hebbian
3,17,0.01796005666255951,-0.15493735671043396,-0.09327271580696106,interleaved,Hebbian
3,18,0.01734602451324463,-0.16276949644088745,-0.09806668013334274,interleaved,Hebbian
3,19,0.01803586445748806,-0.1674664169549942,-0.1009473204612732,interleaved,Hebbian
3,20,0.018204618245363235,-0.17558227479457855,-0.10593534260988235,interleaved,Hebbian
3,21,0.01801900565624237,-0.17819923162460327,-0.10754667967557907,interleaved,Hebbian
3,22,0.017919182777404785,-0.17992103099822998,-0.10860764980316162,interleaved,Hebbian
3,23,0.018085232004523277,-0.1841493397951126,-0.11121587455272675,interleaved,Hebbian
3,24,0.01802149973809719,-0.18908801674842834,-0.11426737904548645,interleaved,Hebbian
3,25,0.017462074756622314,-0.19467759132385254,-0.11772782355546951,interleaved,Hebbian
3,26,0.01803872175514698,-0.1993323415517807,-0.12061519920825958,interleaved,Hebbian
3,27,0.018355950713157654,-0.2046160250902176,-0.12389913201332092,interleaved,Hebbian
3,28,0.01796993985772133,-0.20975300669670105,-0.12709863483905792,interleaved,Hebbian
3,29,0.016967859119176865,-0.21333838999271393,-0.12933577597141266,interleaved,Hebbian
3,30,0.01862068474292755,-0.2154577523469925,-0.1306597888469696,interleaved,Hebbian
3,31,0.018734654411673546,-0.22168029844760895,-0.13455411791801453,interleaved,Hebbian
3,32,0.01754489168524742,-0.22572197020053864,-0.13708925247192383,interleaved,Hebbian
3,33,0.017798276618123055,-0.2277125120162964,-0.13833951950073242,interleaved,Hebbian
3,34,0.01843196339905262,-0.22837167978286743,-0.13875378668308258,interleaved,Hebbian
3,35,0.01784207858145237,-0.23292675614356995,-0.1416199952363968,interleaved,Hebbian
3,36,0.017278145998716354,-0.23356926441192627,-0.14202477037906647,interleaved,Hebbian
3,37,0.017868975177407265,-0.23611938953399658,-0.14363253116607666,interleaved,Hebbian
3,38,0.01804158091545105,-0.23926353454589844,-0.14561745524406433,interleaved,Hebbian
3,39,0.017728116363286972,-0.24236109852790833,-0.14757589995861053,interleaved,Hebbian
3,40,0.01779385842382908,-0.24358747899532318,-0.14835210144519806,interleaved,Hebbian
4,0,0.0190932285040617,0.004641225095838308,-0.0058704400435090065,interleaved,Hebbian
4,1,0.018208708614110947,0.026099326089024544,-0.033007800579071045,interleaved,Hebbian
4,2,0.019093260169029236,0.040289945900440216,-0.05094128102064133,interleaved,Hebbian
4,3,0.01792559213936329,0.04951423779129982,-0.06258921325206757,interleaved,Hebbian
4,4,0.018046148121356964,0.05634024366736412,-0.07120272517204285,interleaved,Hebbian
4,5,0.01835772395133972,0.06158524379134178,-0.07781724631786346,interleaved,Hebbian
4,6,0.018078042194247246,0.06404554098844528,-0.08091866970062256,interleaved,Hebbian
4,7,0.01824714057147503,0.06563418358564377,-0.08292083442211151,interleaved,Hebbian
4,8,0.017765942960977554,0.07235082238912582,-0.09138156473636627,interleaved,Hebbian
4,9,0.01859855093061924,0.07717086374759674,-0.09744871407747269,interleaved,Hebbian
4,10,0.01802522875368595,0.07979453355073929,-0.10074953734874725,interleaved,Hebbian
4,11,0.01821252889931202,0.0829576626420021,-0.10472741723060608,interleaved,Hebbian
4,12,0.017999498173594475,0.08660144358873367,-0.1093074381351471,interleaved,Hebbian
4,13,0.01800297573208809,0.09009858220815659,-0.11370068788528442,interleaved,Hebbian
4,14,0.01812754198908806,0.09123466908931732,-0.11512736231088638,interleaved,Hebbian
4,15,0.018026284873485565,0.09456155449151993,-0.11930368095636368,interleaved,Hebbian
4,16,0.017909005284309387,0.09510479867458344,-0.11998540908098221,interleaved,Hebbian
4,17,0.018535960465669632,0.0983017310500145,-0.12399598211050034,interleaved,Hebbian
4,18,0.017924604937434196,0.09882458299398422,-0.12465169280767441,interleaved,Hebbian
4,19,0.018097175285220146,0.09934470802545547,-0.12530392408370972,interleaved,Hebbian
4,20,0.018131518736481667,0.10341241955757141,-0.13040269911289215,interleaved,Hebbian
4,21,0.01792721636593342,0.10780717432498932,-0.1359071135520935,interleaved,Hebbian
4,22,0.018051743507385254,0.10923326760530472,-0.13769230246543884,interleaved,Hebbian
4,23,0.01807391457259655,0.11249140650033951,-0.14176897704601288,interleaved,Hebbian
4,24,0.018192753195762634,0.11565903574228287,-0.14572983980178833,interleaved,Hebbian
4,25,0.018192129209637642,0.1178702861070633,-0.14849330484867096,interleaved,Hebbian
4,26,0.018143130466341972,0.11961030960083008,-0.1506669670343399,interleaved,Hebbian
4,27,0.017934639006853104,0.12385521084070206,-0.15596634149551392,interleaved,Hebbian
4,28,0.01792852208018303,0.12755700945854187,-0.16058361530303955,interleaved,Hebbian
4,29,0.018204109743237495,0.128767728805542,-0.162092924118042,interleaved,Hebbian
4,30,0.01812943071126938,0.13036487996578217,-0.164083331823349,interleaved,Hebbian
4,31,0.01815561018884182,0.1335030049085617,-0.1679919809103012,interleaved,Hebbian
4,32,0.018245721235871315,0.13389021158218384,-0.16847404837608337,interleaved,Hebbian
4,33,0.017966391518712044,0.13466134667396545,-0.16943399608135223,interleaved,Hebbian
4,34,0.018058156594634056,0.1358100175857544,-0.1708635836839676,interleaved,Hebbian
4,35,0.01795324869453907,0.13770364224910736,-0.1732194572687149,interleaved,Hebbian
4,36,0.01780860498547554,0.139942929148674,-0.17600396275520325,interleaved,Hebbian
4,37,0.01806059293448925,0.14178261160850525,-0.17829041182994843,interleaved,Hebbian
4,38,0.0181643757969141,0.1428753286600113,-0.17964798212051392,interleaved,Hebbian
4,39,0.018150120973587036,0.14359928667545319,-0.18054722249507904,interleaved,Hebbian
4,40,0.01798643171787262,0.14610563218593597,-0.18365906178951263,interleaved,Hebbian
5,0,0.020231159403920174,0.007865256629884243,-0.00013742684677708894,interleaved,Hebbian
5,1,0.018314039334654808,0.05218351259827614,-0.0009125877404585481,interleaved,Hebbian
5,2,0.017880521714687347,0.055146340280771255,-0.000964543258305639,interleaved,Hebbian
5,3,0.01822051964700222,0.07242748886346817,-0.0012681233929470181,interleaved,Hebbian
5,4,0.018338153138756752,0.07863519340753555,-0.0013774362159892917,interleaved,Hebbian
5,5,0.01790652424097061,0.07863519340753555,-0.0013774362159892917,interleaved,Hebbian
5,6,0.018003271892666817,0.08059421926736832,-0.0014119654661044478,interleaved,Hebbian
5,7,0.01834675669670105,0.0825049951672554,-0.001445660018362105,interleaved,Hebbian
5,8,0.01751469075679779,0.0861949473619461,-0.0015107736689969897,interleaved,Hebbian
5,9,0.01804865151643753,0.09955204278230667,-0.001747014233842492,interleaved,Hebbian
5,10,0.01828586682677269,0.10987220704555511,-0.0019301829161122441,interleaved,Hebbian
5,11,0.01804938353598118,0.11399918049573898,-0.0020036031492054462,interleaved,Hebbian
5,12,0.017929377034306526,0.1192714050412178,-0.0020975503139197826,interleaved,Hebbian
5,13,0.018285101279616356,0.12795574963092804,-0.0022526925895363092,interleaved,Hebbian
5,14,0.018009664490818977,0.13149477541446686,-0.0023160637356340885,interleaved,Hebbian
5,15,0.01812765747308731,0.1371813714504242,-0.0024180791806429625,interleaved,Hebbian
5,16,0.018074413761496544,0.1436946839094162,-0.0025352248921990395,interleaved,Hebbian
5,17,0.017828358337283134,0.15192392468452454,-0.002683713100850582,interleaved,Hebbian
5,18,0.017924755811691284,0.15489116311073303,-0.002737391507253051,interleaved,Hebbian
5,19,0.01742718182504177,0.16345161199569702,-0.0028926830273121595,interleaved,Hebbian
5,20,0.018616696819663048,0.1689031422138214,-0.002991923363879323,interleaved,Hebbian
5,21,0.018126685172319412,0.16979360580444336,-0.0030081598088145256,interleaved,Hebbian
5,22,0.017599856480956078,0.1741730123758316,-0.003088124096393585,interleaved,Hebbian
5,23,0.018204424530267715,0.18011298775672913,-0.003196885110810399,interleaved,Hebbian
5,24,0.017928384244441986,0.18094447255134583,-0.0032121380791068077,interleaved,Hebbian
5,25,0.018039289861917496,0.18745353817939758,-0.0033317909110337496,interleaved,Hebbian
5,26,0.018152689561247826,0.19140051305294037,-0.0034045653883367777,interleaved,Hebbian
5,27,0.018096759915351868,0.19602330029010773,-0.003490018891170621,interleaved,Hebbian
5,28,0.01784593053162098,0.20347455143928528,-0.003628268139436841,interleaved,Hebbian
5,29,0.01810915768146515,0.20565246045589447,-0.0036687992978841066,interleaved,Hebbian
5,30,0.01852916181087494,0.20851755142211914,-0.0037222057580947876,interleaved,Hebbian
5,31,0.01777384802699089,0.21412146091461182,-0.003826954634860158,interleaved,Hebbian
5,32,0.01784691773355007,0.21549732983112335,-0.003852732479572296,interleaved,Hebbian
5,33,0.01899978145956993,0.2175431102514267,-0.0038911057636141777,interleaved,Hebbian
5,34,0.018124815076589584,0.2235560417175293,-0.004004206508398056,interleaved,Hebbian
5,35,0.01724087819457054,0.22552074491977692,-0.004041265230625868,interleaved,Hebbian
5,36,0.01809803768992424,0.22811099886894226,-0.004090202506631613,interleaved,Hebbian
5,37,0.01892651803791523,0.23066872358322144,-0.004138614516705275,interleaved,Hebbian
5,38,0.018176376819610596,0.23256632685661316,-0.004174590576440096,interleaved,Hebbian
5,39,0.01810823753476143,0.23754337430000305,-0.0042691887356340885,interleaved,Hebbian
5,40,0.01812893897294998,0.24240529537200928,-0.004361941944807768,interleaved,Hebbian
6,0,0.020943740382790565,0.006511216051876545,0.0034654950723052025,interleaved,Hebbian
6,1,0.018726196140050888,0.030937470495700836,0.016468442976474762,interleaved,Hebbian
6,2,0.019548043608665466,0.04269760847091675,0.022734781727194786,interleaved,Hebbian
6,3,0.01812855340540409,0.05931970477104187,0.03160347044467926,interleaved,Hebbian
6,4,0.01785418763756752,0.06106867268681526,0.03253761678934097,interleaved,Hebbian
6,5,0.017949478700757027,0.07210132479667664,0.0384354442358017,interleaved,Hebbian
6,6,0.01800142042338848,0.08414017409086227,0.04488266259431839,interleaved,Hebbian
6,7,0.01799446903169155,0.09572216123342514,0.05109843611717224,interleaved,Hebbian
6,8,0.018023688346147537,0.10304252058267593,0.05503464490175247,interleaved,Hebbian
6,9,0.018359726294875145,0.11080604791641235,0.059216152876615524,interleaved,Hebbian
6,10,0.018005993217229843,0.1153876855969429,0.06168747693300247,interleaved,Hebbian
6,11,0.017752736806869507,0.12150571495294571,0.06499195843935013,interleaved,Hebbian
6,12,0.018116582185029984,0.12732341885566711,0.06813916563987732,interleaved,Hebbian
6,13,0.017900343984365463,0.13131742179393768,0.07030272483825684,interleaved,Hebbian
6,14,0.017777487635612488,0.132101371884346,0.07072767615318298,interleaved,Hebbian
6,15,0.018254240974783897,0.1344250738620758,0.07198783755302429,interleaved,Hebbian
6,16,0.017978979274630547,0.1374606490135193,0.07363535463809967,interleaved,Hebbian
6,17,0.018109789118170738,0.13820885121822357,0.07404165714979172,interleaved,Hebbian
6,18,0.01793929934501648,0.14547361433506012,0.0779915377497673,interleaved,Hebbian
6,19,0.018064262345433235,0.14965853095054626,0.08027099817991257,interleaved,Hebbian
6,20,0.01779744029045105,0.15372616052627563,0.08248955011367798,interleaved,Hebbian
6,21,0.018035924062132835,0.1589827835559845,0.08536111563444138,interleaved,Hebbian
6,22,0.017932331189513206,0.16406556963920593,0.08814270794391632,interleaved,Hebbian
6,23,0.018137937411665916,0.16406556963920593,0.08814270794391632,interleaved,Hebbian
6,24,0.017869744449853897,0.1665467917919159,0.08950240164995193,interleaved,Hebbian
6,25,0.01797303557395935,0.16716113686561584,0.08983924984931946,interleaved,Hebbian
6,26,0.017823277041316032,0.17019835114479065,0.09150568395853043,interleaved,Hebbian
6,27,0.01813413016498089,0.17318032681941986,0.09314364939928055,interleaved,Hebbian
6,28,0.01780792511999607,0.17726758122444153,0.09539175778627396,interleaved,Hebbian
6,29,0.017613977193832397,0.18125899136066437,0.0975906029343605,interleaved,Hebbian
6,30,0.017716459929943085,0.18294180929660797,0.09851870685815811,interleaved,Hebbian
6,31,0.018223604187369347,0.18294180929660797,0.09851870685815811,interleaved,Hebbian
6,32,0.018254753202199936,0.1851607710123062,0.09974345564842224,interleaved,Hebbian
6,33,0.01780584640800953,0.1862599104642868,0.1003505289554596,interleaved,Hebbian
6,34,0.01771942339837551,0.19112427532672882,0.10304053872823715,interleaved,Hebbian
6,35,0.018256494775414467,0.19324511289596558,0.10421507805585861,interleaved,Hebbian
6,36,0.018019603565335274,0.19844327867031097,0.10709841549396515,interleaved,Hebbian
6,37,0.018169330433011055,0.20098942518234253,0.10851312428712845,interleaved,Hebbian
6,38,0.018338389694690704,0.2030021697282791,0.10963258147239685,interleaved,Hebbian
6,39,0.018077997490763664,0.206965833902359,0.11184008419513702,interleaved,Hebbian
6,40,0.01766280084848404,0.20843172073364258,0.11265749484300613,interleaved,Hebbian
7,0,0.020716460421681404,-0.009197556413710117,0.00864783301949501,interleaved,Hebbian
7,1,0.01903451420366764,-0.055598191916942596,0.05228095501661301,interleaved,Hebbian
7,2,0.01810094341635704,-0.06257394701242447,0.05884307995438576,interleaved,Hebbian
7,3,0.017797276377677917,-0.07974911481142044,0.0750042274594307,interleaved,Hebbian
7,4,0.01794707588851452,-0.09370189905166626,0.08813875913619995,interleaved,Hebbian
7,5,0.018040966242551804,-0.10946792364120483,0.1029873788356781,interleaved,Hebbian
7,6,0.01826217956840992,-0.11651955544948578,0.1096314862370491,interleaved,Hebbian
7,7,0.017864128574728966,-0.12632696330547333,0.11887525767087936,interleaved,Hebbian
7,8,0.0178740993142128,-0.13244213163852692,0.12464100122451782,interleaved,Hebbian
7,9,0.0180318932980299,-0.14247968792915344,0.1341085284948349,interleaved,Hebbian
7,10,0.018027737736701965,-0.1438530832529068,0.1354042887687683,interleaved,Hebbian
7,11,0.017815422266721725,-0.1438530832529068,0.1354042887687683,interleaved,Hebbian
7,12,0.01824980042874813,-0.15052048861980438,0.14169608056545258,interleaved,Hebbian
7,13,0.01802978850901127,-0.16298672556877136,0.15346598625183105,interleaved,Hebbian
7,14,0.017954332754015923,-0.16298672556877136,0.15346598625183105,interleaved,Hebbian
7,15,0.01788141392171383,-0.17113521695137024,0.16116377711296082,interleaved,Hebbian
7,16,0.018170317634940147,-0.1745016872882843,0.1643451452255249,interleaved,Hebbian
7,17,0.017594460397958755,-0.17670735716819763,0.16642987728118896,interleaved,Hebbian
7,18,0.01801345683634281,-0.18315117061138153,0.17252200841903687,interleaved,Hebbian
7,19,0.01818610168993473,-0.18315117061138153,0.17252200841903687,interleaved,Hebbian
7,20,0.01713874377310276,-0.18315117061138153,0.17252200841903687,interleaved,Hebbian
7,21,0.019025621935725212,-0.1842012256383896,0.17351499199867249,interleaved,Hebbian
7,22,0.017753370106220245,-0.19036847352981567,0.1793484091758728,interleaved,Hebbian
7,23,0.01819174364209175,-0.19632315635681152,0.184983029961586,interleaved,Hebbian
7,24,0.018069421872496605,-0.19922681152820587,0.18773147463798523,interleaved,Hebbian
7,25,0.01798459142446518,-0.2039644420146942,0.19221702218055725,interleaved,Hebbian
7,26,0.017507556825876236,-0.21129903197288513,0.19916434586048126,interleaved,Hebbian
7,27,0.017836645245552063,-0.21219590306282043,0.2000141143798828,interleaved,Hebbian
7,28,0.018242044374346733,-0.21574147045612335,0.20337405800819397,interleaved,Hebbian
7,29,0.018112272024154663,-0.2226419597864151,0.20991583168506622,interleaved,Hebbian
7,30,0.017631057649850845,-0.22683407366275787,0.21389174461364746,interleaved,Hebbian
7,31,0.018140645697712898,-0.23012512922286987,0.21701398491859436,interleaved,Hebbian
7,32,0.01811116561293602,-0.23575806617736816,0.22235991060733795,interleaved,Hebbian
7,33,0.016865044832229614,-0.23733924329280853,0.2238609790802002,interleaved,Hebbian
7,34,0.018025225028395653,-0.2396884262561798,0.22609150409698486,interleaved,Hebbian
7,35,0.018306255340576172,-0.24201123416423798,0.2282974123954773,interleaved,Hebbian
7,36,0.0179020743817091,-0.24808205664157867,0.2340647578239441,interleaved,Hebbian
