,model,acc,curriculum
345,5,1.0,non-sequential
346,5,1.0,non-sequential
347,5,1.0,non-sequential
348,5,1.0,non-sequential
349,5,1.0,non-sequential
350,5,1.0,non-sequential
351,5,1.0,non-sequential
352,5,1.0,non-sequential
353,5,1.0,non-sequential
354,5,1.0,non-sequential
355,5,1.0,non-sequential
356,5,1.0,non-sequential
357,5,1.0,non-sequential
358,5,1.0,non-sequential
359,5,1.0,non-sequential
360,5,1.0,non-sequential
361,5,1.0,non-sequential
362,5,1.0,non-sequential
363,5,1.0,non-sequential
364,5,1.0,non-sequential
365,5,1.0,non-sequential
366,5,1.0,non-sequential
367,5,1.0,non-sequential
368,5,1.0,non-sequential
369,5,1.0,non-sequential
370,5,1.0,non-sequential
371,5,1.0,non-sequential
372,5,1.0,non-sequential
373,5,1.0,non-sequential
374,5,1.0,non-sequential
375,5,1.0,non-sequential
376,5,1.0,non-sequential
377,5,1.0,non-sequential
378,5,1.0,non-sequential
379,5,1.0,non-sequential
380,5,1.0,non-sequential
381,5,1.0,non-sequential
382,5,1.0,non-sequential
383,5,1.0,non-sequential
384,5,1.0,non-sequential
385,5,1.0,non-sequential
386,5,0.0,non-sequential
387,5,1.0,non-sequential
388,5,1.0,non-sequential
389,5,1.0,non-sequential
390,5,1.0,non-sequential
391,5,1.0,non-sequential
392,5,1.0,non-sequential
393,5,1.0,non-sequential
394,5,0.0,non-sequential
395,5,0.0,non-sequential
396,5,0.0,non-sequential
397,5,0.0,non-sequential
398,5,0.0,non-sequential
399,5,1.0,non-sequential
400,5,1.0,non-sequential
401,5,1.0,non-sequential
402,5,1.0,non-sequential
403,5,0.0,non-sequential
404,5,0.0,non-sequential
405,5,0.0,non-sequential
406,5,0.0,non-sequential
407,5,0.0,non-sequential
408,5,1.0,non-sequential
409,5,1.0,non-sequential
410,5,1.0,non-sequential
411,5,1.0,non-sequential
412,5,1.0,non-sequential
413,5,0.0,non-sequential
414,5,0.0,non-sequential
415,5,0.0,non-sequential
416,5,0.0,non-sequential
417,5,0.0,non-sequential
418,5,1.0,non-sequential
419,5,1.0,non-sequential
420,5,1.0,non-sequential
421,5,1.0,non-sequential
422,5,0.0,non-sequential
423,5,0.0,non-sequential
424,5,0.0,non-sequential
425,5,0.0,non-sequential
426,5,1.0,non-sequential
427,5,1.0,non-sequential
428,5,1.0,non-sequential
429,5,1.0,non-sequential
430,5,1.0,non-sequential
431,5,1.0,non-sequential
432,5,0.0,non-sequential
433,5,0.0,non-sequential
434,5,0.0,non-sequential
435,5,0.0,non-sequential
436,5,0.0,non-sequential
437,5,1.0,non-sequential
438,5,1.0,non-sequential
439,5,1.0,non-sequential
440,5,1.0,non-sequential
441,5,0.0,non-sequential
442,5,0.0,non-sequential
443,5,0.0,non-sequential
444,5,0.0,non-sequential
445,5,0.0,non-sequential
446,5,1.0,non-sequential
447,5,1.0,non-sequential
448,5,1.0,non-sequential
449,5,1.0,non-sequential
450,5,1.0,non-sequential
451,5,0.0,non-sequential
452,5,0.0,non-sequential
453,5,0.0,non-sequential
454,5,0.0,non-sequential
455,5,0.0,non-sequential
456,5,1.0,non-sequential
457,5,1.0,non-sequential
458,5,1.0,non-sequential
459,5,1.0,non-sequential
460,5,0.0,non-sequential
461,5,1.0,non-sequential
462,5,0.0,non-sequential
463,5,1.0,non-sequential
464,5,1.0,non-sequential
465,5,1.0,non-sequential
466,5,1.0,non-sequential
467,5,1.0,non-sequential
468,5,1.0,non-sequential
469,5,1.0,non-sequential
470,5,0.0,non-sequential
471,5,0.0,non-sequential
472,5,0.0,non-sequential
473,5,0.0,non-sequential
474,5,0.0,non-sequential
475,5,1.0,non-sequential
476,5,1.0,non-sequential
477,5,1.0,non-sequential
478,5,1.0,non-sequential
479,5,1.0,non-sequential
480,5,1.0,non-sequential
481,5,1.0,non-sequential
482,5,1.0,non-sequential
483,5,1.0,non-sequential
484,5,1.0,non-sequential
485,5,1.0,non-sequential
486,5,1.0,non-sequential
487,5,1.0,non-sequential
488,5,1.0,non-sequential
489,5,1.0,non-sequential
490,5,1.0,non-sequential
491,5,1.0,non-sequential
492,5,1.0,non-sequential
493,5,1.0,non-sequential
494,5,1.0,non-sequential
495,5,1.0,non-sequential
496,5,1.0,non-sequential
497,5,1.0,non-sequential
498,5,1.0,non-sequential
499,5,1.0,non-sequential
500,5,1.0,non-sequential
501,5,1.0,non-sequential
502,5,1.0,non-sequential
503,5,1.0,non-sequential
504,5,1.0,non-sequential
505,5,1.0,non-sequential
506,5,1.0,non-sequential
507,5,1.0,non-sequential
508,5,1.0,non-sequential
509,5,1.0,non-sequential
510,5,1.0,non-sequential
511,5,1.0,non-sequential
512,5,1.0,non-sequential
513,5,1.0,non-sequential
514,5,1.0,non-sequential
515,5,1.0,non-sequential
516,5,1.0,non-sequential
517,5,1.0,non-sequential
518,5,1.0,non-sequential
519,5,1.0,non-sequential
520,5,1.0,non-sequential
521,5,1.0,non-sequential
522,5,1.0,non-sequential
523,5,1.0,non-sequential
524,5,1.0,non-sequential
525,5,1.0,non-sequential
526,5,1.0,non-sequential
527,5,1.0,non-sequential
528,5,1.0,non-sequential
529,5,1.0,non-sequential
530,5,1.0,non-sequential
531,5,1.0,non-sequential
532,5,0.0,non-sequential
533,5,1.0,non-sequential
534,5,1.0,non-sequential
535,5,1.0,non-sequential
536,5,0.0,non-sequential
537,5,1.0,non-sequential
538,5,1.0,non-sequential
539,5,1.0,non-sequential
540,5,1.0,non-sequential
541,5,1.0,non-sequential
542,5,1.0,non-sequential
543,5,1.0,non-sequential
544,5,1.0,non-sequential
545,5,1.0,non-sequential
546,5,1.0,non-sequential
547,5,1.0,non-sequential
548,5,1.0,non-sequential
549,5,1.0,non-sequential
550,5,1.0,non-sequential
551,5,0.0,non-sequential
552,5,1.0,non-sequential
553,5,1.0,non-sequential
554,5,1.0,non-sequential
555,5,1.0,non-sequential
556,5,1.0,non-sequential
557,5,1.0,non-sequential
558,5,1.0,non-sequential
559,5,1.0,non-sequential
560,5,1.0,non-sequential
561,5,1.0,non-sequential
562,5,1.0,non-sequential
563,5,1.0,non-sequential
564,5,1.0,non-sequential
565,5,1.0,non-sequential
566,5,1.0,non-sequential
567,5,1.0,non-sequential
568,5,1.0,non-sequential
569,5,1.0,non-sequential
570,5,1.0,non-sequential
571,5,1.0,non-sequential
572,5,1.0,non-sequential
573,5,1.0,non-sequential
574,5,1.0,non-sequential
575,5,0.0,non-sequential
576,5,0.0,non-sequential
577,5,0.0,non-sequential
578,5,0.0,non-sequential
579,5,0.0,non-sequential
580,5,1.0,non-sequential
581,5,1.0,non-sequential
582,5,1.0,non-sequential
583,5,1.0,non-sequential
584,5,0.0,non-sequential
585,5,0.0,non-sequential
586,5,0.0,non-sequential
587,5,0.0,non-sequential
588,5,0.0,non-sequential
589,5,1.0,non-sequential
590,5,1.0,non-sequential
591,5,1.0,non-sequential
592,5,1.0,non-sequential
593,5,1.0,non-sequential
594,5,0.0,non-sequential
595,5,0.0,non-sequential
596,5,0.0,non-sequential
597,5,0.0,non-sequential
598,5,0.0,non-sequential
599,5,1.0,non-sequential
600,5,1.0,non-sequential
601,5,1.0,non-sequential
602,5,1.0,non-sequential
603,5,0.0,non-sequential
604,5,0.0,non-sequential
605,5,0.0,non-sequential
606,5,0.0,non-sequential
607,5,0.0,non-sequential
608,5,1.0,non-sequential
609,5,1.0,non-sequential
610,5,1.0,non-sequential
611,5,1.0,non-sequential
612,5,1.0,non-sequential
613,5,0.0,non-sequential
614,5,0.0,non-sequential
615,5,0.0,non-sequential
616,5,0.0,non-sequential
617,5,0.0,non-sequential
618,5,1.0,non-sequential
619,5,1.0,non-sequential
620,5,1.0,non-sequential
621,5,1.0,non-sequential
622,5,0.0,non-sequential
623,5,0.0,non-sequential
624,5,0.0,non-sequential
625,5,0.0,non-sequential
626,5,0.0,non-sequential
627,5,1.0,non-sequential
628,5,1.0,non-sequential
629,5,1.0,non-sequential
630,5,1.0,non-sequential
631,5,1.0,non-sequential
632,5,0.0,non-sequential
633,5,0.0,non-sequential
634,5,1.0,non-sequential
635,5,0.0,non-sequential
636,5,1.0,non-sequential
637,5,1.0,non-sequential
638,5,1.0,non-sequential
639,5,1.0,non-sequential
640,5,1.0,non-sequential
641,5,1.0,non-sequential
642,5,0.0,non-sequential
643,5,0.0,non-sequential
644,5,0.0,non-sequential
645,5,0.0,non-sequential
646,5,1.0,non-sequential
647,5,1.0,non-sequential
648,5,1.0,non-sequential
649,5,1.0,non-sequential
650,5,1.0,non-sequential
651,5,0.0,non-sequential
652,5,1.0,non-sequential
653,5,0.0,non-sequential
654,5,0.0,non-sequential
655,5,0.0,non-sequential
656,5,1.0,non-sequential
657,5,1.0,non-sequential
658,5,1.0,non-sequential
659,5,1.0,non-sequential
660,5,0.0,non-sequential
661,5,0.0,non-sequential
662,5,0.0,non-sequential
663,5,0.0,non-sequential
664,5,0.0,non-sequential
665,5,1.0,non-sequential
666,5,1.0,non-sequential
667,5,1.0,non-sequential
668,5,1.0,non-sequential
669,5,1.0,non-sequential
670,5,1.0,non-sequential
671,5,1.0,non-sequential
672,5,1.0,non-sequential
673,5,1.0,non-sequential
674,5,1.0,non-sequential
675,5,1.0,non-sequential
676,5,1.0,non-sequential
677,5,1.0,non-sequential
678,5,1.0,non-sequential
679,5,1.0,non-sequential
680,5,1.0,non-sequential
681,5,1.0,non-sequential
682,5,1.0,non-sequential
683,5,1.0,non-sequential
684,5,1.0,non-sequential
685,5,1.0,non-sequential
686,5,1.0,non-sequential
687,5,1.0,non-sequential
688,5,1.0,non-sequential
689,5,1.0,non-sequential
690,5,1.0,non-sequential
691,5,1.0,non-sequential
692,5,1.0,non-sequential
693,5,1.0,non-sequential
694,5,1.0,non-sequential
695,5,1.0,non-sequential
696,5,1.0,non-sequential
697,5,1.0,non-sequential
698,5,1.0,non-sequential
699,5,1.0,non-sequential
700,5,1.0,non-sequential
701,5,1.0,non-sequential
702,5,1.0,non-sequential
703,5,1.0,non-sequential
704,5,1.0,non-sequential
705,5,1.0,non-sequential
706,5,1.0,non-sequential
707,5,1.0,non-sequential
708,5,1.0,non-sequential
709,5,1.0,non-sequential
710,5,1.0,non-sequential
711,5,1.0,non-sequential
712,5,1.0,non-sequential
713,5,1.0,non-sequential
714,5,1.0,non-sequential
715,5,1.0,non-sequential
716,5,1.0,non-sequential
717,5,1.0,non-sequential
718,5,1.0,non-sequential
719,5,1.0,non-sequential
720,5,1.0,non-sequential
721,5,1.0,non-sequential
722,5,1.0,non-sequential
723,5,1.0,non-sequential
724,5,1.0,non-sequential
725,5,1.0,non-sequential
726,5,1.0,non-sequential
727,5,1.0,non-sequential
728,5,1.0,non-sequential
729,5,1.0,non-sequential
730,5,1.0,non-sequential
731,5,1.0,non-sequential
732,5,1.0,non-sequential
733,5,1.0,non-sequential
734,5,1.0,non-sequential
735,5,1.0,non-sequential
736,5,1.0,non-sequential
737,5,1.0,non-sequential
738,5,1.0,non-sequential
739,5,1.0,non-sequential
740,5,1.0,non-sequential
741,5,1.0,non-sequential
742,5,1.0,non-sequential
743,5,1.0,non-sequential
744,5,1.0,non-sequential
745,5,1.0,non-sequential
746,5,1.0,non-sequential
747,5,1.0,non-sequential
748,5,1.0,non-sequential
749,5,1.0,non-sequential
750,5,1.0,non-sequential
751,5,1.0,non-sequential
752,5,1.0,non-sequential
753,5,1.0,non-sequential
754,5,1.0,non-sequential
755,5,1.0,non-sequential
756,5,1.0,non-sequential
757,5,1.0,non-sequential
758,5,1.0,non-sequential
759,5,1.0,non-sequential
760,5,1.0,non-sequential
761,5,1.0,non-sequential
762,5,1.0,non-sequential
763,5,1.0,non-sequential
764,5,1.0,non-sequential
765,5,1.0,non-sequential
766,5,0.0,non-sequential
767,5,1.0,non-sequential
768,5,1.0,non-sequential
769,5,1.0,non-sequential
770,5,1.0,non-sequential
771,5,1.0,non-sequential
772,5,1.0,non-sequential
773,5,1.0,non-sequential
774,5,0.0,non-sequential
775,5,0.0,non-sequential
776,5,0.0,non-sequential
777,5,0.0,non-sequential
778,5,0.0,non-sequential
779,5,1.0,non-sequential
780,5,1.0,non-sequential
781,5,1.0,non-sequential
782,5,1.0,non-sequential
783,5,0.0,non-sequential
784,5,0.0,non-sequential
785,5,0.0,non-sequential
786,5,0.0,non-sequential
787,5,0.0,non-sequential
788,5,1.0,non-sequential
789,5,1.0,non-sequential
790,5,1.0,non-sequential
791,5,1.0,non-sequential
792,5,1.0,non-sequential
793,5,0.0,non-sequential
794,5,0.0,non-sequential
795,5,0.0,non-sequential
796,5,0.0,non-sequential
797,5,0.0,non-sequential
798,5,1.0,non-sequential
799,5,1.0,non-sequential
800,5,1.0,non-sequential
801,5,1.0,non-sequential
802,5,0.0,non-sequential
803,5,0.0,non-sequential
804,5,0.0,non-sequential
805,5,0.0,non-sequential
806,5,1.0,non-sequential
807,5,1.0,non-sequential
808,5,1.0,non-sequential
809,5,1.0,non-sequential
810,5,1.0,non-sequential
811,5,1.0,non-sequential
812,5,0.0,non-sequential
813,5,0.0,non-sequential
814,5,0.0,non-sequential
815,5,0.0,non-sequential
816,5,0.0,non-sequential
817,5,1.0,non-sequential
818,5,1.0,non-sequential
819,5,1.0,non-sequential
820,5,1.0,non-sequential
821,5,0.0,non-sequential
822,5,0.0,non-sequential
823,5,0.0,non-sequential
824,5,0.0,non-sequential
825,5,0.0,non-sequential
826,5,1.0,non-sequential
827,5,1.0,non-sequential
828,5,1.0,non-sequential
829,5,1.0,non-sequential
830,5,1.0,non-sequential
831,5,0.0,non-sequential
832,5,0.0,non-sequential
833,5,0.0,non-sequential
834,5,0.0,non-sequential
835,5,0.0,non-sequential
836,5,1.0,non-sequential
837,5,1.0,non-sequential
838,5,1.0,non-sequential
839,5,1.0,non-sequential
840,5,0.0,non-sequential
841,5,1.0,non-sequential
842,5,0.0,non-sequential
843,5,1.0,non-sequential
844,5,1.0,non-sequential
845,5,1.0,non-sequential
846,5,1.0,non-sequential
847,5,1.0,non-sequential
848,5,1.0,non-sequential
849,5,1.0,non-sequential
850,5,0.0,non-sequential
851,5,0.0,non-sequential
852,5,0.0,non-sequential
853,5,0.0,non-sequential
854,5,0.0,non-sequential
855,5,1.0,non-sequential
856,5,1.0,non-sequential
857,5,1.0,non-sequential
858,5,1.0,non-sequential
859,5,1.0,non-sequential
860,5,1.0,non-sequential
861,5,1.0,non-sequential
862,5,1.0,non-sequential
863,5,1.0,non-sequential
864,5,1.0,non-sequential
865,5,1.0,non-sequential
866,5,1.0,non-sequential
867,5,1.0,non-sequential
868,5,1.0,non-sequential
869,5,1.0,non-sequential
870,5,1.0,non-sequential
871,5,1.0,non-sequential
872,5,1.0,non-sequential
873,5,1.0,non-sequential
874,5,1.0,non-sequential
875,5,1.0,non-sequential
876,5,1.0,non-sequential
877,5,1.0,non-sequential
878,5,1.0,non-sequential
879,5,1.0,non-sequential
880,5,1.0,non-sequential
881,5,1.0,non-sequential
882,5,1.0,non-sequential
883,5,1.0,non-sequential
884,5,1.0,non-sequential
885,5,1.0,non-sequential
886,5,1.0,non-sequential
887,5,1.0,non-sequential
888,5,1.0,non-sequential
889,5,1.0,non-sequential
890,5,1.0,non-sequential
891,5,1.0,non-sequential
892,5,1.0,non-sequential
893,5,1.0,non-sequential
894,5,1.0,non-sequential
895,5,1.0,non-sequential
896,5,1.0,non-sequential
897,5,1.0,non-sequential
898,5,1.0,non-sequential
899,5,1.0,non-sequential
900,5,1.0,non-sequential
901,5,1.0,non-sequential
902,5,1.0,non-sequential
903,5,1.0,non-sequential
904,5,1.0,non-sequential
905,5,1.0,non-sequential
906,5,1.0,non-sequential
907,5,1.0,non-sequential
908,5,1.0,non-sequential
909,5,1.0,non-sequential
910,5,1.0,non-sequential
911,5,1.0,non-sequential
912,5,0.0,non-sequential
913,5,1.0,non-sequential
914,5,1.0,non-sequential
915,5,1.0,non-sequential
916,5,0.0,non-sequential
917,5,1.0,non-sequential
918,5,1.0,non-sequential
919,5,1.0,non-sequential
920,5,1.0,non-sequential
921,5,1.0,non-sequential
922,5,1.0,non-sequential
923,5,1.0,non-sequential
924,5,1.0,non-sequential
925,5,1.0,non-sequential
926,5,1.0,non-sequential
927,5,1.0,non-sequential
928,5,1.0,non-sequential
929,5,1.0,non-sequential
930,5,1.0,non-sequential
931,5,0.0,non-sequential
932,5,1.0,non-sequential
933,5,1.0,non-sequential
934,5,1.0,non-sequential
935,5,1.0,non-sequential
936,5,1.0,non-sequential
937,5,1.0,non-sequential
938,5,1.0,non-sequential
939,5,1.0,non-sequential
940,5,1.0,non-sequential
941,5,1.0,non-sequential
942,5,1.0,non-sequential
943,5,1.0,non-sequential
944,5,1.0,non-sequential
945,5,1.0,non-sequential
946,5,1.0,non-sequential
947,5,1.0,non-sequential
948,5,1.0,non-sequential
949,5,1.0,non-sequential
950,5,1.0,non-sequential
951,5,1.0,non-sequential
952,5,1.0,non-sequential
953,5,1.0,non-sequential
954,5,1.0,non-sequential
955,5,0.0,non-sequential
956,5,0.0,non-sequential
957,5,0.0,non-sequential
958,5,0.0,non-sequential
959,5,0.0,non-sequential
960,5,1.0,non-sequential
961,5,1.0,non-sequential
962,5,1.0,non-sequential
963,5,1.0,non-sequential
964,5,0.0,non-sequential
965,5,0.0,non-sequential
966,5,0.0,non-sequential
967,5,0.0,non-sequential
968,5,0.0,non-sequential
969,5,1.0,non-sequential
970,5,1.0,non-sequential
971,5,1.0,non-sequential
972,5,1.0,non-sequential
973,5,1.0,non-sequential
974,5,0.0,non-sequential
975,5,0.0,non-sequential
976,5,0.0,non-sequential
977,5,0.0,non-sequential
978,5,0.0,non-sequential
979,5,1.0,non-sequential
980,5,1.0,non-sequential
981,5,1.0,non-sequential
982,5,1.0,non-sequential
983,5,0.0,non-sequential
984,5,0.0,non-sequential
985,5,0.0,non-sequential
986,5,0.0,non-sequential
987,5,0.0,non-sequential
988,5,1.0,non-sequential
989,5,1.0,non-sequential
990,5,1.0,non-sequential
991,5,1.0,non-sequential
992,5,1.0,non-sequential
993,5,0.0,non-sequential
994,5,0.0,non-sequential
995,5,0.0,non-sequential
996,5,0.0,non-sequential
997,5,0.0,non-sequential
998,5,1.0,non-sequential
999,5,1.0,non-sequential
1000,5,1.0,non-sequential
1001,5,1.0,non-sequential
1002,5,0.0,non-sequential
1003,5,0.0,non-sequential
1004,5,0.0,non-sequential
1005,5,0.0,non-sequential
1006,5,0.0,non-sequential
1007,5,1.0,non-sequential
1008,5,1.0,non-sequential
1009,5,1.0,non-sequential
1010,5,1.0,non-sequential
1011,5,1.0,non-sequential
1012,5,0.0,non-sequential
1013,5,0.0,non-sequential
1014,5,1.0,non-sequential
1015,5,0.0,non-sequential
1016,5,1.0,non-sequential
1017,5,1.0,non-sequential
1018,5,1.0,non-sequential
1019,5,1.0,non-sequential
1020,5,1.0,non-sequential
1021,5,1.0,non-sequential
1022,5,0.0,non-sequential
1023,5,0.0,non-sequential
1024,5,0.0,non-sequential
1025,5,0.0,non-sequential
1026,5,1.0,non-sequential
1027,5,1.0,non-sequential
1028,5,1.0,non-sequential
1029,5,1.0,non-sequential
1030,5,1.0,non-sequential
1031,5,0.0,non-sequential
1032,5,1.0,non-sequential
1033,5,0.0,non-sequential
1034,5,0.0,non-sequential
1035,5,0.0,non-sequential
1036,5,1.0,non-sequential
1037,5,1.0,non-sequential
1038,5,1.0,non-sequential
1039,5,1.0,non-sequential
1040,5,0.0,non-sequential
1041,5,0.0,non-sequential
1042,5,0.0,non-sequential
1043,5,0.0,non-sequential
1044,5,0.0,non-sequential
1045,5,1.0,non-sequential
1046,5,1.0,non-sequential
1047,5,1.0,non-sequential
1048,5,1.0,non-sequential
1049,5,1.0,non-sequential
1050,5,1.0,non-sequential
1051,5,1.0,non-sequential
1052,5,1.0,non-sequential
1053,5,1.0,non-sequential
1054,5,1.0,non-sequential
1055,5,1.0,non-sequential
1056,5,1.0,non-sequential
1057,5,1.0,non-sequential
1058,5,1.0,non-sequential
1059,5,1.0,non-sequential
1060,5,1.0,non-sequential
1061,5,1.0,non-sequential
1062,5,1.0,non-sequential
1063,5,1.0,non-sequential
1064,5,1.0,non-sequential
1065,5,1.0,non-sequential
1066,5,1.0,non-sequential
1067,5,1.0,non-sequential
1068,5,1.0,non-sequential
1069,5,1.0,non-sequential
1070,5,1.0,non-sequential
1071,5,1.0,non-sequential
1072,5,1.0,non-sequential
1073,5,1.0,non-sequential
1074,5,1.0,non-sequential
1075,5,1.0,non-sequential
1076,5,1.0,non-sequential
1077,5,1.0,non-sequential
1078,5,1.0,non-sequential
1079,5,1.0,non-sequential
1080,5,1.0,non-sequential
1081,5,1.0,non-sequential
1082,5,1.0,non-sequential
1083,5,1.0,non-sequential
1084,5,1.0,non-sequential
1085,5,1.0,non-sequential
1086,5,1.0,non-sequential
1087,5,1.0,non-sequential
1088,5,1.0,non-sequential
1089,5,1.0,non-sequential
1090,5,1.0,non-sequential
1091,5,1.0,non-sequential
1092,5,1.0,non-sequential
1093,5,1.0,non-sequential
1094,5,1.0,non-sequential
1095,5,1.0,non-sequential
1096,5,1.0,non-sequential
1097,5,1.0,non-sequential
1098,5,1.0,non-sequential
1099,5,1.0,non-sequential
1100,5,1.0,non-sequential
1101,5,1.0,non-sequential
1102,5,1.0,non-sequential
1103,5,1.0,non-sequential
1104,5,1.0,non-sequential
1105,5,1.0,non-sequential
1106,5,1.0,non-sequential
1107,5,1.0,non-sequential
1108,5,1.0,non-sequential
1109,5,1.0,non-sequential
1110,5,1.0,non-sequential
1111,5,1.0,non-sequential
1112,5,1.0,non-sequential
1113,5,1.0,non-sequential
1114,5,1.0,non-sequential
1115,5,1.0,non-sequential
1116,5,1.0,non-sequential
1117,5,1.0,non-sequential
1118,5,1.0,non-sequential
1119,5,1.0,non-sequential
1120,5,1.0,non-sequential
1121,5,1.0,non-sequential
1122,5,1.0,non-sequential
1123,5,1.0,non-sequential
1124,5,1.0,non-sequential
1125,5,1.0,non-sequential
1126,5,1.0,non-sequential
1127,5,1.0,non-sequential
1128,5,1.0,non-sequential
1129,5,1.0,non-sequential
1130,5,1.0,non-sequential
1131,5,1.0,non-sequential
1132,5,1.0,non-sequential
1133,5,1.0,non-sequential
1134,5,1.0,non-sequential
1135,5,1.0,non-sequential
1136,5,1.0,non-sequential
1137,5,1.0,non-sequential
1138,5,1.0,non-sequential
1139,5,1.0,non-sequential
0,6,1.0,non-sequential
1,6,1.0,non-sequential
2,6,1.0,non-sequential
3,6,1.0,non-sequential
4,6,1.0,non-sequential
5,6,1.0,non-sequential
6,6,1.0,non-sequential
7,6,1.0,non-sequential
8,6,1.0,non-sequential
9,6,1.0,non-sequential
10,6,1.0,non-sequential
11,6,1.0,non-sequential
12,6,1.0,non-sequential
13,6,1.0,non-sequential
14,6,1.0,non-sequential
15,6,1.0,non-sequential
16,6,1.0,non-sequential
17,6,1.0,non-sequential
18,6,1.0,non-sequential
19,6,1.0,non-sequential
20,6,1.0,non-sequential
21,6,1.0,non-sequential
22,6,1.0,non-sequential
23,6,1.0,non-sequential
24,6,1.0,non-sequential
25,6,0.0,non-sequential
26,6,1.0,non-sequential
27,6,1.0,non-sequential
28,6,1.0,non-sequential
29,6,1.0,non-sequential
30,6,1.0,non-sequential
31,6,1.0,non-sequential
32,6,1.0,non-sequential
33,6,1.0,non-sequential
34,6,1.0,non-sequential
35,6,1.0,non-sequential
36,6,1.0,non-sequential
37,6,0.0,non-sequential
38,6,1.0,non-sequential
39,6,1.0,non-sequential
40,6,1.0,non-sequential
41,6,1.0,non-sequential
42,6,0.0,non-sequential
43,6,0.0,non-sequential
44,6,1.0,non-sequential
45,6,1.0,non-sequential
46,6,1.0,non-sequential
47,6,1.0,non-sequential
48,6,1.0,non-sequential
49,6,1.0,non-sequential
50,6,1.0,non-sequential
51,6,1.0,non-sequential
52,6,1.0,non-sequential
53,6,1.0,non-sequential
54,6,1.0,non-sequential
55,6,1.0,non-sequential
56,6,1.0,non-sequential
57,6,1.0,non-sequential
58,6,1.0,non-sequential
59,6,1.0,non-sequential
60,6,1.0,non-sequential
61,6,0.0,non-sequential
62,6,1.0,non-sequential
63,6,1.0,non-sequential
64,6,1.0,non-sequential
65,6,1.0,non-sequential
66,6,1.0,non-sequential
67,6,1.0,non-sequential
68,6,1.0,non-sequential
69,6,1.0,non-sequential
70,6,1.0,non-sequential
71,6,1.0,non-sequential
72,6,1.0,non-sequential
73,6,1.0,non-sequential
74,6,1.0,non-sequential
75,6,1.0,non-sequential
76,6,1.0,non-sequential
77,6,1.0,non-sequential
78,6,1.0,non-sequential
79,6,1.0,non-sequential
80,6,1.0,non-sequential
81,6,1.0,non-sequential
82,6,1.0,non-sequential
83,6,0.0,non-sequential
84,6,1.0,non-sequential
85,6,1.0,non-sequential
86,6,1.0,non-sequential
87,6,1.0,non-sequential
88,6,1.0,non-sequential
89,6,1.0,non-sequential
90,6,1.0,non-sequential
91,6,1.0,non-sequential
92,6,1.0,non-sequential
93,6,0.0,non-sequential
94,6,1.0,non-sequential
95,6,0.0,non-sequential
96,6,0.0,non-sequential
97,6,1.0,non-sequential
98,6,1.0,non-sequential
99,6,0.0,non-sequential
100,6,1.0,non-sequential
101,6,1.0,non-sequential
102,6,1.0,non-sequential
103,6,1.0,non-sequential
104,6,0.0,non-sequential
105,6,0.0,non-sequential
106,6,0.0,non-sequential
107,6,0.0,non-sequential
108,6,1.0,non-sequential
109,6,1.0,non-sequential
110,6,1.0,non-sequential
111,6,1.0,non-sequential
112,6,1.0,non-sequential
113,6,1.0,non-sequential
114,6,0.0,non-sequential
115,6,0.0,non-sequential
116,6,1.0,non-sequential
117,6,0.0,non-sequential
118,6,1.0,non-sequential
119,6,1.0,non-sequential
120,6,1.0,non-sequential
121,6,1.0,non-sequential
122,6,1.0,non-sequential
123,6,1.0,non-sequential
124,6,0.0,non-sequential
125,6,0.0,non-sequential
126,6,0.0,non-sequential
127,6,0.0,non-sequential
128,6,1.0,non-sequential
129,6,1.0,non-sequential
130,6,1.0,non-sequential
131,6,1.0,non-sequential
132,6,1.0,non-sequential
133,6,0.0,non-sequential
134,6,1.0,non-sequential
135,6,0.0,non-sequential
136,6,0.0,non-sequential
137,6,0.0,non-sequential
138,6,1.0,non-sequential
139,6,1.0,non-sequential
140,6,1.0,non-sequential
141,6,1.0,non-sequential
142,6,0.0,non-sequential
143,6,0.0,non-sequential
144,6,0.0,non-sequential
145,6,1.0,non-sequential
146,6,0.0,non-sequential
147,6,1.0,non-sequential
148,6,1.0,non-sequential
149,6,1.0,non-sequential
150,6,1.0,non-sequential
151,6,1.0,non-sequential
152,6,1.0,non-sequential
153,6,0.0,non-sequential
154,6,0.0,non-sequential
155,6,0.0,non-sequential
156,6,1.0,non-sequential
157,6,1.0,non-sequential
158,6,1.0,non-sequential
159,6,1.0,non-sequential
160,6,1.0,non-sequential
161,6,1.0,non-sequential
162,6,1.0,non-sequential
163,6,1.0,non-sequential
164,6,1.0,non-sequential
165,6,0.0,non-sequential
166,6,1.0,non-sequential
167,6,1.0,non-sequential
168,6,1.0,non-sequential
169,6,1.0,non-sequential
170,6,1.0,non-sequential
171,6,0.0,non-sequential
172,6,0.0,non-sequential
173,6,0.0,non-sequential
174,6,0.0,non-sequential
175,6,1.0,non-sequential
176,6,1.0,non-sequential
177,6,1.0,non-sequential
178,6,1.0,non-sequential
179,6,1.0,non-sequential
180,6,0.0,non-sequential
181,6,0.0,non-sequential
182,6,0.0,non-sequential
183,6,0.0,non-sequential
184,6,0.0,non-sequential
185,6,1.0,non-sequential
186,6,1.0,non-sequential
187,6,1.0,non-sequential
188,6,1.0,non-sequential
189,6,1.0,non-sequential
190,6,1.0,non-sequential
191,6,1.0,non-sequential
192,6,1.0,non-sequential
193,6,1.0,non-sequential
