,model,acc,curriculum
195,3,1.0,interleaved
196,3,1.0,interleaved
197,3,1.0,interleaved
198,3,1.0,interleaved
199,3,1.0,interleaved
200,3,1.0,interleaved
201,3,1.0,interleaved
202,3,1.0,interleaved
203,3,1.0,interleaved
204,3,1.0,interleaved
205,3,1.0,interleaved
206,3,1.0,interleaved
207,3,1.0,interleaved
208,3,1.0,interleaved
209,3,1.0,interleaved
210,3,1.0,interleaved
211,3,1.0,interleaved
212,3,1.0,interleaved
213,3,1.0,interleaved
214,3,1.0,interleaved
215,3,1.0,interleaved
216,3,1.0,interleaved
217,3,1.0,interleaved
218,3,1.0,interleaved
219,3,1.0,interleaved
220,3,1.0,interleaved
221,3,1.0,interleaved
222,3,1.0,interleaved
223,3,1.0,interleaved
224,3,1.0,interleaved
225,3,1.0,interleaved
226,3,1.0,interleaved
227,3,1.0,interleaved
228,3,1.0,interleaved
229,3,1.0,interleaved
230,3,1.0,interleaved
231,3,1.0,interleaved
232,3,1.0,interleaved
233,3,1.0,interleaved
234,3,1.0,interleaved
235,3,1.0,interleaved
236,3,1.0,interleaved
237,3,1.0,interleaved
238,3,1.0,interleaved
239,3,1.0,interleaved
240,3,1.0,interleaved
241,3,1.0,interleaved
242,3,1.0,interleaved
243,3,1.0,interleaved
244,3,1.0,interleaved
245,3,1.0,interleaved
246,3,1.0,interleaved
247,3,1.0,interleaved
248,3,1.0,interleaved
249,3,1.0,interleaved
250,3,1.0,interleaved
251,3,1.0,interleaved
252,3,1.0,interleaved
253,3,1.0,interleaved
254,3,1.0,interleaved
255,3,1.0,interleaved
256,3,1.0,interleaved
257,3,1.0,interleaved
258,3,1.0,interleaved
259,3,1.0,interleaved
260,3,1.0,interleaved
261,3,1.0,interleaved
262,3,1.0,interleaved
263,3,1.0,interleaved
264,3,1.0,interleaved
265,3,1.0,interleaved
266,3,1.0,interleaved
267,3,1.0,interleaved
268,3,1.0,interleaved
269,3,1.0,interleaved
270,3,1.0,interleaved
271,3,1.0,interleaved
272,3,1.0,interleaved
273,3,1.0,interleaved
274,3,1.0,interleaved
275,3,1.0,interleaved
276,3,1.0,interleaved
277,3,1.0,interleaved
278,3,1.0,interleaved
279,3,1.0,interleaved
280,3,1.0,interleaved
281,3,1.0,interleaved
282,3,1.0,interleaved
283,3,1.0,interleaved
284,3,1.0,interleaved
285,3,0.0,interleaved
286,3,0.0,interleaved
287,3,0.0,interleaved
288,3,0.0,interleaved
289,3,0.0,interleaved
290,3,1.0,interleaved
291,3,1.0,interleaved
292,3,1.0,interleaved
293,3,1.0,interleaved
294,3,1.0,interleaved
295,3,0.0,interleaved
296,3,0.0,interleaved
297,3,0.0,interleaved
298,3,0.0,interleaved
299,3,0.0,interleaved
300,3,1.0,interleaved
301,3,1.0,interleaved
302,3,1.0,interleaved
303,3,1.0,interleaved
304,3,0.0,interleaved
305,3,0.0,interleaved
306,3,0.0,interleaved
307,3,0.0,interleaved
308,3,0.0,interleaved
309,3,1.0,interleaved
310,3,1.0,interleaved
311,3,1.0,interleaved
312,3,1.0,interleaved
313,3,1.0,interleaved
314,3,0.0,interleaved
315,3,0.0,interleaved
316,3,0.0,interleaved
317,3,0.0,interleaved
318,3,0.0,interleaved
319,3,1.0,interleaved
320,3,1.0,interleaved
321,3,1.0,interleaved
322,3,1.0,interleaved
323,3,0.0,interleaved
324,3,0.0,interleaved
325,3,0.0,interleaved
326,3,0.0,interleaved
327,3,0.0,interleaved
328,3,1.0,interleaved
329,3,1.0,interleaved
330,3,1.0,interleaved
331,3,1.0,interleaved
332,3,1.0,interleaved
333,3,0.0,interleaved
334,3,0.0,interleaved
335,3,0.0,interleaved
336,3,0.0,interleaved
337,3,0.0,interleaved
338,3,1.0,interleaved
339,3,1.0,interleaved
340,3,1.0,interleaved
341,3,1.0,interleaved
342,3,0.0,interleaved
343,3,0.0,interleaved
344,3,0.0,interleaved
345,3,0.0,interleaved
346,3,0.0,interleaved
347,3,1.0,interleaved
348,3,1.0,interleaved
349,3,1.0,interleaved
350,3,1.0,interleaved
351,3,1.0,interleaved
352,3,0.0,interleaved
353,3,0.0,interleaved
354,3,0.0,interleaved
355,3,0.0,interleaved
356,3,0.0,interleaved
357,3,1.0,interleaved
358,3,1.0,interleaved
359,3,1.0,interleaved
360,3,1.0,interleaved
361,3,0.0,interleaved
362,3,0.0,interleaved
363,3,0.0,interleaved
364,3,0.0,interleaved
365,3,0.0,interleaved
366,3,1.0,interleaved
367,3,1.0,interleaved
368,3,1.0,interleaved
369,3,1.0,interleaved
370,3,1.0,interleaved
371,3,0.0,interleaved
372,3,0.0,interleaved
373,3,0.0,interleaved
374,3,0.0,interleaved
375,3,0.0,interleaved
376,3,1.0,interleaved
377,3,1.0,interleaved
378,3,1.0,interleaved
379,3,1.0,interleaved
380,3,1.0,interleaved
381,3,1.0,interleaved
382,3,1.0,interleaved
383,3,1.0,interleaved
384,3,1.0,interleaved
385,3,1.0,interleaved
386,3,1.0,interleaved
387,3,1.0,interleaved
388,3,1.0,interleaved
389,3,1.0,interleaved
390,3,1.0,interleaved
391,3,1.0,interleaved
392,3,1.0,interleaved
393,3,1.0,interleaved
394,3,1.0,interleaved
395,3,1.0,interleaved
396,3,1.0,interleaved
397,3,1.0,interleaved
398,3,1.0,interleaved
399,3,1.0,interleaved
400,3,1.0,interleaved
401,3,1.0,interleaved
402,3,1.0,interleaved
403,3,1.0,interleaved
404,3,1.0,interleaved
405,3,1.0,interleaved
406,3,1.0,interleaved
407,3,1.0,interleaved
408,3,1.0,interleaved
409,3,1.0,interleaved
410,3,1.0,interleaved
411,3,1.0,interleaved
412,3,1.0,interleaved
413,3,1.0,interleaved
414,3,1.0,interleaved
415,3,1.0,interleaved
416,3,1.0,interleaved
417,3,1.0,interleaved
418,3,1.0,interleaved
419,3,1.0,interleaved
420,3,1.0,interleaved
421,3,1.0,interleaved
422,3,1.0,interleaved
423,3,1.0,interleaved
424,3,1.0,interleaved
425,3,1.0,interleaved
426,3,1.0,interleaved
427,3,1.0,interleaved
428,3,1.0,interleaved
429,3,1.0,interleaved
430,3,1.0,interleaved
431,3,1.0,interleaved
432,3,1.0,interleaved
433,3,1.0,interleaved
434,3,1.0,interleaved
435,3,1.0,interleaved
436,3,1.0,interleaved
437,3,1.0,interleaved
438,3,1.0,interleaved
439,3,1.0,interleaved
440,3,1.0,interleaved
441,3,1.0,interleaved
442,3,1.0,interleaved
443,3,1.0,interleaved
444,3,1.0,interleaved
445,3,1.0,interleaved
446,3,1.0,interleaved
447,3,1.0,interleaved
448,3,1.0,interleaved
449,3,1.0,interleaved
450,3,1.0,interleaved
451,3,1.0,interleaved
452,3,1.0,interleaved
453,3,1.0,interleaved
454,3,1.0,interleaved
455,3,1.0,interleaved
456,3,1.0,interleaved
457,3,1.0,interleaved
458,3,1.0,interleaved
459,3,1.0,interleaved
460,3,1.0,interleaved
461,3,1.0,interleaved
462,3,1.0,interleaved
463,3,1.0,interleaved
464,3,1.0,interleaved
465,3,1.0,interleaved
466,3,1.0,interleaved
467,3,1.0,interleaved
468,3,1.0,interleaved
469,3,1.0,interleaved
470,3,1.0,interleaved
471,3,1.0,interleaved
472,3,1.0,interleaved
473,3,1.0,interleaved
474,3,1.0,interleaved
475,3,0.0,interleaved
476,3,0.0,interleaved
477,3,0.0,interleaved
478,3,0.0,interleaved
479,3,0.0,interleaved
480,3,1.0,interleaved
481,3,1.0,interleaved
482,3,1.0,interleaved
483,3,1.0,interleaved
484,3,0.0,interleaved
485,3,0.0,interleaved
486,3,0.0,interleaved
487,3,0.0,interleaved
488,3,0.0,interleaved
489,3,1.0,interleaved
490,3,1.0,interleaved
491,3,1.0,interleaved
492,3,1.0,interleaved
493,3,1.0,interleaved
494,3,0.0,interleaved
495,3,0.0,interleaved
496,3,0.0,interleaved
497,3,0.0,interleaved
498,3,0.0,interleaved
499,3,1.0,interleaved
500,3,1.0,interleaved
501,3,1.0,interleaved
502,3,1.0,interleaved
503,3,0.0,interleaved
504,3,0.0,interleaved
505,3,0.0,interleaved
506,3,0.0,interleaved
507,3,0.0,interleaved
508,3,1.0,interleaved
509,3,1.0,interleaved
510,3,1.0,interleaved
511,3,1.0,interleaved
512,3,1.0,interleaved
513,3,0.0,interleaved
514,3,0.0,interleaved
515,3,0.0,interleaved
516,3,0.0,interleaved
517,3,0.0,interleaved
518,3,1.0,interleaved
519,3,1.0,interleaved
520,3,1.0,interleaved
521,3,1.0,interleaved
522,3,0.0,interleaved
523,3,0.0,interleaved
524,3,0.0,interleaved
525,3,0.0,interleaved
526,3,0.0,interleaved
527,3,1.0,interleaved
528,3,1.0,interleaved
529,3,1.0,interleaved
530,3,1.0,interleaved
531,3,1.0,interleaved
532,3,0.0,interleaved
533,3,0.0,interleaved
534,3,0.0,interleaved
535,3,0.0,interleaved
536,3,0.0,interleaved
537,3,1.0,interleaved
538,3,1.0,interleaved
539,3,1.0,interleaved
540,3,1.0,interleaved
541,3,0.0,interleaved
542,3,0.0,interleaved
543,3,0.0,interleaved
544,3,0.0,interleaved
545,3,0.0,interleaved
546,3,1.0,interleaved
547,3,1.0,interleaved
548,3,1.0,interleaved
549,3,1.0,interleaved
550,3,1.0,interleaved
551,3,0.0,interleaved
552,3,0.0,interleaved
553,3,0.0,interleaved
554,3,0.0,interleaved
555,3,0.0,interleaved
556,3,1.0,interleaved
557,3,1.0,interleaved
558,3,1.0,interleaved
559,3,1.0,interleaved
560,3,0.0,interleaved
561,3,0.0,interleaved
562,3,0.0,interleaved
563,3,0.0,interleaved
564,3,0.0,interleaved
565,3,1.0,interleaved
566,3,1.0,interleaved
567,3,1.0,interleaved
568,3,1.0,interleaved
569,3,1.0,interleaved
570,3,1.0,interleaved
571,3,1.0,interleaved
572,3,1.0,interleaved
573,3,1.0,interleaved
574,3,1.0,interleaved
575,3,1.0,interleaved
576,3,1.0,interleaved
577,3,1.0,interleaved
578,3,1.0,interleaved
579,3,1.0,interleaved
580,3,1.0,interleaved
581,3,1.0,interleaved
582,3,1.0,interleaved
583,3,1.0,interleaved
584,3,1.0,interleaved
585,3,1.0,interleaved
586,3,1.0,interleaved
587,3,1.0,interleaved
588,3,1.0,interleaved
589,3,1.0,interleaved
590,3,1.0,interleaved
591,3,1.0,interleaved
592,3,1.0,interleaved
593,3,1.0,interleaved
594,3,1.0,interleaved
595,3,1.0,interleaved
596,3,1.0,interleaved
597,3,1.0,interleaved
598,3,1.0,interleaved
599,3,1.0,interleaved
600,3,1.0,interleaved
601,3,1.0,interleaved
602,3,1.0,interleaved
603,3,1.0,interleaved
604,3,1.0,interleaved
605,3,1.0,interleaved
606,3,1.0,interleaved
607,3,1.0,interleaved
608,3,1.0,interleaved
609,3,1.0,interleaved
610,3,1.0,interleaved
611,3,1.0,interleaved
612,3,1.0,interleaved
613,3,1.0,interleaved
614,3,1.0,interleaved
615,3,1.0,interleaved
616,3,1.0,interleaved
617,3,1.0,interleaved
618,3,1.0,interleaved
619,3,1.0,interleaved
620,3,1.0,interleaved
621,3,1.0,interleaved
622,3,1.0,interleaved
623,3,1.0,interleaved
624,3,1.0,interleaved
625,3,1.0,interleaved
626,3,1.0,interleaved
627,3,1.0,interleaved
628,3,1.0,interleaved
629,3,1.0,interleaved
630,3,1.0,interleaved
631,3,1.0,interleaved
632,3,1.0,interleaved
633,3,1.0,interleaved
634,3,1.0,interleaved
635,3,1.0,interleaved
636,3,1.0,interleaved
637,3,1.0,interleaved
638,3,1.0,interleaved
639,3,1.0,interleaved
640,3,1.0,interleaved
641,3,1.0,interleaved
642,3,1.0,interleaved
643,3,1.0,interleaved
644,3,1.0,interleaved
645,3,1.0,interleaved
646,3,1.0,interleaved
647,3,1.0,interleaved
648,3,1.0,interleaved
649,3,1.0,interleaved
650,3,1.0,interleaved
651,3,1.0,interleaved
652,3,1.0,interleaved
653,3,1.0,interleaved
654,3,1.0,interleaved
655,3,1.0,interleaved
656,3,1.0,interleaved
657,3,1.0,interleaved
658,3,1.0,interleaved
659,3,1.0,interleaved
660,3,1.0,interleaved
661,3,1.0,interleaved
662,3,1.0,interleaved
663,3,1.0,interleaved
664,3,1.0,interleaved
665,3,0.0,interleaved
666,3,0.0,interleaved
667,3,0.0,interleaved
668,3,0.0,interleaved
669,3,0.0,interleaved
670,3,1.0,interleaved
671,3,1.0,interleaved
672,3,1.0,interleaved
673,3,1.0,interleaved
674,3,1.0,interleaved
675,3,0.0,interleaved
676,3,0.0,interleaved
677,3,0.0,interleaved
678,3,0.0,interleaved
679,3,0.0,interleaved
680,3,1.0,interleaved
681,3,1.0,interleaved
682,3,1.0,interleaved
683,3,1.0,interleaved
684,3,0.0,interleaved
685,3,0.0,interleaved
686,3,0.0,interleaved
687,3,0.0,interleaved
688,3,0.0,interleaved
689,3,1.0,interleaved
690,3,1.0,interleaved
691,3,1.0,interleaved
692,3,1.0,interleaved
693,3,1.0,interleaved
694,3,0.0,interleaved
695,3,0.0,interleaved
696,3,0.0,interleaved
697,3,0.0,interleaved
698,3,0.0,interleaved
699,3,1.0,interleaved
700,3,1.0,interleaved
701,3,1.0,interleaved
702,3,1.0,interleaved
703,3,0.0,interleaved
704,3,0.0,interleaved
705,3,0.0,interleaved
706,3,0.0,interleaved
707,3,0.0,interleaved
708,3,1.0,interleaved
709,3,1.0,interleaved
710,3,1.0,interleaved
711,3,1.0,interleaved
712,3,1.0,interleaved
713,3,0.0,interleaved
714,3,0.0,interleaved
715,3,0.0,interleaved
716,3,0.0,interleaved
717,3,0.0,interleaved
718,3,1.0,interleaved
719,3,1.0,interleaved
720,3,1.0,interleaved
721,3,1.0,interleaved
722,3,0.0,interleaved
723,3,0.0,interleaved
724,3,0.0,interleaved
725,3,0.0,interleaved
726,3,0.0,interleaved
727,3,1.0,interleaved
728,3,1.0,interleaved
729,3,1.0,interleaved
730,3,1.0,interleaved
731,3,1.0,interleaved
732,3,0.0,interleaved
733,3,0.0,interleaved
734,3,0.0,interleaved
735,3,0.0,interleaved
736,3,0.0,interleaved
737,3,1.0,interleaved
738,3,1.0,interleaved
739,3,1.0,interleaved
740,3,1.0,interleaved
741,3,0.0,interleaved
742,3,0.0,interleaved
743,3,0.0,interleaved
744,3,0.0,interleaved
745,3,0.0,interleaved
746,3,1.0,interleaved
747,3,1.0,interleaved
748,3,1.0,interleaved
749,3,1.0,interleaved
750,3,1.0,interleaved
751,3,0.0,interleaved
752,3,0.0,interleaved
753,3,0.0,interleaved
754,3,0.0,interleaved
755,3,0.0,interleaved
756,3,1.0,interleaved
757,3,1.0,interleaved
758,3,1.0,interleaved
759,3,1.0,interleaved
760,3,1.0,interleaved
761,3,1.0,interleaved
762,3,1.0,interleaved
763,3,1.0,interleaved
764,3,1.0,interleaved
765,3,1.0,interleaved
766,3,1.0,interleaved
767,3,1.0,interleaved
768,3,1.0,interleaved
769,3,1.0,interleaved
770,3,1.0,interleaved
771,3,1.0,interleaved
772,3,1.0,interleaved
773,3,1.0,interleaved
774,3,1.0,interleaved
775,3,1.0,interleaved
776,3,1.0,interleaved
777,3,1.0,interleaved
778,3,1.0,interleaved
779,3,1.0,interleaved
780,3,1.0,interleaved
781,3,1.0,interleaved
782,3,1.0,interleaved
783,3,1.0,interleaved
784,3,1.0,interleaved
785,3,1.0,interleaved
786,3,1.0,interleaved
787,3,1.0,interleaved
788,3,1.0,interleaved
789,3,1.0,interleaved
790,3,1.0,interleaved
791,3,1.0,interleaved
792,3,1.0,interleaved
793,3,1.0,interleaved
794,3,1.0,interleaved
795,3,1.0,interleaved
796,3,1.0,interleaved
797,3,1.0,interleaved
798,3,1.0,interleaved
799,3,1.0,interleaved
800,3,1.0,interleaved
801,3,1.0,interleaved
802,3,1.0,interleaved
803,3,1.0,interleaved
804,3,1.0,interleaved
805,3,1.0,interleaved
806,3,1.0,interleaved
807,3,1.0,interleaved
808,3,1.0,interleaved
809,3,1.0,interleaved
810,3,1.0,interleaved
811,3,1.0,interleaved
812,3,1.0,interleaved
813,3,1.0,interleaved
814,3,1.0,interleaved
815,3,1.0,interleaved
816,3,1.0,interleaved
817,3,1.0,interleaved
818,3,1.0,interleaved
819,3,1.0,interleaved
820,3,1.0,interleaved
821,3,1.0,interleaved
822,3,1.0,interleaved
823,3,1.0,interleaved
824,3,1.0,interleaved
825,3,1.0,interleaved
826,3,1.0,interleaved
827,3,1.0,interleaved
828,3,1.0,interleaved
829,3,1.0,interleaved
830,3,1.0,interleaved
831,3,1.0,interleaved
832,3,1.0,interleaved
833,3,1.0,interleaved
834,3,1.0,interleaved
835,3,1.0,interleaved
836,3,1.0,interleaved
837,3,1.0,interleaved
838,3,1.0,interleaved
839,3,1.0,interleaved
840,3,1.0,interleaved
841,3,1.0,interleaved
842,3,1.0,interleaved
843,3,1.0,interleaved
844,3,1.0,interleaved
845,3,1.0,interleaved
846,3,1.0,interleaved
847,3,1.0,interleaved
848,3,1.0,interleaved
849,3,1.0,interleaved
850,3,1.0,interleaved
851,3,1.0,interleaved
852,3,1.0,interleaved
853,3,1.0,interleaved
854,3,1.0,interleaved
855,3,0.0,interleaved
856,3,0.0,interleaved
857,3,0.0,interleaved
858,3,0.0,interleaved
859,3,0.0,interleaved
860,3,1.0,interleaved
861,3,1.0,interleaved
862,3,1.0,interleaved
863,3,1.0,interleaved
864,3,0.0,interleaved
865,3,0.0,interleaved
866,3,0.0,interleaved
867,3,0.0,interleaved
868,3,0.0,interleaved
869,3,1.0,interleaved
870,3,1.0,interleaved
871,3,1.0,interleaved
872,3,1.0,interleaved
873,3,1.0,interleaved
874,3,0.0,interleaved
875,3,0.0,interleaved
876,3,0.0,interleaved
877,3,0.0,interleaved
878,3,0.0,interleaved
879,3,1.0,interleaved
880,3,1.0,interleaved
881,3,1.0,interleaved
882,3,1.0,interleaved
883,3,0.0,interleaved
884,3,0.0,interleaved
885,3,0.0,interleaved
886,3,0.0,interleaved
887,3,0.0,interleaved
888,3,1.0,interleaved
889,3,1.0,interleaved
890,3,1.0,interleaved
891,3,1.0,interleaved
892,3,1.0,interleaved
893,3,0.0,interleaved
894,3,0.0,interleaved
895,3,0.0,interleaved
896,3,0.0,interleaved
897,3,0.0,interleaved
898,3,1.0,interleaved
899,3,1.0,interleaved
900,3,1.0,interleaved
901,3,1.0,interleaved
902,3,0.0,interleaved
903,3,0.0,interleaved
904,3,0.0,interleaved
905,3,0.0,interleaved
906,3,0.0,interleaved
907,3,1.0,interleaved
908,3,1.0,interleaved
909,3,1.0,interleaved
910,3,1.0,interleaved
911,3,1.0,interleaved
912,3,0.0,interleaved
913,3,0.0,interleaved
914,3,0.0,interleaved
915,3,0.0,interleaved
916,3,0.0,interleaved
917,3,1.0,interleaved
918,3,1.0,interleaved
919,3,1.0,interleaved
920,3,1.0,interleaved
921,3,0.0,interleaved
922,3,0.0,interleaved
923,3,0.0,interleaved
924,3,0.0,interleaved
925,3,0.0,interleaved
926,3,1.0,interleaved
927,3,1.0,interleaved
928,3,1.0,interleaved
929,3,1.0,interleaved
930,3,1.0,interleaved
931,3,0.0,interleaved
932,3,0.0,interleaved
933,3,0.0,interleaved
934,3,0.0,interleaved
935,3,0.0,interleaved
936,3,1.0,interleaved
937,3,1.0,interleaved
938,3,1.0,interleaved
939,3,1.0,interleaved
940,3,0.0,interleaved
941,3,0.0,interleaved
942,3,0.0,interleaved
943,3,0.0,interleaved
944,3,0.0,interleaved
945,3,1.0,interleaved
946,3,1.0,interleaved
947,3,1.0,interleaved
948,3,1.0,interleaved
949,3,1.0,interleaved
950,3,1.0,interleaved
951,3,1.0,interleaved
952,3,1.0,interleaved
953,3,1.0,interleaved
954,3,1.0,interleaved
955,3,1.0,interleaved
956,3,1.0,interleaved
957,3,1.0,interleaved
958,3,1.0,interleaved
959,3,1.0,interleaved
960,3,1.0,interleaved
961,3,1.0,interleaved
962,3,1.0,interleaved
963,3,1.0,interleaved
964,3,1.0,interleaved
965,3,1.0,interleaved
966,3,1.0,interleaved
967,3,1.0,interleaved
968,3,1.0,interleaved
969,3,1.0,interleaved
970,3,1.0,interleaved
971,3,1.0,interleaved
972,3,1.0,interleaved
973,3,1.0,interleaved
974,3,1.0,interleaved
975,3,1.0,interleaved
976,3,1.0,interleaved
977,3,1.0,interleaved
978,3,1.0,interleaved
979,3,1.0,interleaved
980,3,1.0,interleaved
981,3,1.0,interleaved
982,3,1.0,interleaved
983,3,1.0,interleaved
984,3,1.0,interleaved
985,3,1.0,interleaved
986,3,1.0,interleaved
987,3,1.0,interleaved
988,3,1.0,interleaved
989,3,1.0,interleaved
990,3,1.0,interleaved
991,3,1.0,interleaved
992,3,1.0,interleaved
993,3,1.0,interleaved
994,3,1.0,interleaved
995,3,1.0,interleaved
996,3,1.0,interleaved
997,3,1.0,interleaved
998,3,1.0,interleaved
999,3,1.0,interleaved
1000,3,1.0,interleaved
1001,3,1.0,interleaved
1002,3,1.0,interleaved
1003,3,1.0,interleaved
1004,3,1.0,interleaved
1005,3,1.0,interleaved
1006,3,1.0,interleaved
1007,3,1.0,interleaved
1008,3,1.0,interleaved
1009,3,1.0,interleaved
1010,3,1.0,interleaved
1011,3,1.0,interleaved
1012,3,1.0,interleaved
1013,3,1.0,interleaved
1014,3,1.0,interleaved
1015,3,1.0,interleaved
1016,3,1.0,interleaved
1017,3,1.0,interleaved
1018,3,1.0,interleaved
1019,3,1.0,interleaved
1020,3,1.0,interleaved
1021,3,1.0,interleaved
1022,3,1.0,interleaved
1023,3,1.0,interleaved
1024,3,1.0,interleaved
1025,3,1.0,interleaved
1026,3,1.0,interleaved
1027,3,1.0,interleaved
1028,3,1.0,interleaved
1029,3,1.0,interleaved
1030,3,1.0,interleaved
1031,3,1.0,interleaved
1032,3,1.0,interleaved
1033,3,1.0,interleaved
1034,3,1.0,interleaved
1035,3,1.0,interleaved
1036,3,1.0,interleaved
1037,3,1.0,interleaved
1038,3,1.0,interleaved
1039,3,1.0,interleaved
1040,3,1.0,interleaved
1041,3,1.0,interleaved
1042,3,1.0,interleaved
1043,3,1.0,interleaved
1044,3,1.0,interleaved
1045,3,0.0,interleaved
1046,3,0.0,interleaved
1047,3,0.0,interleaved
1048,3,0.0,interleaved
1049,3,0.0,interleaved
1050,3,1.0,interleaved
1051,3,1.0,interleaved
1052,3,1.0,interleaved
1053,3,1.0,interleaved
1054,3,1.0,interleaved
1055,3,0.0,interleaved
1056,3,0.0,interleaved
1057,3,0.0,interleaved
1058,3,0.0,interleaved
1059,3,0.0,interleaved
1060,3,1.0,interleaved
1061,3,1.0,interleaved
1062,3,1.0,interleaved
1063,3,1.0,interleaved
1064,3,0.0,interleaved
1065,3,0.0,interleaved
1066,3,0.0,interleaved
1067,3,0.0,interleaved
1068,3,0.0,interleaved
1069,3,1.0,interleaved
1070,3,1.0,interleaved
1071,3,1.0,interleaved
1072,3,1.0,interleaved
1073,3,1.0,interleaved
1074,3,0.0,interleaved
1075,3,0.0,interleaved
1076,3,0.0,interleaved
1077,3,0.0,interleaved
1078,3,0.0,interleaved
1079,3,1.0,interleaved
1080,3,1.0,interleaved
1081,3,1.0,interleaved
1082,3,1.0,interleaved
1083,3,0.0,interleaved
1084,3,0.0,interleaved
1085,3,0.0,interleaved
1086,3,0.0,interleaved
1087,3,0.0,interleaved
1088,3,1.0,interleaved
1089,3,1.0,interleaved
1090,3,1.0,interleaved
1091,3,1.0,interleaved
1092,3,1.0,interleaved
1093,3,0.0,interleaved
1094,3,0.0,interleaved
1095,3,0.0,interleaved
1096,3,0.0,interleaved
1097,3,0.0,interleaved
1098,3,1.0,interleaved
1099,3,1.0,interleaved
1100,3,1.0,interleaved
1101,3,1.0,interleaved
1102,3,0.0,interleaved
1103,3,0.0,interleaved
1104,3,0.0,interleaved
1105,3,0.0,interleaved
1106,3,0.0,interleaved
1107,3,1.0,interleaved
1108,3,1.0,interleaved
1109,3,1.0,interleaved
1110,3,1.0,interleaved
1111,3,1.0,interleaved
1112,3,0.0,interleaved
1113,3,0.0,interleaved
1114,3,0.0,interleaved
1115,3,0.0,interleaved
1116,3,0.0,interleaved
1117,3,1.0,interleaved
1118,3,1.0,interleaved
1119,3,1.0,interleaved
1120,3,1.0,interleaved
1121,3,0.0,interleaved
1122,3,0.0,interleaved
1123,3,0.0,interleaved
1124,3,0.0,interleaved
1125,3,0.0,interleaved
1126,3,1.0,interleaved
1127,3,1.0,interleaved
1128,3,1.0,interleaved
1129,3,1.0,interleaved
1130,3,1.0,interleaved
1131,3,0.0,interleaved
1132,3,0.0,interleaved
1133,3,0.0,interleaved
1134,3,0.0,interleaved
1135,3,0.0,interleaved
1136,3,1.0,interleaved
1137,3,1.0,interleaved
1138,3,1.0,interleaved
1139,3,1.0,interleaved
0,4,1.0,interleaved
1,4,1.0,interleaved
2,4,1.0,interleaved
3,4,1.0,interleaved
4,4,1.0,interleaved
5,4,1.0,interleaved
6,4,1.0,interleaved
7,4,1.0,interleaved
8,4,1.0,interleaved
9,4,1.0,interleaved
10,4,1.0,interleaved
11,4,1.0,interleaved
12,4,1.0,interleaved
13,4,1.0,interleaved
14,4,1.0,interleaved
15,4,1.0,interleaved
16,4,1.0,interleaved
17,4,1.0,interleaved
18,4,1.0,interleaved
19,4,1.0,interleaved
20,4,1.0,interleaved
21,4,1.0,interleaved
22,4,1.0,interleaved
23,4,1.0,interleaved
24,4,1.0,interleaved
25,4,1.0,interleaved
26,4,1.0,interleaved
27,4,1.0,interleaved
28,4,1.0,interleaved
29,4,1.0,interleaved
30,4,1.0,interleaved
31,4,1.0,interleaved
32,4,1.0,interleaved
33,4,1.0,interleaved
34,4,1.0,interleaved
35,4,1.0,interleaved
36,4,1.0,interleaved
37,4,1.0,interleaved
38,4,1.0,interleaved
39,4,1.0,interleaved
40,4,1.0,interleaved
41,4,1.0,interleaved
42,4,1.0,interleaved
43,4,1.0,interleaved
44,4,1.0,interleaved
45,4,1.0,interleaved
46,4,1.0,interleaved
47,4,1.0,interleaved
48,4,1.0,interleaved
49,4,1.0,interleaved
50,4,1.0,interleaved
51,4,1.0,interleaved
52,4,1.0,interleaved
53,4,1.0,interleaved
54,4,1.0,interleaved
55,4,1.0,interleaved
56,4,1.0,interleaved
57,4,1.0,interleaved
58,4,1.0,interleaved
59,4,1.0,interleaved
60,4,1.0,interleaved
61,4,1.0,interleaved
62,4,1.0,interleaved
63,4,1.0,interleaved
64,4,1.0,interleaved
65,4,1.0,interleaved
66,4,1.0,interleaved
67,4,1.0,interleaved
68,4,1.0,interleaved
69,4,1.0,interleaved
70,4,1.0,interleaved
71,4,1.0,interleaved
72,4,1.0,interleaved
73,4,1.0,interleaved
74,4,1.0,interleaved
75,4,1.0,interleaved
76,4,1.0,interleaved
77,4,1.0,interleaved
78,4,1.0,interleaved
79,4,1.0,interleaved
80,4,1.0,interleaved
81,4,1.0,interleaved
82,4,1.0,interleaved
83,4,1.0,interleaved
84,4,1.0,interleaved
85,4,1.0,interleaved
86,4,1.0,interleaved
87,4,1.0,interleaved
88,4,1.0,interleaved
89,4,1.0,interleaved
90,4,1.0,interleaved
91,4,1.0,interleaved
92,4,1.0,interleaved
93,4,1.0,interleaved
94,4,1.0,interleaved
95,4,0.0,interleaved
96,4,0.0,interleaved
97,4,0.0,interleaved
98,4,0.0,interleaved
99,4,0.0,interleaved
100,4,1.0,interleaved
101,4,1.0,interleaved
102,4,1.0,interleaved
103,4,1.0,interleaved
104,4,0.0,interleaved
105,4,0.0,interleaved
106,4,0.0,interleaved
107,4,0.0,interleaved
108,4,0.0,interleaved
109,4,1.0,interleaved
110,4,1.0,interleaved
111,4,1.0,interleaved
112,4,1.0,interleaved
113,4,1.0,interleaved
114,4,0.0,interleaved
115,4,0.0,interleaved
116,4,0.0,interleaved
117,4,0.0,interleaved
118,4,0.0,interleaved
119,4,1.0,interleaved
