model,trial,condition,mae,error,block_type,size_condition,cat_condition,random_cat_condition
0,0,supplied context,4.492474545259029e-06,0.0,blocked,s_ma,c_ma,c_ms
0,0,zero context,4.83160283692996e-06,0.0,blocked,s_ma,c_ma,c_ms
0,0,error-gated replacement,4.492474545259029e-06,0.0,blocked,s_ma,c_ma,c_ms
0,1,supplied context,3.5951172776549356e-06,0.0,blocked,s_ma,c_ma,c_ma
0,1,zero context,3.097840135524166e-06,0.0,blocked,s_ma,c_ma,c_ma
0,1,error-gated replacement,3.5951172776549356e-06,0.0,blocked,s_ma,c_ma,c_ma
0,2,supplied context,9.048337233252823e-06,0.0,blocked,s_ma,c_ma,c_ms
0,2,zero context,1.2075422091584187e-05,0.0,blocked,s_ma,c_ma,c_ms
0,2,error-gated replacement,9.048337233252823e-06,0.0,blocked,s_ma,c_ma,c_ms
0,3,supplied context,8.385426554013975e-06,0.0,blocked,s_ma,c_ma,c_ms
0,3,zero context,8.682043699081987e-06,0.0,blocked,s_ma,c_ma,c_ms
0,3,error-gated replacement,8.385426554013975e-06,0.0,blocked,s_ma,c_ma,c_ms
0,4,supplied context,0.3168679177761078,0.0,blocked,s_ms,c_ma,c_ms
0,4,zero context,0.09464116394519806,0.0,blocked,s_ms,c_ma,c_ms
0,4,error-gated replacement,0.3168679177761078,0.0,blocked,s_ms,c_ma,c_ms
0,5,supplied context,0.4200579524040222,0.0,blocked,s_ms,c_ma,c_ma
0,5,zero context,0.17413213849067688,0.0,blocked,s_ms,c_ma,c_ma
0,5,error-gated replacement,0.4200579524040222,0.0,blocked,s_ms,c_ma,c_ma
0,6,supplied context,0.2591123580932617,0.0,blocked,s_ms,c_ma,c_ma
0,6,zero context,0.19967219233512878,0.0,blocked,s_ms,c_ma,c_ma
0,6,error-gated replacement,0.2591123580932617,0.0,blocked,s_ms,c_ma,c_ma
0,7,supplied context,0.12940923869609833,0.0,blocked,s_ms,c_ma,c_ms
0,7,zero context,0.18811962008476257,0.0,blocked,s_ms,c_ma,c_ms
0,7,error-gated replacement,0.12940923869609833,0.0,blocked,s_ms,c_ma,c_ms
0,8,supplied context,0.164198100566864,0.0,blocked,s_ms,c_ma,c_ma
0,8,zero context,0.22025161981582642,0.0,blocked,s_ms,c_ma,c_ma
0,8,error-gated replacement,0.164198100566864,0.0,blocked,s_ms,c_ma,c_ma
0,9,supplied context,7.497662409150507e-06,0.0,blocked,s_ma,c_ms,c_ma
0,9,zero context,6.084470896894345e-06,0.0,blocked,s_ma,c_ms,c_ma
0,9,error-gated replacement,7.497662409150507e-06,0.0,blocked,s_ma,c_ms,c_ma
0,10,supplied context,0.0012498219730332494,0.0,blocked,s_ma,c_ms,c_ms
0,10,zero context,0.0006528248195536435,0.0,blocked,s_ma,c_ms,c_ms
0,10,error-gated replacement,0.0012498219730332494,0.0,blocked,s_ma,c_ms,c_ms
0,11,supplied context,4.2309788113925606e-05,0.0,blocked,s_ma,c_ms,c_ms
0,11,zero context,4.316583726904355e-05,0.0,blocked,s_ma,c_ms,c_ms
0,11,error-gated replacement,4.2309788113925606e-05,0.0,blocked,s_ma,c_ms,c_ms
0,12,supplied context,6.81522260492784e-06,0.0,blocked,s_ma,c_ms,c_ma
0,12,zero context,6.727239451720379e-06,0.0,blocked,s_ma,c_ms,c_ma
0,12,error-gated replacement,6.81522260492784e-06,0.0,blocked,s_ma,c_ms,c_ma
0,13,supplied context,7.312681645998964e-06,0.0,blocked,s_ma,c_ms,c_ma
0,13,zero context,5.679635250999127e-06,0.0,blocked,s_ma,c_ms,c_ma
0,13,error-gated replacement,7.312681645998964e-06,0.0,blocked,s_ma,c_ms,c_ma
0,14,supplied context,0.14064782857894897,0.0,blocked,s_ms,c_ms,c_ms
0,14,zero context,0.16749168932437897,0.0,blocked,s_ms,c_ms,c_ms
0,14,error-gated replacement,0.14064782857894897,0.0,blocked,s_ms,c_ms,c_ms
0,15,supplied context,0.17358115315437317,0.0,blocked,s_ms,c_ms,c_ma
0,15,zero context,0.28552669286727905,0.0,blocked,s_ms,c_ms,c_ma
0,15,error-gated replacement,0.17358115315437317,0.0,blocked,s_ms,c_ms,c_ma
0,16,supplied context,0.1489136964082718,0.0,blocked,s_ms,c_ms,c_ms
0,16,zero context,0.34150853753089905,0.0,blocked,s_ms,c_ms,c_ms
0,16,error-gated replacement,0.1489136964082718,0.0,blocked,s_ms,c_ms,c_ms
0,17,supplied context,0.13750497996807098,0.0,blocked,s_ms,c_ms,c_ma
0,17,zero context,0.25448352098464966,0.0,blocked,s_ms,c_ms,c_ma
0,17,error-gated replacement,0.13750497996807098,0.0,blocked,s_ms,c_ms,c_ma
0,18,supplied context,0.20944203436374664,0.0,blocked,s_ms,c_ms,c_ms
0,18,zero context,0.24893830716609955,0.0,blocked,s_ms,c_ms,c_ms
0,18,error-gated replacement,0.20944203436374664,0.0,blocked,s_ms,c_ms,c_ms
0,19,supplied context,4.729040028905729e-06,0.0,blocked,s_ma,c_ma,c_ms
0,19,zero context,5.1972951951029245e-06,0.0,blocked,s_ma,c_ma,c_ms
0,19,error-gated replacement,4.729040028905729e-06,0.0,blocked,s_ma,c_ma,c_ms
0,20,supplied context,1.5559337043669075e-05,0.0,blocked,s_ma,c_ma,c_ms
0,20,zero context,1.955249172169715e-05,0.0,blocked,s_ma,c_ma,c_ms
0,20,error-gated replacement,1.5559337043669075e-05,0.0,blocked,s_ma,c_ma,c_ms
0,21,supplied context,2.5350873329443857e-06,0.0,blocked,s_ma,c_ma,c_ma
0,21,zero context,2.271111497975653e-06,0.0,blocked,s_ma,c_ma,c_ma
0,21,error-gated replacement,2.5350873329443857e-06,0.0,blocked,s_ma,c_ma,c_ma
0,22,supplied context,2.1423162252176553e-05,0.0,blocked,s_ma,c_ma,c_ma
0,22,zero context,2.4120039597619325e-05,0.0,blocked,s_ma,c_ma,c_ma
0,22,error-gated replacement,2.1423162252176553e-05,0.0,blocked,s_ma,c_ma,c_ma
0,23,supplied context,0.2378527969121933,0.0,blocked,s_ms,c_ma,c_ma
0,23,zero context,0.09384611994028091,0.0,blocked,s_ms,c_ma,c_ma
0,23,error-gated replacement,0.2378527969121933,0.0,blocked,s_ms,c_ma,c_ma
0,24,supplied context,0.1695433109998703,0.0,blocked,s_ms,c_ma,c_ms
0,24,zero context,0.09746962785720825,0.0,blocked,s_ms,c_ma,c_ms
0,24,error-gated replacement,0.1695433109998703,0.0,blocked,s_ms,c_ma,c_ms
0,25,supplied context,0.1898309588432312,0.0,blocked,s_ms,c_ma,c_ms
0,25,zero context,0.1501665562391281,0.0,blocked,s_ms,c_ma,c_ms
0,25,error-gated replacement,0.1898309588432312,0.0,blocked,s_ms,c_ma,c_ms
0,26,supplied context,0.0873279720544815,0.0,blocked,s_ms,c_ma,c_ma
0,26,zero context,0.09444835036993027,0.0,blocked,s_ms,c_ma,c_ma
0,26,error-gated replacement,0.0873279720544815,0.0,blocked,s_ms,c_ma,c_ma
0,27,supplied context,0.02928769774734974,0.0,blocked,s_ms,c_ma,c_ms
0,27,zero context,0.1481725126504898,0.0,blocked,s_ms,c_ma,c_ms
0,27,error-gated replacement,0.02928769774734974,0.0,blocked,s_ms,c_ma,c_ms
0,28,supplied context,0.00011205181363038719,0.0,blocked,s_ma,c_ms,c_ms
0,28,zero context,0.00010539636423345655,0.0,blocked,s_ma,c_ms,c_ms
0,28,error-gated replacement,0.00011205181363038719,0.0,blocked,s_ma,c_ms,c_ms
0,29,supplied context,0.0004006735689472407,0.0,blocked,s_ma,c_ms,c_ma
0,29,zero context,0.0004467126855161041,0.0,blocked,s_ma,c_ms,c_ma
0,29,error-gated replacement,0.0004006735689472407,0.0,blocked,s_ma,c_ms,c_ma
0,30,supplied context,0.0004519223584793508,0.0,blocked,s_ma,c_ms,c_ma
0,30,zero context,0.0004420713521540165,0.0,blocked,s_ma,c_ms,c_ma
0,30,error-gated replacement,0.0004519223584793508,0.0,blocked,s_ma,c_ms,c_ma
0,31,supplied context,1.5365243598353118e-05,0.0,blocked,s_ma,c_ms,c_ms
0,31,zero context,2.137346200470347e-05,0.0,blocked,s_ma,c_ms,c_ms
0,31,error-gated replacement,1.5365243598353118e-05,0.0,blocked,s_ma,c_ms,c_ms
0,32,supplied context,0.00011401861411286518,0.0,blocked,s_ma,c_ms,c_ms
0,32,zero context,0.00012572524428833276,0.0,blocked,s_ma,c_ms,c_ms
0,32,error-gated replacement,0.00011401861411286518,0.0,blocked,s_ma,c_ms,c_ms
0,33,supplied context,0.10004080086946487,0.0,blocked,s_ms,c_ms,c_ma
0,33,zero context,0.15068532526493073,0.0,blocked,s_ms,c_ms,c_ma
0,33,error-gated replacement,0.10004080086946487,0.0,blocked,s_ms,c_ms,c_ma
0,34,supplied context,0.1159677505493164,0.0,blocked,s_ms,c_ms,c_ms
0,34,zero context,0.159543976187706,0.0,blocked,s_ms,c_ms,c_ms
0,34,error-gated replacement,0.1159677505493164,0.0,blocked,s_ms,c_ms,c_ms
0,35,supplied context,0.12949539721012115,0.0,blocked,s_ms,c_ms,c_ma
0,35,zero context,0.16098415851593018,0.0,blocked,s_ms,c_ms,c_ma
0,35,error-gated replacement,0.12949539721012115,0.0,blocked,s_ms,c_ms,c_ma
0,36,supplied context,0.10225638002157211,0.0,blocked,s_ms,c_ms,c_ms
0,36,zero context,0.19803808629512787,0.0,blocked,s_ms,c_ms,c_ms
0,36,error-gated replacement,0.10225638002157211,0.0,blocked,s_ms,c_ms,c_ms
0,37,supplied context,0.1274976134300232,0.0,blocked,s_ms,c_ms,c_ma
0,37,zero context,0.20602953433990479,0.0,blocked,s_ms,c_ms,c_ma
0,37,error-gated replacement,0.1274976134300232,0.0,blocked,s_ms,c_ms,c_ma
0,38,supplied context,3.917251888196915e-06,0.0,blocked,s_ma,c_ma,c_ma
0,38,zero context,3.4974818845512345e-06,0.0,blocked,s_ma,c_ma,c_ma
0,38,error-gated replacement,3.917251888196915e-06,0.0,blocked,s_ma,c_ma,c_ma
0,39,supplied context,1.683699883869849e-05,0.0,blocked,s_ma,c_ma,c_ms
0,39,zero context,2.1268702766974457e-05,0.0,blocked,s_ma,c_ma,c_ms
0,39,error-gated replacement,1.683699883869849e-05,0.0,blocked,s_ma,c_ma,c_ms
0,40,supplied context,1.7843129171524197e-05,0.0,blocked,s_ma,c_ma,c_ms
0,40,zero context,2.270665208925493e-05,0.0,blocked,s_ma,c_ma,c_ms
0,40,error-gated replacement,1.7843129171524197e-05,0.0,blocked,s_ma,c_ma,c_ms
0,41,supplied context,4.274384627933614e-05,0.0,blocked,s_ma,c_ma,c_ms
0,41,zero context,2.3881242668721825e-05,0.0,blocked,s_ma,c_ma,c_ms
0,41,error-gated replacement,4.274384627933614e-05,0.0,blocked,s_ma,c_ma,c_ms
0,42,supplied context,0.14737188816070557,0.0,blocked,s_ms,c_ma,c_ms
0,42,zero context,0.07216162979602814,0.0,blocked,s_ms,c_ma,c_ms
0,42,error-gated replacement,0.14737188816070557,0.0,blocked,s_ms,c_ma,c_ms
0,43,supplied context,0.1423269808292389,0.0,blocked,s_ms,c_ma,c_ma
0,43,zero context,0.05406805872917175,0.0,blocked,s_ms,c_ma,c_ma
0,43,error-gated replacement,0.1423269808292389,0.0,blocked,s_ms,c_ma,c_ma
0,44,supplied context,0.25373297929763794,0.0,blocked,s_ms,c_ma,c_ma
0,44,zero context,0.22132407128810883,0.0,blocked,s_ms,c_ma,c_ma
0,44,error-gated replacement,0.25373297929763794,0.0,blocked,s_ms,c_ma,c_ma
0,45,supplied context,0.2770797610282898,0.0,blocked,s_ms,c_ma,c_ms
0,45,zero context,0.4098805785179138,0.0,blocked,s_ms,c_ma,c_ms
0,45,error-gated replacement,0.2770797610282898,0.0,blocked,s_ms,c_ma,c_ms
0,46,supplied context,0.057322196662425995,0.0,blocked,s_ms,c_ma,c_ma
0,46,zero context,0.17127124965190887,0.0,blocked,s_ms,c_ma,c_ma
0,46,error-gated replacement,0.057322196662425995,0.0,blocked,s_ms,c_ma,c_ma
0,47,supplied context,9.82258643489331e-05,0.0,blocked,s_ma,c_ms,c_ma
0,47,zero context,0.00014698729501105845,0.0,blocked,s_ma,c_ms,c_ma
0,47,error-gated replacement,9.82258643489331e-05,0.0,blocked,s_ma,c_ms,c_ma
0,48,supplied context,3.844370803562924e-05,0.0,blocked,s_ma,c_ms,c_ms
0,48,zero context,1.766427158145234e-05,0.0,blocked,s_ma,c_ms,c_ms
0,48,error-gated replacement,3.844370803562924e-05,0.0,blocked,s_ma,c_ms,c_ms
0,49,supplied context,0.0003449236392043531,0.0,blocked,s_ma,c_ms,c_ms
0,49,zero context,0.000461838353658095,0.0,blocked,s_ma,c_ms,c_ms
0,49,error-gated replacement,0.0003449236392043531,0.0,blocked,s_ma,c_ms,c_ms
0,50,supplied context,0.00045240396866574883,0.0,blocked,s_ma,c_ms,c_ma
0,50,zero context,0.0003284780541434884,0.0,blocked,s_ma,c_ms,c_ma
0,50,error-gated replacement,0.00045240396866574883,0.0,blocked,s_ma,c_ms,c_ma
0,51,supplied context,8.192343375412747e-05,0.0,blocked,s_ma,c_ms,c_ma
0,51,zero context,0.00010129025758942589,0.0,blocked,s_ma,c_ms,c_ma
0,51,error-gated replacement,8.192343375412747e-05,0.0,blocked,s_ma,c_ms,c_ma
0,52,supplied context,0.11980807036161423,0.0,blocked,s_ms,c_ms,c_ms
0,52,zero context,0.2961712181568146,0.0,blocked,s_ms,c_ms,c_ms
0,52,error-gated replacement,0.11980807036161423,0.0,blocked,s_ms,c_ms,c_ms
0,53,supplied context,0.15524771809577942,0.0,blocked,s_ms,c_ms,c_ma
0,53,zero context,0.43773967027664185,0.0,blocked,s_ms,c_ms,c_ma
0,53,error-gated replacement,0.15524771809577942,0.0,blocked,s_ms,c_ms,c_ma
0,54,supplied context,0.1443716585636139,0.0,blocked,s_ms,c_ms,c_ms
0,54,zero context,0.2691701054573059,0.0,blocked,s_ms,c_ms,c_ms
0,54,error-gated replacement,0.1443716585636139,0.0,blocked,s_ms,c_ms,c_ms
0,55,supplied context,0.19159013032913208,0.0,blocked,s_ms,c_ms,c_ma
0,55,zero context,0.30238908529281616,0.0,blocked,s_ms,c_ms,c_ma
0,55,error-gated replacement,0.19159013032913208,0.0,blocked,s_ms,c_ms,c_ma
0,56,supplied context,0.23052208125591278,0.0,blocked,s_ms,c_ms,c_ms
0,56,zero context,0.4944034814834595,0.0,blocked,s_ms,c_ms,c_ms
0,56,error-gated replacement,0.23052208125591278,0.0,blocked,s_ms,c_ms,c_ms
0,57,supplied context,9.458915883442387e-06,0.0,blocked,s_ma,c_ma,c_ms
0,57,zero context,1.247851105290465e-05,0.0,blocked,s_ma,c_ma,c_ms
0,57,error-gated replacement,9.458915883442387e-06,0.0,blocked,s_ma,c_ma,c_ms
0,58,supplied context,2.2352567157213343e-06,0.0,blocked,s_ma,c_ma,c_ma
0,58,zero context,2.0584823232638882e-06,0.0,blocked,s_ma,c_ma,c_ma
0,58,error-gated replacement,2.2352567157213343e-06,0.0,blocked,s_ma,c_ma,c_ma
0,59,supplied context,1.7048172594513744e-05,0.0,blocked,s_ma,c_ma,c_ms
0,59,zero context,2.1683850718545727e-05,0.0,blocked,s_ma,c_ma,c_ms
0,59,error-gated replacement,1.7048172594513744e-05,0.0,blocked,s_ma,c_ma,c_ms
0,60,supplied context,2.037093508988619e-05,0.0,blocked,s_ma,c_ma,c_ma
0,60,zero context,1.6910418707993813e-05,0.0,blocked,s_ma,c_ma,c_ma
0,60,error-gated replacement,2.037093508988619e-05,0.0,blocked,s_ma,c_ma,c_ma
0,61,supplied context,0.25888124108314514,0.0,blocked,s_ms,c_ma,c_ma
0,61,zero context,0.22865033149719238,0.0,blocked,s_ms,c_ma,c_ma
0,61,error-gated replacement,0.25888124108314514,0.0,blocked,s_ms,c_ma,c_ma
0,62,supplied context,0.3167116045951843,0.0,blocked,s_ms,c_ma,c_ms
0,62,zero context,0.21127240359783173,0.0,blocked,s_ms,c_ma,c_ms
0,62,error-gated replacement,0.3167116045951843,0.0,blocked,s_ms,c_ma,c_ms
0,63,supplied context,0.1710466742515564,0.0,blocked,s_ms,c_ma,c_ms
0,63,zero context,0.1343299001455307,0.0,blocked,s_ms,c_ma,c_ms
0,63,error-gated replacement,0.1710466742515564,0.0,blocked,s_ms,c_ma,c_ms
0,64,supplied context,0.26652464270591736,0.0,blocked,s_ms,c_ma,c_ma
0,64,zero context,0.18091760575771332,0.0,blocked,s_ms,c_ma,c_ma
0,64,error-gated replacement,0.26652464270591736,0.0,blocked,s_ms,c_ma,c_ma
0,65,supplied context,0.14826399087905884,0.0,blocked,s_ms,c_ma,c_ms
0,65,zero context,0.1344967931509018,0.0,blocked,s_ms,c_ma,c_ms
0,65,error-gated replacement,0.14826399087905884,0.0,blocked,s_ms,c_ma,c_ms
0,66,supplied context,0.0004899720079265535,0.0,blocked,s_ma,c_ms,c_ms
0,66,zero context,0.00041599926771596074,0.0,blocked,s_ma,c_ms,c_ms
0,66,error-gated replacement,0.0004899720079265535,0.0,blocked,s_ma,c_ms,c_ms
0,67,supplied context,6.056622805772349e-05,0.0,blocked,s_ma,c_ms,c_ma
0,67,zero context,0.0001740547886583954,0.0,blocked,s_ma,c_ms,c_ma
0,67,error-gated replacement,6.056622805772349e-05,0.0,blocked,s_ma,c_ms,c_ma
0,68,supplied context,0.00018483192252460867,0.0,blocked,s_ma,c_ms,c_ma
0,68,zero context,0.0007695178501307964,0.0,blocked,s_ma,c_ms,c_ma
0,68,error-gated replacement,0.00018483192252460867,0.0,blocked,s_ma,c_ms,c_ma
0,69,supplied context,1.9876630176440813e-05,0.0,blocked,s_ma,c_ms,c_ms
0,69,zero context,9.570053225615993e-05,0.0,blocked,s_ma,c_ms,c_ms
0,69,error-gated replacement,1.9876630176440813e-05,0.0,blocked,s_ma,c_ms,c_ms
0,70,supplied context,4.5478973333956674e-05,0.0,blocked,s_ma,c_ms,c_ms
0,70,zero context,0.00012557828449644148,0.0,blocked,s_ma,c_ms,c_ms
0,70,error-gated replacement,4.5478973333956674e-05,0.0,blocked,s_ma,c_ms,c_ms
0,71,supplied context,0.22334088385105133,0.0,blocked,s_ms,c_ms,c_ma
0,71,zero context,0.25110626220703125,0.0,blocked,s_ms,c_ms,c_ma
0,71,error-gated replacement,0.22334088385105133,0.0,blocked,s_ms,c_ms,c_ma
0,72,supplied context,0.4654128849506378,0.0,blocked,s_ms,c_ms,c_ms
0,72,zero context,0.5526731014251709,1.0,blocked,s_ms,c_ms,c_ms
0,72,error-gated replacement,0.4654128849506378,0.0,blocked,s_ms,c_ms,c_ms
0,73,supplied context,0.36059683561325073,0.0,blocked,s_ms,c_ms,c_ma
0,73,zero context,0.4604046940803528,0.0,blocked,s_ms,c_ms,c_ma
0,73,error-gated replacement,0.36059683561325073,0.0,blocked,s_ms,c_ms,c_ma
0,74,supplied context,0.23353317379951477,0.0,blocked,s_ms,c_ms,c_ms
0,74,zero context,0.5626649856567383,1.0,blocked,s_ms,c_ms,c_ms
0,74,error-gated replacement,0.23353317379951477,0.0,blocked,s_ms,c_ms,c_ms
0,75,supplied context,0.41754043102264404,0.0,blocked,s_ms,c_ms,c_ma
0,75,zero context,0.5139432549476624,1.0,blocked,s_ms,c_ms,c_ma
0,75,error-gated replacement,0.41754043102264404,0.0,blocked,s_ms,c_ms,c_ma
0,76,supplied context,9.045200386026409e-06,0.0,blocked,s_ma,c_ma,c_ms
0,76,zero context,9.353229870612267e-06,0.0,blocked,s_ma,c_ma,c_ms
0,76,error-gated replacement,9.045200386026409e-06,0.0,blocked,s_ma,c_ma,c_ms
0,77,supplied context,2.1463216398842633e-05,0.0,blocked,s_ma,c_ma,c_ma
0,77,zero context,2.373879760853015e-05,0.0,blocked,s_ma,c_ma,c_ma
0,77,error-gated replacement,2.1463216398842633e-05,0.0,blocked,s_ma,c_ma,c_ma
0,78,supplied context,4.7415629524039105e-05,0.0,blocked,s_ma,c_ma,c_ms
0,78,zero context,2.674014467629604e-05,0.0,blocked,s_ma,c_ma,c_ms
0,78,error-gated replacement,4.7415629524039105e-05,0.0,blocked,s_ma,c_ma,c_ms
0,79,supplied context,2.0825656974921003e-05,0.0,blocked,s_ma,c_ma,c_ma
0,79,zero context,1.7288344679400325e-05,0.0,blocked,s_ma,c_ma,c_ma
0,79,error-gated replacement,2.0825656974921003e-05,0.0,blocked,s_ma,c_ma,c_ma
0,80,supplied context,0.28069615364074707,0.0,blocked,s_ms,c_ma,c_ma
0,80,zero context,0.0741751417517662,0.0,blocked,s_ms,c_ma,c_ma
0,80,error-gated replacement,0.28069615364074707,0.0,blocked,s_ms,c_ma,c_ma
0,81,supplied context,0.29886913299560547,0.0,blocked,s_ms,c_ma,c_ms
0,81,zero context,0.22405296564102173,0.0,blocked,s_ms,c_ma,c_ms
0,81,error-gated replacement,0.29886913299560547,0.0,blocked,s_ms,c_ma,c_ms
0,82,supplied context,0.36439454555511475,0.0,blocked,s_ms,c_ma,c_ms
0,82,zero context,0.15815229713916779,0.0,blocked,s_ms,c_ma,c_ms
0,82,error-gated replacement,0.36439454555511475,0.0,blocked,s_ms,c_ma,c_ms
0,83,supplied context,0.24227553606033325,0.0,blocked,s_ms,c_ma,c_ma
0,83,zero context,0.2590107321739197,0.0,blocked,s_ms,c_ma,c_ma
0,83,error-gated replacement,0.24227553606033325,0.0,blocked,s_ms,c_ma,c_ma
0,84,supplied context,0.16626597940921783,0.0,blocked,s_ms,c_ma,c_ms
0,84,zero context,0.17241285741329193,0.0,blocked,s_ms,c_ma,c_ms
0,84,error-gated replacement,0.16626597940921783,0.0,blocked,s_ms,c_ma,c_ms
0,85,supplied context,0.0004618803213816136,0.0,blocked,s_ma,c_ms,c_ms
0,85,zero context,0.0003830191562883556,0.0,blocked,s_ma,c_ms,c_ms
0,85,error-gated replacement,0.0004618803213816136,0.0,blocked,s_ma,c_ms,c_ms
0,86,supplied context,4.2390671296743676e-05,0.0,blocked,s_ma,c_ms,c_ma
0,86,zero context,5.07383665535599e-05,0.0,blocked,s_ma,c_ms,c_ma
0,86,error-gated replacement,4.2390671296743676e-05,0.0,blocked,s_ma,c_ms,c_ma
0,87,supplied context,0.0003580233023967594,0.0,blocked,s_ma,c_ms,c_ma
0,87,zero context,0.00029643645393662155,0.0,blocked,s_ma,c_ms,c_ma
0,87,error-gated replacement,0.0003580233023967594,0.0,blocked,s_ma,c_ms,c_ma
0,88,supplied context,0.00033206961234100163,0.0,blocked,s_ma,c_ms,c_ms
0,88,zero context,0.0003862029407173395,0.0,blocked,s_ma,c_ms,c_ms
0,88,error-gated replacement,0.00033206961234100163,0.0,blocked,s_ma,c_ms,c_ms
0,89,supplied context,9.008452252601273e-06,0.0,blocked,s_ma,c_ms,c_ms
0,89,zero context,9.595303708920255e-06,0.0,blocked,s_ma,c_ms,c_ms
0,89,error-gated replacement,9.008452252601273e-06,0.0,blocked,s_ma,c_ms,c_ms
0,90,supplied context,0.10878746956586838,0.0,blocked,s_ms,c_ms,c_ma
0,90,zero context,0.13253873586654663,0.0,blocked,s_ms,c_ms,c_ma
0,90,error-gated replacement,0.10878746956586838,0.0,blocked,s_ms,c_ms,c_ma
0,91,supplied context,0.12185455858707428,0.0,blocked,s_ms,c_ms,c_ms
0,91,zero context,0.22876420617103577,0.0,blocked,s_ms,c_ms,c_ms
0,91,error-gated replacement,0.12185455858707428,0.0,blocked,s_ms,c_ms,c_ms
0,92,supplied context,0.21802395582199097,0.0,blocked,s_ms,c_ms,c_ma
0,92,zero context,0.3011416494846344,0.0,blocked,s_ms,c_ms,c_ma
0,92,error-gated replacement,0.21802395582199097,0.0,blocked,s_ms,c_ms,c_ma
0,93,supplied context,0.18315929174423218,0.0,blocked,s_ms,c_ms,c_ms
0,93,zero context,0.24573200941085815,0.0,blocked,s_ms,c_ms,c_ms
0,93,error-gated replacement,0.18315929174423218,0.0,blocked,s_ms,c_ms,c_ms
0,94,supplied context,0.18219733238220215,0.0,blocked,s_ms,c_ms,c_ma
0,94,zero context,0.23340758681297302,0.0,blocked,s_ms,c_ms,c_ma
0,94,error-gated replacement,0.18219733238220215,0.0,blocked,s_ms,c_ms,c_ma
0,95,supplied context,0.5906873941421509,1.0,blocked,s_ms,c_ma,c_ms
0,95,zero context,0.8464502096176147,1.0,blocked,s_ms,c_ma,c_ms
0,95,error-gated replacement,0.5906873941421509,1.0,blocked,s_ms,c_ma,c_ms
0,96,supplied context,0.6405607461929321,1.0,blocked,s_ms,c_ma,c_ma
0,96,zero context,0.8614519834518433,1.0,blocked,s_ms,c_ma,c_ma
0,96,error-gated replacement,0.9745234251022339,1.0,blocked,s_ms,c_ma,c_ma
0,97,supplied context,0.7997937798500061,1.0,blocked,s_ms,c_ma,c_ms
0,97,zero context,0.8878189325332642,1.0,blocked,s_ms,c_ma,c_ms
0,97,error-gated replacement,0.7997937798500061,1.0,blocked,s_ms,c_ma,c_ms
0,98,supplied context,0.6528399586677551,1.0,blocked,s_ms,c_ma,c_ma
0,98,zero context,0.6876393556594849,1.0,blocked,s_ms,c_ma,c_ma
0,98,error-gated replacement,0.8935036659240723,1.0,blocked,s_ms,c_ma,c_ma
0,99,supplied context,0.6271677017211914,1.0,blocked,s_ms,c_ma,c_ma
0,99,zero context,0.8923492431640625,1.0,blocked,s_ms,c_ma,c_ma
0,99,error-gated replacement,0.6271677017211914,1.0,blocked,s_ms,c_ma,c_ma
0,100,supplied context,0.00038027239497751,0.0,blocked,s_ma,c_ma,c_ms
0,100,zero context,0.001215462340041995,0.0,blocked,s_ma,c_ma,c_ms
0,100,error-gated replacement,0.0032228855416178703,0.0,blocked,s_ma,c_ma,c_ms
0,101,supplied context,7.352484681177884e-05,0.0,blocked,s_ma,c_ma,c_ms
0,101,zero context,0.00018183307838626206,0.0,blocked,s_ma,c_ma,c_ms
0,101,error-gated replacement,0.0002243078051833436,0.0,blocked,s_ma,c_ma,c_ms
0,102,supplied context,0.0004328411305323243,0.0,blocked,s_ma,c_ma,c_ma
0,102,zero context,0.0011021014070138335,0.0,blocked,s_ma,c_ma,c_ma
0,102,error-gated replacement,0.0012304945848882198,0.0,blocked,s_ma,c_ma,c_ma
0,103,supplied context,0.0001409426040481776,0.0,blocked,s_ma,c_ma,c_ms
0,103,zero context,0.000136353904963471,0.0,blocked,s_ma,c_ma,c_ms
0,103,error-gated replacement,0.0006019878201186657,0.0,blocked,s_ma,c_ma,c_ms
0,104,supplied context,0.1945769339799881,0.0,blocked,s_ms,c_ms,c_ms
0,104,zero context,0.5982763767242432,1.0,blocked,s_ms,c_ms,c_ms
0,104,error-gated replacement,0.9162325263023376,1.0,blocked,s_ms,c_ms,c_ms
0,105,supplied context,0.11044656485319138,0.0,blocked,s_ms,c_ms,c_ma
0,105,zero context,0.5262629985809326,1.0,blocked,s_ms,c_ms,c_ma
0,105,error-gated replacement,0.11044656485319138,0.0,blocked,s_ms,c_ms,c_ma
0,106,supplied context,0.2697710394859314,0.0,blocked,s_ms,c_ms,c_ma
0,106,zero context,0.546325147151947,1.0,blocked,s_ms,c_ms,c_ma
0,106,error-gated replacement,0.2697710394859314,0.0,blocked,s_ms,c_ms,c_ma
0,107,supplied context,0.2230108678340912,0.0,blocked,s_ms,c_ms,c_ms
0,107,zero context,0.4968012869358063,0.0,blocked,s_ms,c_ms,c_ms
0,107,error-gated replacement,0.2230108678340912,0.0,blocked,s_ms,c_ms,c_ms
0,108,supplied context,0.18003979325294495,0.0,blocked,s_ms,c_ms,c_ms
0,108,zero context,0.5580174326896667,1.0,blocked,s_ms,c_ms,c_ms
0,108,error-gated replacement,0.18003979325294495,0.0,blocked,s_ms,c_ms,c_ms
0,109,supplied context,0.0021009747870266438,0.0,blocked,s_ma,c_ms,c_ma
