model,epoch,bce,condition,architecture
2,10,0.01654471643269062,blocked,Hebbian
2,11,0.016158485785126686,blocked,Hebbian
2,12,0.016820266842842102,blocked,Hebbian
2,13,0.015911897644400597,blocked,Hebbian
2,14,0.016337228938937187,blocked,Hebbian
2,15,0.015165818855166435,blocked,Hebbian
2,16,0.015438443049788475,blocked,Hebbian
2,17,0.014998679049313068,blocked,Hebbian
2,18,0.016111750155687332,blocked,Hebbian
2,19,0.013858952559530735,blocked,Hebbian
2,20,0.013943875208497047,blocked,Hebbian
2,21,0.014896826818585396,blocked,Hebbian
2,22,0.012818494811654091,blocked,Hebbian
2,23,0.011978795751929283,blocked,Hebbian
2,24,0.01210942491889,blocked,Hebbian
2,25,0.010935414582490921,blocked,Hebbian
2,26,0.010529435239732265,blocked,Hebbian
2,27,0.010750382207334042,blocked,Hebbian
2,28,0.009775523096323013,blocked,Hebbian
2,29,0.009767369367182255,blocked,Hebbian
2,30,0.009565891698002815,blocked,Hebbian
2,31,0.01006127055734396,blocked,Hebbian
2,32,0.009354231879115105,blocked,Hebbian
2,33,0.010236884467303753,blocked,Hebbian
2,34,0.009239980019629002,blocked,Hebbian
2,35,0.01120435819029808,blocked,Hebbian
2,36,0.010256488807499409,blocked,Hebbian
2,37,0.012699180282652378,blocked,Hebbian
2,38,0.01010901015251875,blocked,Hebbian
2,39,0.010496767237782478,blocked,Hebbian
2,40,0.011824005283415318,blocked,Hebbian
3,0,0.03407389298081398,blocked,Hebbian
3,1,0.01724126935005188,blocked,Hebbian
3,2,0.019076041877269745,blocked,Hebbian
3,3,0.01719491556286812,blocked,Hebbian
3,4,0.017328383401036263,blocked,Hebbian
3,5,0.017062373459339142,blocked,Hebbian
3,6,0.016492022201418877,blocked,Hebbian
3,7,0.016726991161704063,blocked,Hebbian
3,8,0.016572847962379456,blocked,Hebbian
3,9,0.016065752133727074,blocked,Hebbian
3,10,0.01566094532608986,blocked,Hebbian
3,11,0.01566294953227043,blocked,Hebbian
3,12,0.015391582623124123,blocked,Hebbian
3,13,0.01501456554979086,blocked,Hebbian
3,14,0.0157052893191576,blocked,Hebbian
3,15,0.014441742561757565,blocked,Hebbian
3,16,0.014202806167304516,blocked,Hebbian
3,17,0.014559927396476269,blocked,Hebbian
3,18,0.013819294981658459,blocked,Hebbian
3,19,0.013102101162075996,blocked,Hebbian
3,20,0.014190120622515678,blocked,Hebbian
3,21,0.015555859543383121,blocked,Hebbian
3,22,0.012690925039350986,blocked,Hebbian
3,23,0.012567521072924137,blocked,Hebbian
3,24,0.014601405709981918,blocked,Hebbian
3,25,0.014166799373924732,blocked,Hebbian
