model,trial,training_condition,pathway,mae,error
4,98,blocked,zero context,0.39626210927963257,0.0
4,98,blocked,error-gated replacement,0.3956802487373352,0.0
4,99,blocked,supplied context,0.3380802869796753,0.0
4,99,blocked,zero context,0.37159374356269836,0.0
4,99,blocked,error-gated replacement,0.36911821365356445,0.0
4,100,blocked,supplied context,3.264146926085232e-06,0.0
4,100,blocked,zero context,3.6834505863225786e-06,0.0
4,100,blocked,error-gated replacement,4.157468538323883e-06,0.0
4,101,blocked,supplied context,8.796146588885279e-10,0.0
4,101,blocked,zero context,7.403227475499818e-10,0.0
4,101,blocked,error-gated replacement,9.055171057426037e-10,0.0
4,102,blocked,supplied context,1.5850276895434945e-06,0.0
4,102,blocked,zero context,1.4202271358954022e-06,0.0
4,102,blocked,error-gated replacement,1.8472670717528672e-06,0.0
4,103,blocked,supplied context,6.091703141919425e-08,0.0
4,103,blocked,zero context,6.093981141930271e-08,0.0
4,103,blocked,error-gated replacement,6.096581017800418e-08,0.0
4,104,blocked,supplied context,0.15097805857658386,0.0
4,104,blocked,zero context,0.15266942977905273,0.0
4,104,blocked,error-gated replacement,0.15150496363639832,0.0
4,105,blocked,supplied context,0.17528769373893738,0.0
4,105,blocked,zero context,0.21782146394252777,0.0
4,105,blocked,error-gated replacement,0.2141435444355011,0.0
4,106,blocked,supplied context,0.1268640160560608,0.0
4,106,blocked,zero context,0.1320359855890274,0.0
4,106,blocked,error-gated replacement,0.13047237694263458,0.0
4,107,blocked,supplied context,0.0775577649474144,0.0
4,107,blocked,zero context,0.07876258343458176,0.0
4,107,blocked,error-gated replacement,0.07927882671356201,0.0
4,108,blocked,supplied context,0.17128124833106995,0.0
4,108,blocked,zero context,0.17370185256004333,0.0
4,108,blocked,error-gated replacement,0.1727311611175537,0.0
4,109,blocked,supplied context,1.6455819604743738e-06,0.0
4,109,blocked,zero context,1.4064983133721398e-06,0.0
4,109,blocked,error-gated replacement,1.4684629832117935e-06,0.0
4,110,blocked,supplied context,3.7747230408058385e-07,0.0
4,110,blocked,zero context,3.187063271070656e-07,0.0
4,110,blocked,error-gated replacement,4.384617966479709e-07,0.0
4,111,blocked,supplied context,1.82416115990236e-07,0.0
4,111,blocked,zero context,1.8236318055642187e-07,0.0
4,111,blocked,error-gated replacement,1.8241998134271853e-07,0.0
4,112,blocked,supplied context,1.5562603948637843e-05,0.0
4,112,blocked,zero context,1.2710714145214297e-05,0.0
4,112,blocked,error-gated replacement,1.3542650776798837e-05,0.0
4,113,blocked,supplied context,9.243003091796709e-07,0.0
4,113,blocked,zero context,6.878011618027813e-07,0.0
4,113,blocked,error-gated replacement,8.659490049467422e-07,0.0
4,114,blocked,supplied context,0.22590750455856323,0.0
4,114,blocked,zero context,0.24627315998077393,0.0
4,114,blocked,error-gated replacement,0.251769483089447,0.0
4,115,blocked,supplied context,0.3128729462623596,0.0
4,115,blocked,zero context,0.34364545345306396,0.0
4,115,blocked,error-gated replacement,0.3424586057662964,0.0
4,116,blocked,supplied context,0.16040804982185364,0.0
4,116,blocked,zero context,0.16450801491737366,0.0
4,116,blocked,error-gated replacement,0.1603984534740448,0.0
4,117,blocked,supplied context,0.3308156728744507,0.0
4,117,blocked,zero context,0.35697993636131287,0.0
4,117,blocked,error-gated replacement,0.36397844552993774,0.0
4,118,blocked,supplied context,0.30893170833587646,0.0
4,118,blocked,zero context,0.37108293175697327,0.0
4,118,blocked,error-gated replacement,0.3697406053543091,0.0
4,119,blocked,supplied context,2.9282505238370504e-06,0.0
4,119,blocked,zero context,3.355440185259795e-06,0.0
4,119,blocked,error-gated replacement,3.8040636809455464e-06,0.0
4,120,blocked,supplied context,1.09201203635223e-09,0.0
4,120,blocked,zero context,1.0010283713057788e-09,0.0
4,120,blocked,error-gated replacement,1.2799049597944645e-09,0.0
4,121,blocked,supplied context,1.9803499640147493e-07,0.0
4,121,blocked,zero context,1.98346356228285e-07,0.0
4,121,blocked,error-gated replacement,2.5939604597624566e-07,0.0
4,122,blocked,supplied context,3.0081446311669424e-07,0.0
4,122,blocked,zero context,3.009743920756591e-07,0.0
4,122,blocked,error-gated replacement,3.606010636758583e-07,0.0
4,123,blocked,supplied context,0.1225736066699028,0.0
4,123,blocked,zero context,0.12677927315235138,0.0
4,123,blocked,error-gated replacement,0.12415032833814621,0.0
4,124,blocked,supplied context,0.1552543342113495,0.0
4,124,blocked,zero context,0.1992502510547638,0.0
4,124,blocked,error-gated replacement,0.19638322293758392,0.0
4,125,blocked,supplied context,0.16475439071655273,0.0
4,125,blocked,zero context,0.17107808589935303,0.0
4,125,blocked,error-gated replacement,0.1694260537624359,0.0
4,126,blocked,supplied context,0.08569306135177612,0.0
4,126,blocked,zero context,0.0876801386475563,0.0
4,126,blocked,error-gated replacement,0.08727288991212845,0.0
4,127,blocked,supplied context,0.20930998027324677,0.0
4,127,blocked,zero context,0.2088438868522644,0.0
4,127,blocked,error-gated replacement,0.20924490690231323,0.0
4,128,blocked,supplied context,2.118890961355646e-06,0.0
4,128,blocked,zero context,2.1159250991331646e-06,0.0
4,128,blocked,error-gated replacement,2.3485126803279854e-06,0.0
4,129,blocked,supplied context,4.3062172494501283e-07,0.0
4,129,blocked,zero context,3.142742457384884e-07,0.0
4,129,blocked,error-gated replacement,4.33639598895752e-07,0.0
4,130,blocked,supplied context,6.092523108236492e-08,0.0
4,130,blocked,zero context,6.097346272326831e-08,0.0
4,130,blocked,error-gated replacement,6.093164017784147e-08,0.0
4,131,blocked,supplied context,3.305957307020435e-06,0.0
4,131,blocked,zero context,2.6556290322332643e-06,0.0
4,131,blocked,error-gated replacement,3.246303776904824e-06,0.0
4,132,blocked,supplied context,7.459618132088508e-07,0.0
4,132,blocked,zero context,7.208486749732401e-07,0.0
4,132,blocked,error-gated replacement,8.361578807125625e-07,0.0
4,133,blocked,supplied context,0.11342207342386246,0.0
4,133,blocked,zero context,0.11297941207885742,0.0
4,133,blocked,error-gated replacement,0.11291398853063583,0.0
4,134,blocked,supplied context,0.19576510787010193,0.0
4,134,blocked,zero context,0.194420725107193,0.0
4,134,blocked,error-gated replacement,0.19384989142417908,0.0
4,135,blocked,supplied context,0.07615238428115845,0.0
4,135,blocked,zero context,0.07642388343811035,0.0
4,135,blocked,error-gated replacement,0.07585311681032181,0.0
4,136,blocked,supplied context,0.22068560123443604,0.0
4,136,blocked,zero context,0.2193850427865982,0.0
4,136,blocked,error-gated replacement,0.21921303868293762,0.0
4,137,blocked,supplied context,0.13945576548576355,0.0
4,137,blocked,zero context,0.13911031186580658,0.0
4,137,blocked,error-gated replacement,0.13906808197498322,0.0
4,138,blocked,supplied context,7.012057046118514e-10,0.0
4,138,blocked,zero context,5.986723339290734e-10,0.0
4,138,blocked,error-gated replacement,7.262362933246891e-10,0.0
4,139,blocked,supplied context,8.731023681818328e-10,0.0
4,139,blocked,zero context,7.987320249647212e-10,0.0
4,139,blocked,error-gated replacement,1.0171568032291134e-09,0.0
4,140,blocked,supplied context,3.2038614816709554e-11,0.0
4,140,blocked,zero context,3.083675328974245e-11,0.0
4,140,blocked,error-gated replacement,3.38794339804771e-11,0.0
4,141,blocked,supplied context,7.242043076338689e-10,0.0
4,141,blocked,zero context,7.492766407324325e-10,0.0
4,141,blocked,error-gated replacement,7.235029797492132e-10,0.0
4,142,blocked,supplied context,0.0704713761806488,0.0
4,142,blocked,zero context,0.07390585541725159,0.0
4,142,blocked,error-gated replacement,0.07373790442943573,0.0
4,143,blocked,supplied context,0.14666973054409027,0.0
4,143,blocked,zero context,0.14733998477458954,0.0
4,143,blocked,error-gated replacement,0.14781184494495392,0.0
4,144,blocked,supplied context,0.10329209268093109,0.0
4,144,blocked,zero context,0.10358825325965881,0.0
4,144,blocked,error-gated replacement,0.10353310406208038,0.0
4,145,blocked,supplied context,0.04174007475376129,0.0
4,145,blocked,zero context,0.044462088495492935,0.0
4,145,blocked,error-gated replacement,0.042629145085811615,0.0
4,146,blocked,supplied context,0.07568200677633286,0.0
4,146,blocked,zero context,0.07560644298791885,0.0
4,146,blocked,error-gated replacement,0.0750778466463089,0.0
4,147,blocked,supplied context,3.9446315658331343e-10,0.0
4,147,blocked,zero context,4.797053865246426e-10,0.0
4,147,blocked,error-gated replacement,4.781141593745986e-10,0.0
4,148,blocked,supplied context,7.69120808707946e-11,0.0
4,148,blocked,zero context,8.328686351699588e-11,0.0
4,148,blocked,error-gated replacement,7.780043970173622e-11,0.0
4,149,blocked,supplied context,6.958391085554183e-10,0.0
4,149,blocked,zero context,7.393688439272239e-10,0.0
4,149,blocked,error-gated replacement,8.552308861098368e-10,0.0
4,150,blocked,supplied context,5.859764895532749e-10,0.0
4,150,blocked,zero context,6.033008048689226e-08,0.0
4,150,blocked,error-gated replacement,6.030440857784924e-08,0.0
4,151,blocked,supplied context,1.2013573780222941e-07,0.0
4,151,blocked,zero context,1.2021138218187843e-07,0.0
4,151,blocked,error-gated replacement,1.2024759143969277e-07,0.0
4,152,blocked,supplied context,0.27330756187438965,0.0
4,152,blocked,zero context,0.2955378293991089,0.0
4,152,blocked,error-gated replacement,0.30167317390441895,0.0
4,153,blocked,supplied context,0.20995068550109863,0.0
4,153,blocked,zero context,0.25697973370552063,0.0
4,153,blocked,error-gated replacement,0.25395768880844116,0.0
4,154,blocked,supplied context,0.15279361605644226,0.0
4,154,blocked,zero context,0.1451379507780075,0.0
4,154,blocked,error-gated replacement,0.14185413718223572,0.0
4,155,blocked,supplied context,0.26994431018829346,0.0
4,155,blocked,zero context,0.2645592987537384,0.0
4,155,blocked,error-gated replacement,0.27291154861450195,0.0
4,156,blocked,supplied context,0.16343927383422852,0.0
4,156,blocked,zero context,0.1860734224319458,0.0
4,156,blocked,error-gated replacement,0.18530884385108948,0.0
4,157,blocked,supplied context,1.437420905858744e-06,0.0
4,157,blocked,zero context,1.2721520761260763e-06,0.0
4,157,blocked,error-gated replacement,1.6397910940213478e-06,0.0
4,158,blocked,supplied context,1.9683707819240226e-07,0.0
4,158,blocked,zero context,1.970891503333405e-07,0.0
4,158,blocked,error-gated replacement,2.579825775228528e-07,0.0
4,159,blocked,supplied context,3.9522364547739386e-11,0.0
4,159,blocked,zero context,3.8412842351398524e-11,0.0
4,159,blocked,error-gated replacement,4.128491645771781e-11,0.0
4,160,blocked,supplied context,6.00272471729113e-08,0.0
4,160,blocked,zero context,6.004173513929345e-08,0.0
4,160,blocked,error-gated replacement,6.002715480235565e-08,0.0
4,161,blocked,supplied context,0.08729494363069534,0.0
4,161,blocked,zero context,0.0881306380033493,0.0
4,161,blocked,error-gated replacement,0.08753040432929993,0.0
4,162,blocked,supplied context,0.086765818297863,0.0
4,162,blocked,zero context,0.10776655375957489,0.0
4,162,blocked,error-gated replacement,0.10585596412420273,0.0
4,163,blocked,supplied context,0.08787309378385544,0.0
4,163,blocked,zero context,0.09727857261896133,0.0
4,163,blocked,error-gated replacement,0.09628090262413025,0.0
4,164,blocked,supplied context,0.059806376695632935,0.0
4,164,blocked,zero context,0.06153840571641922,0.0
4,164,blocked,error-gated replacement,0.061044733971357346,0.0
4,165,blocked,supplied context,0.08169595897197723,0.0
4,165,blocked,zero context,0.08209362626075745,0.0
4,165,blocked,error-gated replacement,0.08253906667232513,0.0
4,166,blocked,supplied context,2.727069841057528e-06,0.0
4,166,blocked,zero context,2.251721980428556e-06,0.0
4,166,blocked,error-gated replacement,2.4887556264729938e-06,0.0
4,167,blocked,supplied context,3.599625131300854e-07,0.0
4,167,blocked,zero context,2.408220325378352e-07,0.0
4,167,blocked,error-gated replacement,3.003441122473305e-07,0.0
4,168,blocked,supplied context,3.0272013873400283e-07,0.0
4,168,blocked,zero context,3.024248940164398e-07,0.0
4,168,blocked,error-gated replacement,4.220118228204228e-07,0.0
4,169,blocked,supplied context,3.586036427805084e-06,0.0
4,169,blocked,zero context,3.2869106689759064e-06,0.0
4,169,blocked,error-gated replacement,3.527800345182186e-06,0.0
4,170,blocked,supplied context,1.6565801388424006e-06,0.0
4,170,blocked,zero context,1.4753561572433682e-06,0.0
4,170,blocked,error-gated replacement,1.7131610547949094e-06,0.0
4,171,blocked,supplied context,0.17065365612506866,0.0
4,171,blocked,zero context,0.17167344689369202,0.0
4,171,blocked,error-gated replacement,0.16913416981697083,0.0
4,172,blocked,supplied context,0.35405421257019043,0.0
4,172,blocked,zero context,0.35384124517440796,0.0
4,172,blocked,error-gated replacement,0.3540755808353424,0.0
4,173,blocked,supplied context,0.20466071367263794,0.0
4,173,blocked,zero context,0.19687701761722565,0.0
4,173,blocked,error-gated replacement,0.19753938913345337,0.0
4,174,blocked,supplied context,0.3549288213253021,0.0
4,174,blocked,zero context,0.3564596176147461,0.0
4,174,blocked,error-gated replacement,0.3543848395347595,0.0
4,175,blocked,supplied context,0.2735738754272461,0.0
4,175,blocked,zero context,0.27424585819244385,0.0
4,175,blocked,error-gated replacement,0.273135781288147,0.0
4,176,blocked,supplied context,6.078738579162746e-08,0.0
4,176,blocked,zero context,6.081614145614367e-08,0.0
4,176,blocked,error-gated replacement,6.082641590410276e-08,0.0
4,177,blocked,supplied context,2.4070124027275597e-07,0.0
4,177,blocked,zero context,2.4081404603748524e-07,0.0
4,177,blocked,error-gated replacement,3.0044307663956715e-07,0.0
4,178,blocked,supplied context,7.559906034515507e-10,0.0
4,178,blocked,zero context,7.817696490164394e-10,0.0
4,178,blocked,error-gated replacement,6.03626517658995e-08,0.0
4,179,blocked,supplied context,5.995311624928945e-08,0.0
4,179,blocked,zero context,5.996574969913127e-08,0.0
4,179,blocked,error-gated replacement,5.994944274334557e-08,0.0
4,180,blocked,supplied context,0.12233705818653107,0.0
4,180,blocked,zero context,0.12609219551086426,0.0
4,180,blocked,error-gated replacement,0.12616783380508423,0.0
4,181,blocked,supplied context,0.1351272165775299,0.0
4,181,blocked,zero context,0.1355282962322235,0.0
4,181,blocked,error-gated replacement,0.13381178677082062,0.0
4,182,blocked,supplied context,0.08697731047868729,0.0
4,182,blocked,zero context,0.08668999373912811,0.0
4,182,blocked,error-gated replacement,0.08720019459724426,0.0
4,183,blocked,supplied context,0.0773356556892395,0.0
4,183,blocked,zero context,0.07981716841459274,0.0
4,183,blocked,error-gated replacement,0.0808299109339714,0.0
4,184,blocked,supplied context,0.15162083506584167,0.0
4,184,blocked,zero context,0.15186968445777893,0.0
4,184,blocked,error-gated replacement,0.15193194150924683,0.0
4,185,blocked,supplied context,2.408487773664092e-07,0.0
4,185,blocked,zero context,3.6079580922887544e-07,0.0
4,185,blocked,error-gated replacement,3.6072373177375994e-07,0.0
4,186,blocked,supplied context,3.589092330003041e-07,0.0
4,186,blocked,zero context,3.5886958471564867e-07,0.0
4,186,blocked,error-gated replacement,3.5883209648090997e-07,0.0
4,187,blocked,supplied context,1.9717685972864274e-07,0.0
4,187,blocked,zero context,3.798945158450806e-07,0.0
4,187,blocked,error-gated replacement,4.3860811160811863e-07,0.0
4,188,blocked,supplied context,4.890336526841566e-07,0.0
4,188,blocked,zero context,6.699318078062788e-07,0.0
4,188,blocked,error-gated replacement,7.29731425508362e-07,0.0
4,189,blocked,supplied context,5.432131615634717e-07,0.0
4,189,blocked,zero context,7.829725632291229e-07,0.0
4,189,blocked,error-gated replacement,1.0205417311226483e-06,0.0
4,190,blocked,supplied context,1.700636573787051e-07,0.0
4,190,blocked,zero context,1.6569254057685612e-07,0.0
4,190,blocked,error-gated replacement,1.700636573787051e-07,0.0
4,191,blocked,supplied context,2.9412948521212456e-08,0.0
4,191,blocked,zero context,2.9374827903438927e-08,0.0
4,191,blocked,error-gated replacement,2.9412948521212456e-08,0.0
4,192,blocked,supplied context,1.0225550113318604e-06,0.0
4,192,blocked,zero context,1.0569456208031625e-06,0.0
4,192,blocked,error-gated replacement,1.0225550113318604e-06,0.0
4,193,blocked,supplied context,1.418009674125642e-07,0.0
4,193,blocked,zero context,1.4028590555881237e-07,0.0
4,193,blocked,error-gated replacement,1.418009674125642e-07,0.0
4,194,blocked,supplied context,7.285396463885263e-08,0.0
4,194,blocked,zero context,7.107222188551532e-08,0.0
4,194,blocked,error-gated replacement,7.285396463885263e-08,0.0
4,195,blocked,supplied context,0.687697172164917,1.0
4,195,blocked,zero context,0.6849730014801025,1.0
4,195,blocked,error-gated replacement,0.687697172164917,1.0
4,196,blocked,supplied context,0.741960883140564,1.0
4,196,blocked,zero context,0.7380624413490295,1.0
4,196,blocked,error-gated replacement,0.7481639385223389,1.0
4,197,blocked,supplied context,0.8177086114883423,1.0
4,197,blocked,zero context,0.8173262476921082,1.0
4,197,blocked,error-gated replacement,0.8177086114883423,1.0
4,198,blocked,supplied context,0.7904663681983948,1.0
4,198,blocked,zero context,0.790287971496582,1.0
4,198,blocked,error-gated replacement,0.7915821075439453,1.0
4,199,blocked,supplied context,0.7250373959541321,1.0
4,199,blocked,zero context,0.7257111072540283,1.0
4,199,blocked,error-gated replacement,0.7250373959541321,1.0
4,200,blocked,supplied context,5.401928774517728e-06,0.0
4,200,blocked,zero context,5.3999601732357405e-06,0.0
4,200,blocked,error-gated replacement,5.358596354199108e-06,0.0
4,201,blocked,supplied context,8.697230668985867e-08,0.0
4,201,blocked,zero context,8.315649324686092e-08,0.0
4,201,blocked,error-gated replacement,8.672677154208941e-08,0.0
4,202,blocked,supplied context,1.8135987147616106e-06,0.0
4,202,blocked,zero context,1.7507468328403775e-06,0.0
4,202,blocked,error-gated replacement,1.7457127796660643e-06,0.0
4,203,blocked,supplied context,3.4162769679824123e-07,0.0
4,203,blocked,zero context,3.401614208087267e-07,0.0
4,203,blocked,error-gated replacement,3.3561843792995205e-07,0.0
4,204,blocked,supplied context,0.28442785143852234,0.0
4,204,blocked,zero context,0.26668745279312134,0.0
4,204,blocked,error-gated replacement,0.2640092968940735,0.0
4,205,blocked,supplied context,0.6505371928215027,1.0
4,205,blocked,zero context,0.6467677354812622,1.0
4,205,blocked,error-gated replacement,0.6254239678382874,1.0
4,206,blocked,supplied context,0.646222710609436,1.0
4,206,blocked,zero context,0.6404792070388794,1.0
4,206,blocked,error-gated replacement,0.646222710609436,1.0
4,207,blocked,supplied context,0.45338869094848633,0.0
4,207,blocked,zero context,0.4303053021430969,0.0
4,207,blocked,error-gated replacement,0.4786803424358368,0.0
4,208,blocked,supplied context,0.390458881855011,0.0
4,208,blocked,zero context,0.37808048725128174,0.0
4,208,blocked,error-gated replacement,0.44284379482269287,0.0
4,209,blocked,supplied context,1.4573384760296904e-05,0.0
4,209,blocked,zero context,1.4178302080836147e-05,0.0
4,209,blocked,error-gated replacement,1.4592436855309643e-05,0.0
4,210,blocked,supplied context,1.7351064798276639e-06,0.0
4,210,blocked,zero context,1.7272354853048455e-06,0.0
4,210,blocked,error-gated replacement,1.6738219983380986e-06,0.0
4,211,blocked,supplied context,7.750426448183134e-06,0.0
4,211,blocked,zero context,8.066307600529399e-06,0.0
4,211,blocked,error-gated replacement,8.99511815077858e-06,0.0
4,212,blocked,supplied context,2.5359809114888776e-06,0.0
4,212,blocked,zero context,2.439807303744601e-06,0.0
4,212,blocked,error-gated replacement,2.1654182091879193e-06,0.0
4,213,blocked,supplied context,5.123772098158952e-06,0.0
4,213,blocked,zero context,5.661370323650772e-06,0.0
4,213,blocked,error-gated replacement,5.545132353290683e-06,0.0
4,214,blocked,supplied context,0.5861035585403442,1.0
4,214,blocked,zero context,0.5807178020477295,1.0
4,214,blocked,error-gated replacement,0.6588191986083984,1.0
4,215,blocked,supplied context,0.603510856628418,1.0
4,215,blocked,zero context,0.5998019576072693,1.0
4,215,blocked,error-gated replacement,0.603510856628418,1.0
4,216,blocked,supplied context,0.6980069875717163,1.0
4,216,blocked,zero context,0.697750449180603,1.0
4,216,blocked,error-gated replacement,0.6979663372039795,1.0
4,217,blocked,supplied context,0.7142822742462158,1.0
4,217,blocked,zero context,0.7101739048957825,1.0
4,217,blocked,error-gated replacement,0.7142822742462158,1.0
4,218,blocked,supplied context,0.704543948173523,1.0
4,218,blocked,zero context,0.7037796378135681,1.0
4,218,blocked,error-gated replacement,0.7023495435714722,1.0
4,219,blocked,supplied context,6.351809588522883e-06,0.0
4,219,blocked,zero context,6.292450962064322e-06,0.0
4,219,blocked,error-gated replacement,6.351809588522883e-06,0.0
4,220,blocked,supplied context,6.492255579360062e-06,0.0
4,220,blocked,zero context,6.376189048751257e-06,0.0
4,220,blocked,error-gated replacement,6.492255579360062e-06,0.0
4,221,blocked,supplied context,1.7028098227456212e-05,0.0
4,221,blocked,zero context,1.7551697965245694e-05,0.0
4,221,blocked,error-gated replacement,1.7028098227456212e-05,0.0
4,222,blocked,supplied context,2.2420063032768667e-06,0.0
4,222,blocked,zero context,2.1144185211596778e-06,0.0
4,222,blocked,error-gated replacement,2.2420063032768667e-06,0.0
4,223,blocked,supplied context,0.2801778316497803,0.0
4,223,blocked,zero context,0.2710568308830261,0.0
4,223,blocked,error-gated replacement,0.2801778316497803,0.0
4,224,blocked,supplied context,0.695806086063385,1.0
4,224,blocked,zero context,0.687893271446228,1.0
4,224,blocked,error-gated replacement,0.695806086063385,1.0
4,225,blocked,supplied context,0.6554930806159973,1.0
4,225,blocked,zero context,0.6464625597000122,1.0
4,225,blocked,error-gated replacement,0.659906804561615,1.0
4,226,blocked,supplied context,0.468106210231781,0.0
4,226,blocked,zero context,0.463259220123291,0.0
4,226,blocked,error-gated replacement,0.468106210231781,0.0
4,227,blocked,supplied context,0.4169973134994507,0.0
4,227,blocked,zero context,0.4105968475341797,0.0
4,227,blocked,error-gated replacement,0.4169973134994507,0.0
4,228,blocked,supplied context,1.9458533984106907e-07,0.0
4,228,blocked,zero context,1.6999015883811808e-07,0.0
4,228,blocked,error-gated replacement,1.9458533984106907e-07,0.0
4,229,blocked,supplied context,8.127358341880608e-08,0.0
4,229,blocked,zero context,8.112255045489292e-08,0.0
4,229,blocked,error-gated replacement,8.127358341880608e-08,0.0
4,230,blocked,supplied context,1.6668074067638372e-06,0.0
4,230,blocked,zero context,1.651900788601779e-06,0.0
4,230,blocked,error-gated replacement,1.6668074067638372e-06,0.0
4,231,blocked,supplied context,1.263140205765012e-07,0.0
4,231,blocked,zero context,1.1690620738136204e-07,0.0
4,231,blocked,error-gated replacement,1.263140205765012e-07,0.0
4,232,blocked,supplied context,4.900894055026583e-07,0.0
4,232,blocked,zero context,5.469163966154156e-07,0.0
4,232,blocked,error-gated replacement,4.900894055026583e-07,0.0
4,233,blocked,supplied context,0.7197122573852539,1.0
4,233,blocked,zero context,0.7162348031997681,1.0
4,233,blocked,error-gated replacement,0.7197122573852539,1.0
4,234,blocked,supplied context,0.6494180560112,1.0
4,234,blocked,zero context,0.6457076072692871,1.0
4,234,blocked,error-gated replacement,0.6671688556671143,1.0
4,235,blocked,supplied context,0.7509591579437256,1.0
4,235,blocked,zero context,0.7505559921264648,1.0
4,235,blocked,error-gated replacement,0.7509591579437256,1.0
4,236,blocked,supplied context,0.7815189361572266,1.0
4,236,blocked,zero context,0.7788698673248291,1.0
4,236,blocked,error-gated replacement,0.8129470944404602,1.0
4,237,blocked,supplied context,0.788273811340332,1.0
4,237,blocked,zero context,0.789276123046875,1.0
4,237,blocked,error-gated replacement,0.788273811340332,1.0
4,238,blocked,supplied context,8.650410876498427e-08,0.0
4,238,blocked,zero context,8.28695903010157e-08,0.0
4,238,blocked,error-gated replacement,8.552497376967949e-08,0.0
4,239,blocked,supplied context,5.951920229563257e-06,0.0
4,239,blocked,zero context,5.891110959055368e-06,0.0
4,239,blocked,error-gated replacement,6.219007445906755e-06,0.0
4,240,blocked,supplied context,1.577482635184424e-06,0.0
4,240,blocked,zero context,1.4983304481575033e-06,0.0
4,240,blocked,error-gated replacement,1.650309741307865e-06,0.0
4,241,blocked,supplied context,6.172692792461021e-07,0.0
4,241,blocked,zero context,5.749643605668098e-07,0.0
4,241,blocked,error-gated replacement,5.488671490638808e-07,0.0
4,242,blocked,supplied context,0.1846511960029602,0.0
4,242,blocked,zero context,0.17309653759002686,0.0
4,242,blocked,error-gated replacement,0.16817805171012878,0.0
4,243,blocked,supplied context,0.6238347291946411,1.0
4,243,blocked,zero context,0.6202836632728577,1.0
4,243,blocked,error-gated replacement,0.5860979557037354,1.0
4,244,blocked,supplied context,0.6510432958602905,1.0
4,244,blocked,zero context,0.6463000774383545,1.0
4,244,blocked,error-gated replacement,0.6510432958602905,1.0
4,245,blocked,supplied context,0.47171732783317566,0.0
4,245,blocked,zero context,0.455929160118103,0.0
4,245,blocked,error-gated replacement,0.4316125810146332,0.0
4,246,blocked,supplied context,0.37092655897140503,0.0
4,246,blocked,zero context,0.36993229389190674,0.0
4,246,blocked,error-gated replacement,0.3602036237716675,0.0
4,247,blocked,supplied context,4.350901690486353e-06,0.0
4,247,blocked,zero context,4.438432824827032e-06,0.0
4,247,blocked,error-gated replacement,4.284247097530169e-06,0.0
4,248,blocked,supplied context,5.309049129209598e-07,0.0
4,248,blocked,zero context,5.284419444251398e-07,0.0
4,248,blocked,error-gated replacement,4.7681785986242176e-07,0.0
4,249,blocked,supplied context,1.3570388546213508e-06,0.0
4,249,blocked,zero context,1.3331427908269688e-06,0.0
4,249,blocked,error-gated replacement,1.2839618648285978e-06,0.0
4,250,blocked,supplied context,3.7223270510367e-07,0.0
4,250,blocked,zero context,3.485195065877633e-07,0.0
4,250,blocked,error-gated replacement,3.169479043663159e-07,0.0
4,251,blocked,supplied context,5.627097721117025e-07,0.0
4,251,blocked,zero context,5.46694082004251e-07,0.0
4,251,blocked,error-gated replacement,5.669357392434904e-07,0.0
4,252,blocked,supplied context,0.8252604603767395,1.0
4,252,blocked,zero context,0.8259304761886597,1.0
4,252,blocked,error-gated replacement,0.8293648362159729,1.0
4,253,blocked,supplied context,0.807891845703125,1.0
4,253,blocked,zero context,0.8067524433135986,1.0
4,253,blocked,error-gated replacement,0.807891845703125,1.0
4,254,blocked,supplied context,0.8881664276123047,1.0
4,254,blocked,zero context,0.8862461447715759,1.0
4,254,blocked,error-gated replacement,0.8908451795578003,1.0
4,255,blocked,supplied context,0.855502724647522,1.0
4,255,blocked,zero context,0.854788064956665,1.0
4,255,blocked,error-gated replacement,0.855502724647522,1.0
4,256,blocked,supplied context,0.8220421075820923,1.0
4,256,blocked,zero context,0.8231374621391296,1.0
4,256,blocked,error-gated replacement,0.8252167701721191,1.0
4,257,blocked,supplied context,1.8629401665748446e-06,0.0
4,257,blocked,zero context,1.7971982515518903e-06,0.0
4,257,blocked,error-gated replacement,1.8629401665748446e-06,0.0
4,258,blocked,supplied context,1.5181859453150537e-05,0.0
4,258,blocked,zero context,1.5601495761075057e-05,0.0
4,258,blocked,error-gated replacement,1.5181859453150537e-05,0.0
4,259,blocked,supplied context,1.6502422113262583e-06,0.0
4,259,blocked,zero context,1.5151867955864873e-06,0.0
4,259,blocked,error-gated replacement,1.6502422113262583e-06,0.0
4,260,blocked,supplied context,8.248763947449334e-07,0.0
4,260,blocked,zero context,7.068686613820319e-07,0.0
4,260,blocked,error-gated replacement,8.248763947449334e-07,0.0
4,261,blocked,supplied context,0.3077657222747803,0.0
4,261,blocked,zero context,0.29056793451309204,0.0
4,261,blocked,error-gated replacement,0.3077657222747803,0.0
4,262,blocked,supplied context,0.765180230140686,1.0
4,262,blocked,zero context,0.7553041577339172,1.0
4,262,blocked,error-gated replacement,0.765180230140686,1.0
4,263,blocked,supplied context,0.8230304718017578,1.0
4,263,blocked,zero context,0.8163943290710449,1.0
4,263,blocked,error-gated replacement,0.8255628347396851,1.0
4,264,blocked,supplied context,0.5678388476371765,1.0
4,264,blocked,zero context,0.5571299195289612,1.0
4,264,blocked,error-gated replacement,0.5678388476371765,1.0
4,265,blocked,supplied context,0.6114151477813721,1.0
4,265,blocked,zero context,0.5922666788101196,1.0
4,265,blocked,error-gated replacement,0.6245435476303101,1.0
