,model,rt,error,size_condition,cat_condition,rand_condition,block_type
106,14,0.8644528,1.0,s_ms,c_ms,c_ma,blocked
107,14,0.98437923,1.0,s_ms,c_ms,c_ms,blocked
108,14,1.8909537,0.0,s_ms,c_ms,c_ms,blocked
109,14,1.576725,0.0,s_ma,c_ms,c_ma,blocked
110,14,1.2190236,0.0,s_ma,c_ms,c_ms,blocked
111,14,0.1512402,0.0,s_ma,c_ms,c_ma,blocked
112,14,0.3652173,0.0,s_ma,c_ms,c_ms,blocked
113,14,0.98666465,0.0,s_ma,c_ms,c_ma,blocked
114,14,0.6395634,0.0,s_ms,c_ma,c_ma,blocked
115,14,0.55132794,0.0,s_ms,c_ma,c_ms,blocked
116,14,1.944701,1.0,s_ms,c_ma,c_ma,blocked
117,14,0.7153811,0.0,s_ms,c_ma,c_ms,blocked
118,14,1.4000704,0.0,s_ms,c_ma,c_ms,blocked
119,14,0.6539264,0.0,s_ma,c_ma,c_ms,blocked
120,14,2.07227,0.0,s_ma,c_ma,c_ma,blocked
121,14,0.7523221,0.0,s_ma,c_ma,c_ms,blocked
122,14,1.8345038,0.0,s_ma,c_ma,c_ma,blocked
123,14,0.61433727,0.0,s_ms,c_ms,c_ma,blocked
124,14,0.88179445,0.0,s_ms,c_ms,c_ms,blocked
125,14,1.2326156,1.0,s_ms,c_ms,c_ms,blocked
126,14,1.312438,0.0,s_ms,c_ms,c_ma,blocked
127,14,0.39021286,1.0,s_ms,c_ms,c_ma,blocked
128,14,0.7228883,0.0,s_ma,c_ms,c_ms,blocked
129,14,1.2039028,0.0,s_ma,c_ms,c_ma,blocked
130,14,0.6593314,0.0,s_ma,c_ms,c_ms,blocked
131,14,0.33365434,0.0,s_ma,c_ms,c_ma,blocked
132,14,0.79464257,0.0,s_ma,c_ms,c_ms,blocked
133,14,1.3061231,1.0,s_ms,c_ma,c_ma,blocked
134,14,0.39124775,0.0,s_ms,c_ma,c_ms,blocked
135,14,0.588328,1.0,s_ms,c_ma,c_ma,blocked
136,14,0.45114678,0.0,s_ms,c_ma,c_ms,blocked
137,14,0.31067473,0.0,s_ms,c_ma,c_ms,blocked
138,14,0.90804815,0.0,s_ma,c_ma,c_ms,blocked
139,14,1.4533792,0.0,s_ma,c_ma,c_ma,blocked
140,14,1.3376292,1.0,s_ma,c_ma,c_ms,blocked
141,14,2.0220108,0.0,s_ma,c_ma,c_ma,blocked
142,14,1.0492055,1.0,s_ms,c_ms,c_ma,blocked
143,14,1.7772865,0.0,s_ms,c_ms,c_ms,blocked
144,14,1.2196891,0.0,s_ms,c_ms,c_ms,blocked
145,14,0.9196995,1.0,s_ms,c_ms,c_ma,blocked
146,14,0.75082034,0.0,s_ms,c_ms,c_ma,blocked
147,14,0.9107075,0.0,s_ma,c_ms,c_ms,blocked
148,14,0.674736,0.0,s_ma,c_ms,c_ma,blocked
149,14,0.04736818,0.0,s_ma,c_ms,c_ms,blocked
150,14,0.25494993,1.0,s_ma,c_ms,c_ma,blocked
151,14,1.3084428,1.0,s_ma,c_ms,c_ms,blocked
152,14,1.6384366,1.0,s_ms,c_ma,c_ms,blocked
153,14,1.8617599,0.0,s_ms,c_ma,c_ma,blocked
154,14,1.32654,0.0,s_ms,c_ma,c_ms,blocked
155,14,0.44357216,0.0,s_ms,c_ma,c_ma,blocked
156,14,1.5808822,1.0,s_ms,c_ma,c_ma,blocked
157,14,0.76831424,0.0,s_ma,c_ma,c_ma,blocked
158,14,0.4636426,1.0,s_ma,c_ma,c_ms,blocked
159,14,0.9688992,0.0,s_ma,c_ma,c_ms,blocked
160,14,1.4617491,1.0,s_ma,c_ma,c_ms,blocked
161,14,0.94792306,0.0,s_ms,c_ms,c_ms,blocked
162,14,1.2066104,0.0,s_ms,c_ms,c_ma,blocked
163,14,0.70114636,0.0,s_ms,c_ms,c_ma,blocked
164,14,1.4665341,0.0,s_ms,c_ms,c_ms,blocked
165,14,0.4512753,0.0,s_ms,c_ms,c_ms,blocked
166,14,0.5168954,1.0,s_ma,c_ms,c_ma,blocked
167,14,0.664644,0.0,s_ma,c_ms,c_ms,blocked
168,14,1.2622635,0.0,s_ma,c_ms,c_ma,blocked
169,14,1.6316243,0.0,s_ma,c_ms,c_ms,blocked
170,14,1.1592491,0.0,s_ma,c_ms,c_ma,blocked
171,14,0.51587594,0.0,s_ms,c_ma,c_ma,blocked
172,14,0.24651265,1.0,s_ms,c_ma,c_ms,blocked
173,14,0.38861564,0.0,s_ms,c_ma,c_ma,blocked
174,14,1.2963424,1.0,s_ms,c_ma,c_ms,blocked
175,14,1.2205405,0.0,s_ms,c_ma,c_ms,blocked
176,14,1.7759978,0.0,s_ma,c_ma,c_ms,blocked
177,14,1.3859377,1.0,s_ma,c_ma,c_ma,blocked
178,14,0.6853831,1.0,s_ma,c_ma,c_ma,blocked
179,14,0.68576205,0.0,s_ma,c_ma,c_ms,blocked
180,14,1.3264135,1.0,s_ms,c_ms,c_ma,blocked
181,14,0.40211305,1.0,s_ms,c_ms,c_ms,blocked
182,14,0.080662996,0.0,s_ms,c_ms,c_ms,blocked
183,14,0.15460335,0.0,s_ms,c_ms,c_ma,blocked
184,14,0.18723159,1.0,s_ms,c_ms,c_ma,blocked
185,14,1.30304,0.0,s_ma,c_ms,c_ms,blocked
186,14,2.4829094,0.0,s_ma,c_ms,c_ma,blocked
187,14,0.65507025,0.0,s_ma,c_ms,c_ms,blocked
188,14,0.9830054,0.0,s_ma,c_ms,c_ma,blocked
189,14,0.2847737,0.0,s_ma,c_ms,c_ms,blocked
190,14,2.0306892,1.0,s_ma,c_ms,c_ma,blocked
191,14,1.6119083,0.0,s_ma,c_ms,c_ms,blocked
192,14,1.0700212,0.0,s_ma,c_ms,c_ma,blocked
193,14,1.5314062,0.0,s_ma,c_ms,c_ms,blocked
194,14,2.2990441,0.0,s_ma,c_ms,c_ms,blocked
195,14,1.4921381,0.0,s_ms,c_ms,c_ms,blocked
196,14,0.19250292,0.0,s_ms,c_ms,c_ma,blocked
197,14,0.8486854,0.0,s_ms,c_ms,c_ma,blocked
198,14,1.0773354,0.0,s_ms,c_ms,c_ms,blocked
199,14,0.8394122,0.0,s_ms,c_ms,c_ma,blocked
200,14,0.7468046,0.0,s_ma,c_ma,c_ms,blocked
201,14,0.26618296,0.0,s_ma,c_ma,c_ms,blocked
202,14,0.8452135,1.0,s_ma,c_ma,c_ma,blocked
203,14,0.3833531,0.0,s_ma,c_ma,c_ma,blocked
204,14,0.8760226,0.0,s_ms,c_ma,c_ms,blocked
205,14,0.4743396,0.0,s_ms,c_ma,c_ma,blocked
206,14,0.66410667,0.0,s_ms,c_ma,c_ms,blocked
207,14,1.5572789,1.0,s_ms,c_ma,c_ma,blocked
208,14,0.6064712,0.0,s_ms,c_ma,c_ms,blocked
209,14,0.5598648,0.0,s_ma,c_ms,c_ms,blocked
210,14,0.8605253,0.0,s_ma,c_ms,c_ma,blocked
211,14,1.5034122,1.0,s_ma,c_ms,c_ms,blocked
212,14,0.97923625,1.0,s_ma,c_ms,c_ma,blocked
213,14,0.47827795,1.0,s_ma,c_ms,c_ma,blocked
214,14,1.1193595,0.0,s_ms,c_ms,c_ma,blocked
215,14,0.5520068,1.0,s_ms,c_ms,c_ms,blocked
216,14,0.63811505,0.0,s_ms,c_ms,c_ms,blocked
217,14,1.6496903,1.0,s_ms,c_ms,c_ma,blocked
218,14,0.6608243,1.0,s_ms,c_ms,c_ms,blocked
219,14,1.1550772,1.0,s_ma,c_ma,c_ms,blocked
220,14,1.1016557,0.0,s_ma,c_ma,c_ma,blocked
221,14,0.5773674,0.0,s_ma,c_ma,c_ms,blocked
222,14,1.3681805,0.0,s_ma,c_ma,c_ms,blocked
223,14,1.987504,0.0,s_ms,c_ma,c_ma,blocked
224,14,1.6141039,0.0,s_ms,c_ma,c_ms,blocked
225,14,0.5222181,0.0,s_ms,c_ma,c_ma,blocked
226,14,0.41916287,0.0,s_ms,c_ma,c_ms,blocked
227,14,0.29101026,0.0,s_ms,c_ma,c_ma,blocked
228,14,1.415514,1.0,s_ma,c_ms,c_ms,blocked
229,14,1.7693186,0.0,s_ma,c_ms,c_ma,blocked
230,14,0.59553635,1.0,s_ma,c_ms,c_ms,blocked
231,14,0.5688058,0.0,s_ma,c_ms,c_ma,blocked
232,14,0.8644815,0.0,s_ma,c_ms,c_ma,blocked
233,14,0.3839922,0.0,s_ms,c_ms,c_ma,blocked
234,14,1.6700864,0.0,s_ms,c_ms,c_ms,blocked
235,14,1.0666071,1.0,s_ms,c_ms,c_ms,blocked
236,14,0.09217954,0.0,s_ms,c_ms,c_ma,blocked
237,14,0.95068514,0.0,s_ms,c_ms,c_ms,blocked
238,14,0.6923584,1.0,s_ma,c_ma,c_ms,blocked
239,14,1.5198967,0.0,s_ma,c_ma,c_ma,blocked
240,14,2.0312238,0.0,s_ma,c_ma,c_ms,blocked
241,14,0.5537988,0.0,s_ma,c_ma,c_ms,blocked
242,14,0.86467236,1.0,s_ms,c_ma,c_ma,blocked
243,14,0.3244967,0.0,s_ms,c_ma,c_ms,blocked
244,14,1.6947799,1.0,s_ms,c_ma,c_ma,blocked
245,14,0.7313805,1.0,s_ms,c_ma,c_ms,blocked
246,14,1.5213714,1.0,s_ms,c_ma,c_ma,blocked
247,14,1.0918498,0.0,s_ma,c_ms,c_ma,blocked
248,14,2.2179255,1.0,s_ma,c_ms,c_ms,blocked
249,14,1.211169,0.0,s_ma,c_ms,c_ma,blocked
250,14,0.35861695,0.0,s_ma,c_ms,c_ms,blocked
251,14,1.0685352,1.0,s_ma,c_ms,c_ms,blocked
252,14,0.6912434,1.0,s_ms,c_ms,c_ms,blocked
253,14,1.2653825,1.0,s_ms,c_ms,c_ma,blocked
254,14,1.4006039,0.0,s_ms,c_ms,c_ma,blocked
255,14,1.3673594,1.0,s_ms,c_ms,c_ms,blocked
256,14,1.3164027,0.0,s_ms,c_ms,c_ma,blocked
257,14,0.8432908,0.0,s_ma,c_ma,c_ma,blocked
258,14,0.91724265,0.0,s_ma,c_ma,c_ms,blocked
259,14,0.13161798,0.0,s_ma,c_ma,c_ms,blocked
260,14,2.2318156,0.0,s_ma,c_ma,c_ma,blocked
261,14,0.92880857,1.0,s_ms,c_ma,c_ms,blocked
262,14,0.48207632,0.0,s_ms,c_ma,c_ma,blocked
263,14,1.6679832,1.0,s_ms,c_ma,c_ms,blocked
264,14,1.0731772,1.0,s_ms,c_ma,c_ma,blocked
265,14,1.2514105,1.0,s_ms,c_ma,c_ms,blocked
266,14,0.59053135,0.0,s_ma,c_ms,c_ma,blocked
267,14,0.5260204,1.0,s_ma,c_ms,c_ms,blocked
268,14,1.2004218,0.0,s_ma,c_ms,c_ma,blocked
269,14,1.0357901,0.0,s_ma,c_ms,c_ms,blocked
270,14,0.9014852,1.0,s_ma,c_ms,c_ms,blocked
271,14,0.49107373,1.0,s_ms,c_ms,c_ms,blocked
272,14,0.9044961,1.0,s_ms,c_ms,c_ma,blocked
273,14,0.17778905,1.0,s_ms,c_ms,c_ma,blocked
274,14,0.9805297,1.0,s_ms,c_ms,c_ms,blocked
275,14,1.5153496,0.0,s_ms,c_ms,c_ma,blocked
276,14,1.0292789,0.0,s_ma,c_ma,c_ma,blocked
277,14,1.2568024,0.0,s_ma,c_ma,c_ms,blocked
278,14,0.3276844,0.0,s_ma,c_ma,c_ms,blocked
279,14,0.57392144,0.0,s_ma,c_ma,c_ma,blocked
280,14,1.3782768,1.0,s_ms,c_ma,c_ms,blocked
281,14,0.4549112,0.0,s_ms,c_ma,c_ma,blocked
282,14,0.5813581,1.0,s_ms,c_ma,c_ms,blocked
283,14,0.23538539,0.0,s_ms,c_ma,c_ma,blocked
284,14,1.1921574,0.0,s_ms,c_ma,c_ms,blocked
285,14,2.0635638,1.0,s_ms,c_ms,c_ms,blocked
286,14,0.5099077,0.0,s_ms,c_ms,c_ma,blocked
287,14,1.8896493,0.0,s_ms,c_ms,c_ms,blocked
288,14,1.1833649,0.0,s_ms,c_ms,c_ma,blocked
289,14,1.6594399,1.0,s_ms,c_ms,c_ma,blocked
290,14,0.44791335,0.0,s_ma,c_ms,c_ma,blocked
291,14,1.8576738,0.0,s_ma,c_ms,c_ms,blocked
292,14,0.20156795,0.0,s_ma,c_ms,c_ms,blocked
293,14,1.8465775,0.0,s_ma,c_ms,c_ma,blocked
294,14,0.36060262,0.0,s_ma,c_ms,c_ms,blocked
295,14,1.1529341,0.0,s_ms,c_ma,c_ms,blocked
296,14,0.317531,0.0,s_ms,c_ma,c_ma,blocked
297,14,0.7678679,0.0,s_ms,c_ma,c_ma,blocked
298,14,1.4671279,0.0,s_ms,c_ma,c_ms,blocked
299,14,1.449548,1.0,s_ms,c_ma,c_ms,blocked
300,14,0.5754798,0.0,s_ma,c_ma,c_ms,blocked
301,14,0.98915833,0.0,s_ma,c_ma,c_ma,blocked
302,14,0.46659717,1.0,s_ma,c_ma,c_ms,blocked
303,14,0.92832315,0.0,s_ma,c_ma,c_ma,blocked
304,14,0.9040807,0.0,s_ms,c_ms,c_ma,blocked
305,14,1.259704,1.0,s_ms,c_ms,c_ms,blocked
306,14,1.6547943,1.0,s_ms,c_ms,c_ma,blocked
307,14,0.19303289,1.0,s_ms,c_ms,c_ms,blocked
308,14,1.6793076,1.0,s_ms,c_ms,c_ms,blocked
309,14,1.3408607,1.0,s_ma,c_ms,c_ms,blocked
310,14,1.0920887,0.0,s_ma,c_ms,c_ma,blocked
311,14,1.0414579,1.0,s_ma,c_ms,c_ma,blocked
312,14,1.4790211,1.0,s_ma,c_ms,c_ms,blocked
313,14,0.8411977,0.0,s_ma,c_ms,c_ma,blocked
314,14,0.2641891,0.0,s_ms,c_ma,c_ma,blocked
315,14,0.82412565,1.0,s_ms,c_ma,c_ms,blocked
316,14,1.1761235,0.0,s_ms,c_ma,c_ms,blocked
317,14,1.362479,0.0,s_ms,c_ma,c_ma,blocked
318,14,0.8108855,0.0,s_ms,c_ma,c_ma,blocked
319,14,0.6482128,0.0,s_ma,c_ma,c_ms,blocked
320,14,1.83779,0.0,s_ma,c_ma,c_ms,blocked
321,14,1.5160625,1.0,s_ma,c_ma,c_ma,blocked
322,14,1.6467202,0.0,s_ma,c_ma,c_ms,blocked
323,14,1.5898707,1.0,s_ms,c_ms,c_ms,blocked
324,14,0.6406157,1.0,s_ms,c_ms,c_ma,blocked
325,14,0.8427751,0.0,s_ms,c_ms,c_ms,blocked
326,14,1.1088405,0.0,s_ms,c_ms,c_ma,blocked
327,14,0.6463766,0.0,s_ms,c_ms,c_ma,blocked
328,14,1.083412,0.0,s_ma,c_ms,c_ma,blocked
329,14,0.69359034,0.0,s_ma,c_ms,c_ms,blocked
330,14,0.7667124,0.0,s_ma,c_ms,c_ms,blocked
331,14,1.685937,0.0,s_ma,c_ms,c_ma,blocked
332,14,0.7656026,0.0,s_ma,c_ms,c_ms,blocked
333,14,1.7387879,0.0,s_ms,c_ma,c_ms,blocked
334,14,0.3475822,1.0,s_ms,c_ma,c_ma,blocked
335,14,0.7515529,1.0,s_ms,c_ma,c_ma,blocked
336,14,0.53195983,0.0,s_ms,c_ma,c_ms,blocked
337,14,0.7456359,1.0,s_ms,c_ma,c_ms,blocked
338,14,0.5939956,0.0,s_ma,c_ma,c_ma,blocked
339,14,0.7282219,1.0,s_ma,c_ma,c_ms,blocked
340,14,1.661768,0.0,s_ma,c_ma,c_ms,blocked
341,14,0.6298641,0.0,s_ma,c_ma,c_ma,blocked
342,14,0.51566917,1.0,s_ms,c_ms,c_ma,blocked
343,14,1.2329788,1.0,s_ms,c_ms,c_ms,blocked
344,14,1.27668,0.0,s_ms,c_ms,c_ma,blocked
345,14,0.7801623,1.0,s_ms,c_ms,c_ms,blocked
346,14,1.16483,0.0,s_ms,c_ms,c_ms,blocked
347,14,0.30664217,0.0,s_ma,c_ms,c_ms,blocked
348,14,0.38282618,1.0,s_ma,c_ms,c_ma,blocked
349,14,1.6653697,0.0,s_ma,c_ms,c_ma,blocked
350,14,0.27121097,0.0,s_ma,c_ms,c_ms,blocked
351,14,1.6180035,0.0,s_ma,c_ms,c_ma,blocked
352,14,0.877141,1.0,s_ms,c_ma,c_ma,blocked
353,14,1.4414406,0.0,s_ms,c_ma,c_ms,blocked
354,14,2.1293864,1.0,s_ms,c_ma,c_ms,blocked
355,14,0.8317231,1.0,s_ms,c_ma,c_ma,blocked
356,14,2.0982742,0.0,s_ms,c_ma,c_ma,blocked
357,14,1.509621,0.0,s_ma,c_ma,c_ms,blocked
358,14,0.6868777,0.0,s_ma,c_ma,c_ma,blocked
359,14,0.57768285,0.0,s_ma,c_ma,c_ms,blocked
360,14,0.89761984,1.0,s_ma,c_ma,c_ms,blocked
361,14,0.9429352,1.0,s_ms,c_ms,c_ms,blocked
362,14,0.32698545,1.0,s_ms,c_ms,c_ma,blocked
363,14,0.71152747,0.0,s_ms,c_ms,c_ms,blocked
364,14,1.3159873,1.0,s_ms,c_ms,c_ma,blocked
365,14,1.2809699,0.0,s_ms,c_ms,c_ma,blocked
366,14,1.1474043,0.0,s_ma,c_ms,c_ma,blocked
367,14,1.938276,0.0,s_ma,c_ms,c_ms,blocked
368,14,0.088395104,1.0,s_ma,c_ms,c_ms,blocked
369,14,0.6885688,0.0,s_ma,c_ms,c_ma,blocked
370,14,1.0593721,0.0,s_ma,c_ms,c_ms,blocked
371,14,0.5804456,0.0,s_ms,c_ma,c_ms,blocked
372,14,0.584461,1.0,s_ms,c_ma,c_ma,blocked
373,14,0.644632,1.0,s_ms,c_ma,c_ma,blocked
374,14,0.44177407,0.0,s_ms,c_ma,c_ms,blocked
375,14,0.8036815,0.0,s_ms,c_ma,c_ms,blocked
376,14,0.6089358,0.0,s_ma,c_ma,c_ma,blocked
377,14,0.65045077,0.0,s_ma,c_ma,c_ms,blocked
378,14,0.37604594,1.0,s_ma,c_ma,c_ma,blocked
379,14,0.9058672,0.0,s_ma,c_ma,c_ms,blocked
380,14,0.519289,0.0,s_ma,c_ma,c_ms,interleaved
381,14,0.9312423,1.0,s_ma,c_ma,c_ma,interleaved
382,14,0.88340354,0.0,s_ma,c_ma,c_ms,interleaved
383,14,0.20569423,0.0,s_ma,c_ma,c_ms,interleaved
384,14,1.619723,1.0,s_ms,c_ma,c_ms,interleaved
385,14,2.3167467,0.0,s_ms,c_ma,c_ma,interleaved
386,14,1.731132,0.0,s_ms,c_ma,c_ma,interleaved
387,14,0.41138196,0.0,s_ms,c_ma,c_ms,interleaved
388,14,1.8102515,1.0,s_ms,c_ma,c_ma,interleaved
389,14,1.0739429,1.0,s_ma,c_ms,c_ma,interleaved
390,14,0.3099257,1.0,s_ma,c_ms,c_ms,interleaved
391,14,1.0825409,0.0,s_ma,c_ms,c_ms,interleaved
392,14,1.2813463,0.0,s_ma,c_ms,c_ma,interleaved
393,14,0.5648407,1.0,s_ma,c_ms,c_ma,interleaved
394,14,0.89434344,0.0,s_ms,c_ms,c_ms,interleaved
395,14,1.8907398,0.0,s_ms,c_ms,c_ma,interleaved
396,14,1.4580672,0.0,s_ms,c_ms,c_ms,interleaved
397,14,1.2924193,0.0,s_ms,c_ms,c_ma,interleaved
398,14,0.73760676,1.0,s_ms,c_ms,c_ms,interleaved
399,14,0.78269666,0.0,s_ma,c_ma,c_ms,interleaved
400,14,0.8506149,1.0,s_ma,c_ma,c_ms,interleaved
401,14,1.4152403,1.0,s_ma,c_ma,c_ma,interleaved
402,14,2.1800747,0.0,s_ma,c_ma,c_ma,interleaved
403,14,1.2030387,1.0,s_ms,c_ma,c_ma,interleaved
404,14,0.74778277,0.0,s_ms,c_ma,c_ms,interleaved
405,14,1.1708449,1.0,s_ms,c_ma,c_ms,interleaved
406,14,0.99986744,1.0,s_ms,c_ma,c_ma,interleaved
407,14,0.49855667,1.0,s_ms,c_ma,c_ms,interleaved
408,14,0.60189843,0.0,s_ma,c_ms,c_ms,interleaved
409,14,1.2567602,0.0,s_ma,c_ms,c_ma,interleaved
410,14,0.6724473,0.0,s_ma,c_ms,c_ma,interleaved
411,14,1.3909388,0.0,s_ma,c_ms,c_ms,interleaved
412,14,0.6016893,0.0,s_ma,c_ms,c_ms,interleaved
413,14,1.1221372,1.0,s_ms,c_ms,c_ma,interleaved
414,14,0.6550982,0.0,s_ms,c_ms,c_ms,interleaved
415,14,0.34975648,0.0,s_ms,c_ms,c_ma,interleaved
416,14,1.582462,1.0,s_ms,c_ms,c_ms,interleaved
417,14,0.11583109,1.0,s_ms,c_ms,c_ma,interleaved
418,14,1.9746468,0.0,s_ma,c_ma,c_ma,interleaved
419,14,0.29176304,0.0,s_ma,c_ma,c_ms,interleaved
420,14,0.8947734,0.0,s_ma,c_ma,c_ms,interleaved
421,14,0.37176722,1.0,s_ma,c_ma,c_ms,interleaved
422,14,0.996426,0.0,s_ms,c_ma,c_ms,interleaved
423,14,0.85374975,1.0,s_ms,c_ma,c_ma,interleaved
424,14,1.5795469,0.0,s_ms,c_ma,c_ma,interleaved
425,14,0.12534896,1.0,s_ms,c_ma,c_ms,interleaved
426,14,1.346309,0.0,s_ms,c_ma,c_ma,interleaved
427,14,0.50402,0.0,s_ma,c_ms,c_ma,interleaved
428,14,1.7218363,0.0,s_ma,c_ms,c_ms,interleaved
429,14,0.56175184,0.0,s_ma,c_ms,c_ms,interleaved
430,14,1.7016324,0.0,s_ma,c_ms,c_ma,interleaved
431,14,1.4623666,1.0,s_ma,c_ms,c_ma,interleaved
432,14,0.5982944,0.0,s_ms,c_ms,c_ms,interleaved
433,14,0.9242196,0.0,s_ms,c_ms,c_ma,interleaved
434,14,0.42840952,1.0,s_ms,c_ms,c_ms,interleaved
435,14,1.3398559,1.0,s_ms,c_ms,c_ma,interleaved
436,14,2.0296526,0.0,s_ms,c_ms,c_ms,interleaved
437,14,1.4245462,1.0,s_ma,c_ma,c_ms,interleaved
438,14,0.96545756,0.0,s_ma,c_ma,c_ma,interleaved
439,14,0.9312243,0.0,s_ma,c_ma,c_ms,interleaved
440,14,1.3116838,0.0,s_ma,c_ma,c_ma,interleaved
441,14,0.9488921,0.0,s_ms,c_ma,c_ma,interleaved
442,14,1.1702538,0.0,s_ms,c_ma,c_ms,interleaved
443,14,0.64907694,1.0,s_ms,c_ma,c_ms,interleaved
444,14,1.1362718,1.0,s_ms,c_ma,c_ma,interleaved
445,14,1.6645625,0.0,s_ms,c_ma,c_ms,interleaved
446,14,0.8175743,0.0,s_ma,c_ms,c_ms,interleaved
447,14,1.4539361,0.0,s_ma,c_ms,c_ma,interleaved
448,14,1.0574167,0.0,s_ma,c_ms,c_ma,interleaved
449,14,0.8379837,0.0,s_ma,c_ms,c_ms,interleaved
450,14,0.66721016,0.0,s_ma,c_ms,c_ms,interleaved
451,14,1.1900575,0.0,s_ms,c_ms,c_ma,interleaved
452,14,0.28092945,0.0,s_ms,c_ms,c_ms,interleaved
453,14,0.76970536,0.0,s_ms,c_ms,c_ma,interleaved
454,14,1.1743311,1.0,s_ms,c_ms,c_ms,interleaved
455,14,1.9595015,1.0,s_ms,c_ms,c_ma,interleaved
456,14,0.7405833,0.0,s_ma,c_ma,c_ms,interleaved
457,14,0.722849,0.0,s_ma,c_ma,c_ma,interleaved
458,14,0.43481398,0.0,s_ma,c_ma,c_ms,interleaved
459,14,0.39794418,1.0,s_ma,c_ma,c_ma,interleaved
460,14,0.7432582,1.0,s_ms,c_ma,c_ma,interleaved
461,14,0.95724994,1.0,s_ms,c_ma,c_ms,interleaved
462,14,0.47526067,0.0,s_ms,c_ma,c_ms,interleaved
463,14,1.1823772,0.0,s_ms,c_ma,c_ma,interleaved
464,14,1.825325,0.0,s_ms,c_ma,c_ms,interleaved
465,14,0.68410623,0.0,s_ma,c_ms,c_ms,interleaved
466,14,0.51389056,1.0,s_ma,c_ms,c_ma,interleaved
467,14,0.51428246,0.0,s_ma,c_ms,c_ma,interleaved
468,14,1.0733213,0.0,s_ma,c_ms,c_ms,interleaved
469,14,1.0457096,0.0,s_ma,c_ms,c_ms,interleaved
470,14,0.2239412,1.0,s_ms,c_ms,c_ma,interleaved
471,14,0.44880798,1.0,s_ms,c_ms,c_ms,interleaved
472,14,0.18194741,1.0,s_ms,c_ms,c_ma,interleaved
473,14,1.8005607,0.0,s_ms,c_ms,c_ms,interleaved
474,14,1.6615796,0.0,s_ms,c_ms,c_ma,interleaved
475,14,1.7218654,1.0,s_ms,c_ma,c_ms,interleaved
476,14,0.55964136,1.0,s_ms,c_ma,c_ma,interleaved
477,14,2.732405,0.0,s_ms,c_ma,c_ms,interleaved
478,14,0.8686155,0.0,s_ms,c_ma,c_ma,interleaved
479,14,0.96274513,0.0,s_ms,c_ma,c_ma,interleaved
480,14,0.595117,0.0,s_ma,c_ma,c_ms,interleaved
481,14,0.58481264,0.0,s_ma,c_ma,c_ms,interleaved
482,14,0.48864314,0.0,s_ma,c_ma,c_ma,interleaved
483,14,0.8806578,0.0,s_ma,c_ma,c_ms,interleaved
484,14,0.406873,1.0,s_ms,c_ms,c_ms,interleaved
485,14,0.66244465,0.0,s_ms,c_ms,c_ma,interleaved
486,14,0.64378566,1.0,s_ms,c_ms,c_ma,interleaved
487,14,1.9288819,0.0,s_ms,c_ms,c_ms,interleaved
488,14,1.0655704,1.0,s_ms,c_ms,c_ms,interleaved
489,14,1.5587204,0.0,s_ma,c_ms,c_ma,interleaved
490,14,0.78180635,1.0,s_ma,c_ms,c_ms,interleaved
491,14,0.26009682,0.0,s_ma,c_ms,c_ma,interleaved
492,14,1.4874508,0.0,s_ma,c_ms,c_ms,interleaved
493,14,1.409658,1.0,s_ma,c_ms,c_ma,interleaved
494,14,0.8227724,0.0,s_ms,c_ma,c_ma,interleaved
495,14,1.1330744,1.0,s_ms,c_ma,c_ms,interleaved
496,14,0.692547,0.0,s_ms,c_ma,c_ma,interleaved
497,14,0.48985022,0.0,s_ms,c_ma,c_ms,interleaved
498,14,1.645874,0.0,s_ms,c_ma,c_ms,interleaved
499,14,1.0961592,0.0,s_ma,c_ma,c_ms,interleaved
500,14,0.43503258,0.0,s_ma,c_ma,c_ma,interleaved
501,14,0.59203684,1.0,s_ma,c_ma,c_ms,interleaved
502,14,1.0202526,0.0,s_ma,c_ma,c_ma,interleaved
503,14,1.0403138,1.0,s_ms,c_ms,c_ma,interleaved
504,14,0.33908564,0.0,s_ms,c_ms,c_ms,interleaved
505,14,0.86535525,1.0,s_ms,c_ms,c_ms,interleaved
506,14,1.0631562,1.0,s_ms,c_ms,c_ma,interleaved
507,14,0.7768841,0.0,s_ms,c_ms,c_ma,interleaved
508,14,0.9225287,0.0,s_ma,c_ms,c_ms,interleaved
509,14,0.8540678,0.0,s_ma,c_ms,c_ma,interleaved
510,14,0.8334366,0.0,s_ma,c_ms,c_ms,interleaved
511,14,1.8800037,0.0,s_ma,c_ms,c_ma,interleaved
512,14,0.3683613,1.0,s_ma,c_ms,c_ms,interleaved
513,14,1.2807715,1.0,s_ms,c_ma,c_ma,interleaved
514,14,1.0623459,1.0,s_ms,c_ma,c_ms,interleaved
515,14,1.5074373,0.0,s_ms,c_ma,c_ma,interleaved
516,14,1.5925707,0.0,s_ms,c_ma,c_ms,interleaved
517,14,0.11090972,0.0,s_ms,c_ma,c_ms,interleaved
518,14,0.51239276,0.0,s_ma,c_ma,c_ms,interleaved
519,14,0.9031726,0.0,s_ma,c_ma,c_ma,interleaved
520,14,1.0198671,0.0,s_ma,c_ma,c_ms,interleaved
521,14,1.4546764,1.0,s_ma,c_ma,c_ma,interleaved
522,14,1.4134599,0.0,s_ms,c_ms,c_ma,interleaved
523,14,1.3436118,0.0,s_ms,c_ms,c_ms,interleaved
524,14,0.37635288,0.0,s_ms,c_ms,c_ms,interleaved
525,14,0.93876183,1.0,s_ms,c_ms,c_ma,interleaved
