,model,rt,error,size_condition,cat_condition,rand_condition,block_type
0,0,0.9425374,1.0,s_ma,c_ma,c_ms,blocked
1,0,0.708104,0.0,s_ma,c_ma,c_ma,blocked
2,0,0.43909702,0.0,s_ma,c_ma,c_ms,blocked
3,0,0.20086685,0.0,s_ma,c_ma,c_ms,blocked
4,0,1.1489186,0.0,s_ms,c_ma,c_ms,blocked
5,0,0.39900744,1.0,s_ms,c_ma,c_ma,blocked
6,0,1.0362493,0.0,s_ms,c_ma,c_ma,blocked
7,0,0.74224365,0.0,s_ms,c_ma,c_ms,blocked
8,0,2.2458773,0.0,s_ms,c_ma,c_ma,blocked
9,0,1.0767736,1.0,s_ma,c_ms,c_ma,blocked
10,0,1.038684,0.0,s_ma,c_ms,c_ms,blocked
11,0,1.3146392,1.0,s_ma,c_ms,c_ms,blocked
12,0,0.6749389,0.0,s_ma,c_ms,c_ma,blocked
13,0,1.3635784,1.0,s_ma,c_ms,c_ma,blocked
14,0,1.579971,1.0,s_ms,c_ms,c_ms,blocked
15,0,0.50090855,0.0,s_ms,c_ms,c_ma,blocked
16,0,0.16255519,0.0,s_ms,c_ms,c_ms,blocked
17,0,0.57649994,0.0,s_ms,c_ms,c_ma,blocked
18,0,1.3742912,1.0,s_ms,c_ms,c_ms,blocked
19,0,1.3191648,0.0,s_ma,c_ma,c_ms,blocked
20,0,0.77154994,1.0,s_ma,c_ma,c_ms,blocked
21,0,0.399101,0.0,s_ma,c_ma,c_ma,blocked
22,0,1.6745198,0.0,s_ma,c_ma,c_ma,blocked
23,0,1.1726339,0.0,s_ms,c_ma,c_ma,blocked
24,0,1.9222486,0.0,s_ms,c_ma,c_ms,blocked
25,0,1.0544944,1.0,s_ms,c_ma,c_ms,blocked
26,0,1.282484,0.0,s_ms,c_ma,c_ma,blocked
27,0,1.0333073,0.0,s_ms,c_ma,c_ms,blocked
28,0,1.0463154,0.0,s_ma,c_ms,c_ms,blocked
29,0,0.87601674,1.0,s_ma,c_ms,c_ma,blocked
30,0,0.3398015,1.0,s_ma,c_ms,c_ma,blocked
31,0,0.9873301,1.0,s_ma,c_ms,c_ms,blocked
32,0,0.40507257,1.0,s_ma,c_ms,c_ms,blocked
33,0,0.256154,0.0,s_ms,c_ms,c_ma,blocked
34,0,1.4291238,0.0,s_ms,c_ms,c_ms,blocked
35,0,0.37496352,0.0,s_ms,c_ms,c_ma,blocked
36,0,0.822294,0.0,s_ms,c_ms,c_ms,blocked
37,0,0.14416446,1.0,s_ms,c_ms,c_ma,blocked
38,0,1.2507093,0.0,s_ma,c_ma,c_ma,blocked
39,0,0.8857373,1.0,s_ma,c_ma,c_ms,blocked
40,0,1.9754882,0.0,s_ma,c_ma,c_ms,blocked
41,0,0.3613366,0.0,s_ma,c_ma,c_ms,blocked
42,0,2.008751,1.0,s_ms,c_ma,c_ms,blocked
43,0,0.21356182,1.0,s_ms,c_ma,c_ma,blocked
44,0,0.7907005,1.0,s_ms,c_ma,c_ma,blocked
45,0,1.082669,1.0,s_ms,c_ma,c_ms,blocked
46,0,0.19402517,1.0,s_ms,c_ma,c_ma,blocked
47,0,0.4306314,0.0,s_ma,c_ms,c_ma,blocked
48,0,0.7430359,1.0,s_ma,c_ms,c_ms,blocked
49,0,0.6040959,0.0,s_ma,c_ms,c_ms,blocked
50,0,0.73385763,0.0,s_ma,c_ms,c_ma,blocked
51,0,1.100872,0.0,s_ma,c_ms,c_ma,blocked
52,0,2.2286308,0.0,s_ms,c_ms,c_ms,blocked
53,0,0.5993158,0.0,s_ms,c_ms,c_ma,blocked
54,0,1.0155401,1.0,s_ms,c_ms,c_ms,blocked
55,0,0.4513104,0.0,s_ms,c_ms,c_ma,blocked
56,0,0.7127983,1.0,s_ms,c_ms,c_ms,blocked
57,0,1.3078065,0.0,s_ma,c_ma,c_ms,blocked
58,0,0.24146786,0.0,s_ma,c_ma,c_ma,blocked
59,0,0.68242127,0.0,s_ma,c_ma,c_ms,blocked
60,0,0.7680929,0.0,s_ma,c_ma,c_ma,blocked
61,0,0.86086744,0.0,s_ms,c_ma,c_ma,blocked
62,0,2.8961177,0.0,s_ms,c_ma,c_ms,blocked
63,0,1.3002977,1.0,s_ms,c_ma,c_ms,blocked
64,0,1.4551792,1.0,s_ms,c_ma,c_ma,blocked
65,0,1.1177051,1.0,s_ms,c_ma,c_ms,blocked
66,0,0.78238666,0.0,s_ma,c_ms,c_ms,blocked
67,0,0.6916474,0.0,s_ma,c_ms,c_ma,blocked
68,0,0.8072078,0.0,s_ma,c_ms,c_ma,blocked
69,0,0.6397833,0.0,s_ma,c_ms,c_ms,blocked
70,0,0.5831026,0.0,s_ma,c_ms,c_ms,blocked
71,0,0.20519505,1.0,s_ms,c_ms,c_ma,blocked
72,0,1.1133648,0.0,s_ms,c_ms,c_ms,blocked
73,0,0.20554414,1.0,s_ms,c_ms,c_ma,blocked
74,0,0.72859573,0.0,s_ms,c_ms,c_ms,blocked
75,0,0.8942111,1.0,s_ms,c_ms,c_ma,blocked
76,0,0.24614508,1.0,s_ma,c_ma,c_ms,blocked
77,0,0.23332101,1.0,s_ma,c_ma,c_ma,blocked
78,0,1.6404251,1.0,s_ma,c_ma,c_ms,blocked
79,0,0.7108933,0.0,s_ma,c_ma,c_ma,blocked
80,0,0.98257214,0.0,s_ms,c_ma,c_ma,blocked
81,0,1.1817718,0.0,s_ms,c_ma,c_ms,blocked
82,0,0.39195195,0.0,s_ms,c_ma,c_ms,blocked
83,0,0.10391819,0.0,s_ms,c_ma,c_ma,blocked
84,0,1.0101745,0.0,s_ms,c_ma,c_ms,blocked
85,0,1.2859006,0.0,s_ma,c_ms,c_ms,blocked
86,0,0.56384504,1.0,s_ma,c_ms,c_ma,blocked
87,0,0.5294131,0.0,s_ma,c_ms,c_ma,blocked
88,0,1.2311311,0.0,s_ma,c_ms,c_ms,blocked
89,0,0.97757804,0.0,s_ma,c_ms,c_ms,blocked
90,0,2.9685433,0.0,s_ms,c_ms,c_ma,blocked
91,0,0.5219376,1.0,s_ms,c_ms,c_ms,blocked
92,0,0.6521995,0.0,s_ms,c_ms,c_ma,blocked
93,0,0.3082698,0.0,s_ms,c_ms,c_ms,blocked
94,0,1.0078832,1.0,s_ms,c_ms,c_ma,blocked
95,0,1.2383709,1.0,s_ms,c_ma,c_ms,blocked
96,0,0.49622902,1.0,s_ms,c_ma,c_ma,blocked
97,0,0.9628033,1.0,s_ms,c_ma,c_ms,blocked
98,0,1.1155951,0.0,s_ms,c_ma,c_ma,blocked
99,0,0.47039822,1.0,s_ms,c_ma,c_ma,blocked
100,0,1.5405302,0.0,s_ma,c_ma,c_ms,blocked
101,0,0.48667496,0.0,s_ma,c_ma,c_ms,blocked
102,0,0.2875318,0.0,s_ma,c_ma,c_ma,blocked
103,0,0.4094068,0.0,s_ma,c_ma,c_ms,blocked
104,0,1.5503168,0.0,s_ms,c_ms,c_ms,blocked
105,0,0.5699563,0.0,s_ms,c_ms,c_ma,blocked
106,0,0.5167086,1.0,s_ms,c_ms,c_ma,blocked
107,0,0.12367575,0.0,s_ms,c_ms,c_ms,blocked
108,0,0.5294437,0.0,s_ms,c_ms,c_ms,blocked
109,0,1.1293881,0.0,s_ma,c_ms,c_ma,blocked
110,0,1.071944,0.0,s_ma,c_ms,c_ms,blocked
111,0,1.0498785,0.0,s_ma,c_ms,c_ma,blocked
112,0,0.8180907,0.0,s_ma,c_ms,c_ms,blocked
113,0,0.42204988,0.0,s_ma,c_ms,c_ma,blocked
114,0,1.6859721,0.0,s_ms,c_ma,c_ma,blocked
115,0,2.256891,0.0,s_ms,c_ma,c_ms,blocked
116,0,1.2313223,1.0,s_ms,c_ma,c_ma,blocked
117,0,0.5706358,1.0,s_ms,c_ma,c_ms,blocked
118,0,1.2890297,1.0,s_ms,c_ma,c_ms,blocked
119,0,0.3653498,0.0,s_ma,c_ma,c_ms,blocked
120,0,0.8942615,0.0,s_ma,c_ma,c_ma,blocked
121,0,0.8182729,0.0,s_ma,c_ma,c_ms,blocked
122,0,0.7953947,0.0,s_ma,c_ma,c_ma,blocked
123,0,0.26802966,1.0,s_ms,c_ms,c_ma,blocked
124,0,0.5916342,1.0,s_ms,c_ms,c_ms,blocked
125,0,1.2261802,0.0,s_ms,c_ms,c_ms,blocked
126,0,0.32915857,0.0,s_ms,c_ms,c_ma,blocked
127,0,0.037046723,0.0,s_ms,c_ms,c_ma,blocked
128,0,0.9160104,0.0,s_ma,c_ms,c_ms,blocked
129,0,0.7082393,0.0,s_ma,c_ms,c_ma,blocked
130,0,1.6837752,1.0,s_ma,c_ms,c_ms,blocked
131,0,1.4124526,0.0,s_ma,c_ms,c_ma,blocked
132,0,0.5732165,0.0,s_ma,c_ms,c_ms,blocked
133,0,0.499913,1.0,s_ms,c_ma,c_ma,blocked
134,0,0.70527023,0.0,s_ms,c_ma,c_ms,blocked
135,0,0.46848315,0.0,s_ms,c_ma,c_ma,blocked
136,0,0.41070688,1.0,s_ms,c_ma,c_ms,blocked
137,0,1.1673082,0.0,s_ms,c_ma,c_ms,blocked
138,0,0.28313148,0.0,s_ma,c_ma,c_ms,blocked
139,0,1.7611296,1.0,s_ma,c_ma,c_ma,blocked
140,0,0.46889454,0.0,s_ma,c_ma,c_ms,blocked
141,0,1.4149429,1.0,s_ma,c_ma,c_ma,blocked
142,0,0.5042578,0.0,s_ms,c_ms,c_ma,blocked
143,0,0.72953737,1.0,s_ms,c_ms,c_ms,blocked
144,0,0.99887484,1.0,s_ms,c_ms,c_ms,blocked
145,0,0.5496055,0.0,s_ms,c_ms,c_ma,blocked
146,0,1.1177003,0.0,s_ms,c_ms,c_ma,blocked
147,0,0.9446926,0.0,s_ma,c_ms,c_ms,blocked
148,0,1.0179625,1.0,s_ma,c_ms,c_ma,blocked
149,0,1.7493308,0.0,s_ma,c_ms,c_ms,blocked
150,0,0.7271024,1.0,s_ma,c_ms,c_ma,blocked
151,0,1.1725287,1.0,s_ma,c_ms,c_ms,blocked
152,0,0.3304198,1.0,s_ms,c_ma,c_ms,blocked
153,0,1.4372207,0.0,s_ms,c_ma,c_ma,blocked
154,0,0.61852944,0.0,s_ms,c_ma,c_ms,blocked
155,0,0.54588974,1.0,s_ms,c_ma,c_ma,blocked
156,0,0.6229578,0.0,s_ms,c_ma,c_ma,blocked
157,0,1.2415824,0.0,s_ma,c_ma,c_ma,blocked
158,0,0.7807313,0.0,s_ma,c_ma,c_ms,blocked
159,0,0.072537825,0.0,s_ma,c_ma,c_ms,blocked
160,0,1.074453,1.0,s_ma,c_ma,c_ms,blocked
161,0,0.8601013,0.0,s_ms,c_ms,c_ms,blocked
162,0,0.9873984,1.0,s_ms,c_ms,c_ma,blocked
163,0,2.3727546,0.0,s_ms,c_ms,c_ma,blocked
164,0,0.8228847,0.0,s_ms,c_ms,c_ms,blocked
165,0,1.5780056,1.0,s_ms,c_ms,c_ms,blocked
166,0,0.5214238,0.0,s_ma,c_ms,c_ma,blocked
167,0,0.6219181,0.0,s_ma,c_ms,c_ms,blocked
168,0,1.0907059,1.0,s_ma,c_ms,c_ma,blocked
169,0,0.43464756,0.0,s_ma,c_ms,c_ms,blocked
170,0,1.2548786,0.0,s_ma,c_ms,c_ma,blocked
171,0,0.44804388,0.0,s_ms,c_ma,c_ma,blocked
172,0,1.4993216,0.0,s_ms,c_ma,c_ms,blocked
173,0,0.4065814,1.0,s_ms,c_ma,c_ma,blocked
174,0,0.78650475,0.0,s_ms,c_ma,c_ms,blocked
175,0,0.8235488,1.0,s_ms,c_ma,c_ms,blocked
176,0,1.0126567,0.0,s_ma,c_ma,c_ms,blocked
177,0,1.2431633,0.0,s_ma,c_ma,c_ma,blocked
178,0,1.0814558,0.0,s_ma,c_ma,c_ma,blocked
179,0,0.72758293,0.0,s_ma,c_ma,c_ms,blocked
180,0,1.7797434,0.0,s_ms,c_ms,c_ma,blocked
181,0,2.054432,0.0,s_ms,c_ms,c_ms,blocked
182,0,0.25397077,0.0,s_ms,c_ms,c_ms,blocked
183,0,1.1233857,0.0,s_ms,c_ms,c_ma,blocked
184,0,1.5410306,1.0,s_ms,c_ms,c_ma,blocked
185,0,1.239823,0.0,s_ma,c_ms,c_ms,blocked
186,0,1.2639729,0.0,s_ma,c_ms,c_ma,blocked
187,0,0.6839967,0.0,s_ma,c_ms,c_ms,blocked
188,0,0.29146516,0.0,s_ma,c_ms,c_ma,blocked
189,0,1.0205073,0.0,s_ma,c_ms,c_ms,blocked
190,0,1.1032684,0.0,s_ma,c_ms,c_ma,blocked
191,0,1.2158947,0.0,s_ma,c_ms,c_ms,blocked
192,0,0.48238605,0.0,s_ma,c_ms,c_ma,blocked
193,0,0.8830677,1.0,s_ma,c_ms,c_ms,blocked
194,0,0.8435651,0.0,s_ma,c_ms,c_ms,blocked
195,0,0.82916117,0.0,s_ms,c_ms,c_ms,blocked
196,0,1.2590494,0.0,s_ms,c_ms,c_ma,blocked
197,0,1.4965658,1.0,s_ms,c_ms,c_ma,blocked
198,0,0.44763258,0.0,s_ms,c_ms,c_ms,blocked
199,0,1.136976,0.0,s_ms,c_ms,c_ma,blocked
200,0,1.6979991,1.0,s_ma,c_ma,c_ms,blocked
201,0,0.53787833,0.0,s_ma,c_ma,c_ms,blocked
202,0,1.1087137,0.0,s_ma,c_ma,c_ma,blocked
203,0,1.6212313,0.0,s_ma,c_ma,c_ma,blocked
204,0,1.0842724,1.0,s_ms,c_ma,c_ms,blocked
205,0,1.2673454,0.0,s_ms,c_ma,c_ma,blocked
206,0,0.5813903,0.0,s_ms,c_ma,c_ms,blocked
207,0,0.39250854,0.0,s_ms,c_ma,c_ma,blocked
208,0,1.6796418,0.0,s_ms,c_ma,c_ms,blocked
209,0,0.92267525,0.0,s_ma,c_ms,c_ms,blocked
210,0,0.6520918,0.0,s_ma,c_ms,c_ma,blocked
211,0,1.4881437,0.0,s_ma,c_ms,c_ms,blocked
212,0,3.1498442,0.0,s_ma,c_ms,c_ma,blocked
213,0,0.4637866,0.0,s_ma,c_ms,c_ma,blocked
214,0,0.6686402,0.0,s_ms,c_ms,c_ma,blocked
215,0,0.67150736,1.0,s_ms,c_ms,c_ms,blocked
216,0,1.5071455,1.0,s_ms,c_ms,c_ms,blocked
217,0,0.43800944,1.0,s_ms,c_ms,c_ma,blocked
218,0,1.9136211,0.0,s_ms,c_ms,c_ms,blocked
219,0,1.8080736,1.0,s_ma,c_ma,c_ms,blocked
220,0,1.9847201,1.0,s_ma,c_ma,c_ma,blocked
221,0,0.22419697,0.0,s_ma,c_ma,c_ms,blocked
222,0,1.6877483,0.0,s_ma,c_ma,c_ms,blocked
223,0,0.27113432,0.0,s_ms,c_ma,c_ma,blocked
224,0,1.5415585,1.0,s_ms,c_ma,c_ms,blocked
225,0,0.49397627,1.0,s_ms,c_ma,c_ma,blocked
226,0,1.0594105,1.0,s_ms,c_ma,c_ms,blocked
227,0,0.059148893,1.0,s_ms,c_ma,c_ma,blocked
228,0,0.36292338,0.0,s_ma,c_ms,c_ms,blocked
229,0,0.24643278,1.0,s_ma,c_ms,c_ma,blocked
230,0,1.314745,0.0,s_ma,c_ms,c_ms,blocked
231,0,0.50189143,0.0,s_ma,c_ms,c_ma,blocked
232,0,0.7053007,0.0,s_ma,c_ms,c_ma,blocked
233,0,0.401654,0.0,s_ms,c_ms,c_ma,blocked
234,0,1.9676108,1.0,s_ms,c_ms,c_ms,blocked
235,0,1.531407,0.0,s_ms,c_ms,c_ms,blocked
236,0,0.8291657,0.0,s_ms,c_ms,c_ma,blocked
237,0,0.20735228,1.0,s_ms,c_ms,c_ms,blocked
238,0,0.35241857,0.0,s_ma,c_ma,c_ms,blocked
239,0,0.30690312,0.0,s_ma,c_ma,c_ma,blocked
240,0,0.59285414,0.0,s_ma,c_ma,c_ms,blocked
241,0,0.5983435,0.0,s_ma,c_ma,c_ms,blocked
242,0,0.8070294,1.0,s_ms,c_ma,c_ma,blocked
243,0,0.5684,0.0,s_ms,c_ma,c_ms,blocked
244,0,0.86494946,0.0,s_ms,c_ma,c_ma,blocked
245,0,1.4204388,0.0,s_ms,c_ma,c_ms,blocked
246,0,1.2185334,0.0,s_ms,c_ma,c_ma,blocked
247,0,1.0379107,0.0,s_ma,c_ms,c_ma,blocked
248,0,1.2852867,0.0,s_ma,c_ms,c_ms,blocked
249,0,1.2874739,0.0,s_ma,c_ms,c_ma,blocked
250,0,2.6060147,0.0,s_ma,c_ms,c_ms,blocked
251,0,0.84497356,0.0,s_ma,c_ms,c_ms,blocked
252,0,1.1084844,0.0,s_ms,c_ms,c_ms,blocked
253,0,2.2794456,0.0,s_ms,c_ms,c_ma,blocked
254,0,1.3124255,1.0,s_ms,c_ms,c_ma,blocked
255,0,1.3126504,1.0,s_ms,c_ms,c_ms,blocked
256,0,0.13745846,1.0,s_ms,c_ms,c_ma,blocked
257,0,0.8535761,1.0,s_ma,c_ma,c_ma,blocked
258,0,1.202008,1.0,s_ma,c_ma,c_ms,blocked
259,0,1.7267967,0.0,s_ma,c_ma,c_ms,blocked
260,0,0.6856155,0.0,s_ma,c_ma,c_ma,blocked
261,0,1.288364,0.0,s_ms,c_ma,c_ms,blocked
262,0,1.2908343,0.0,s_ms,c_ma,c_ma,blocked
263,0,1.4113458,1.0,s_ms,c_ma,c_ms,blocked
264,0,0.42838836,1.0,s_ms,c_ma,c_ma,blocked
265,0,0.42622387,1.0,s_ms,c_ma,c_ms,blocked
266,0,0.73650527,0.0,s_ma,c_ms,c_ma,blocked
267,0,1.0019764,0.0,s_ma,c_ms,c_ms,blocked
268,0,0.838849,0.0,s_ma,c_ms,c_ma,blocked
269,0,2.8739347,0.0,s_ma,c_ms,c_ms,blocked
270,0,0.532779,1.0,s_ma,c_ms,c_ms,blocked
271,0,0.66298926,1.0,s_ms,c_ms,c_ms,blocked
272,0,0.61425227,0.0,s_ms,c_ms,c_ma,blocked
273,0,1.3507209,0.0,s_ms,c_ms,c_ma,blocked
274,0,0.4515106,1.0,s_ms,c_ms,c_ms,blocked
275,0,0.34120134,1.0,s_ms,c_ms,c_ma,blocked
276,0,0.23897126,0.0,s_ma,c_ma,c_ma,blocked
277,0,0.4068011,0.0,s_ma,c_ma,c_ms,blocked
278,0,1.2415675,1.0,s_ma,c_ma,c_ms,blocked
279,0,0.86152226,0.0,s_ma,c_ma,c_ma,blocked
280,0,1.3166862,1.0,s_ms,c_ma,c_ms,blocked
281,0,0.85001826,1.0,s_ms,c_ma,c_ma,blocked
282,0,1.6589607,0.0,s_ms,c_ma,c_ms,blocked
283,0,0.76797414,0.0,s_ms,c_ma,c_ma,blocked
284,0,0.1569645,1.0,s_ms,c_ma,c_ms,blocked
285,0,0.6471069,1.0,s_ms,c_ms,c_ms,blocked
286,0,0.4846006,0.0,s_ms,c_ms,c_ma,blocked
287,0,0.69778705,1.0,s_ms,c_ms,c_ms,blocked
288,0,0.63889503,1.0,s_ms,c_ms,c_ma,blocked
289,0,1.1556698,0.0,s_ms,c_ms,c_ma,blocked
290,0,0.62435406,0.0,s_ma,c_ms,c_ma,blocked
291,0,0.53922313,0.0,s_ma,c_ms,c_ms,blocked
292,0,0.4602013,0.0,s_ma,c_ms,c_ms,blocked
293,0,0.9034927,0.0,s_ma,c_ms,c_ma,blocked
294,0,1.4840059,0.0,s_ma,c_ms,c_ms,blocked
295,0,2.0618048,0.0,s_ms,c_ma,c_ms,blocked
296,0,0.554333,1.0,s_ms,c_ma,c_ma,blocked
297,0,0.3408139,0.0,s_ms,c_ma,c_ma,blocked
298,0,0.509558,0.0,s_ms,c_ma,c_ms,blocked
299,0,1.2938056,0.0,s_ms,c_ma,c_ms,blocked
300,0,0.45244136,1.0,s_ma,c_ma,c_ms,blocked
301,0,0.7338021,0.0,s_ma,c_ma,c_ma,blocked
302,0,1.098874,1.0,s_ma,c_ma,c_ms,blocked
303,0,0.5344309,0.0,s_ma,c_ma,c_ma,blocked
304,0,0.865633,0.0,s_ms,c_ms,c_ma,blocked
305,0,0.70729643,0.0,s_ms,c_ms,c_ms,blocked
306,0,1.2912973,1.0,s_ms,c_ms,c_ma,blocked
307,0,1.7263527,1.0,s_ms,c_ms,c_ms,blocked
308,0,1.3601687,0.0,s_ms,c_ms,c_ms,blocked
309,0,1.4791243,0.0,s_ma,c_ms,c_ms,blocked
310,0,1.0404613,0.0,s_ma,c_ms,c_ma,blocked
311,0,0.18339214,0.0,s_ma,c_ms,c_ma,blocked
312,0,1.9529324,0.0,s_ma,c_ms,c_ms,blocked
313,0,0.50780433,1.0,s_ma,c_ms,c_ma,blocked
314,0,1.1718675,1.0,s_ms,c_ma,c_ma,blocked
315,0,2.1272948,1.0,s_ms,c_ma,c_ms,blocked
316,0,0.68705666,1.0,s_ms,c_ma,c_ms,blocked
317,0,1.5478277,0.0,s_ms,c_ma,c_ma,blocked
318,0,0.67649776,0.0,s_ms,c_ma,c_ma,blocked
319,0,0.2535112,0.0,s_ma,c_ma,c_ms,blocked
320,0,0.43640786,1.0,s_ma,c_ma,c_ms,blocked
321,0,1.8611786,1.0,s_ma,c_ma,c_ma,blocked
322,0,0.60080457,0.0,s_ma,c_ma,c_ms,blocked
323,0,0.6487876,1.0,s_ms,c_ms,c_ms,blocked
324,0,1.1445923,0.0,s_ms,c_ms,c_ma,blocked
325,0,1.2197508,0.0,s_ms,c_ms,c_ms,blocked
326,0,0.5638312,1.0,s_ms,c_ms,c_ma,blocked
327,0,2.2765248,0.0,s_ms,c_ms,c_ma,blocked
328,0,0.40661472,1.0,s_ma,c_ms,c_ma,blocked
329,0,0.5456208,0.0,s_ma,c_ms,c_ms,blocked
330,0,1.0595446,0.0,s_ma,c_ms,c_ms,blocked
331,0,0.6311887,1.0,s_ma,c_ms,c_ma,blocked
332,0,1.3744264,0.0,s_ma,c_ms,c_ms,blocked
333,0,0.9389404,1.0,s_ms,c_ma,c_ms,blocked
334,0,0.4410094,0.0,s_ms,c_ma,c_ma,blocked
335,0,0.64331746,0.0,s_ms,c_ma,c_ma,blocked
336,0,3.1717386,1.0,s_ms,c_ma,c_ms,blocked
337,0,0.8720418,0.0,s_ms,c_ma,c_ms,blocked
338,0,2.4798121,0.0,s_ma,c_ma,c_ma,blocked
339,0,1.7480577,0.0,s_ma,c_ma,c_ms,blocked
340,0,1.1250044,0.0,s_ma,c_ma,c_ms,blocked
341,0,0.032331638,0.0,s_ma,c_ma,c_ma,blocked
342,0,0.8047418,1.0,s_ms,c_ms,c_ma,blocked
343,0,1.1354958,0.0,s_ms,c_ms,c_ms,blocked
344,0,1.7418351,0.0,s_ms,c_ms,c_ma,blocked
345,0,1.1361977,1.0,s_ms,c_ms,c_ms,blocked
346,0,0.75078917,1.0,s_ms,c_ms,c_ms,blocked
347,0,2.1091678,1.0,s_ma,c_ms,c_ms,blocked
348,0,0.88851917,0.0,s_ma,c_ms,c_ma,blocked
349,0,0.8925251,0.0,s_ma,c_ms,c_ma,blocked
350,0,0.118212834,1.0,s_ma,c_ms,c_ms,blocked
351,0,2.1174612,0.0,s_ma,c_ms,c_ma,blocked
352,0,1.1548158,0.0,s_ms,c_ma,c_ma,blocked
353,0,0.30440167,0.0,s_ms,c_ma,c_ms,blocked
354,0,0.752147,1.0,s_ms,c_ma,c_ms,blocked
355,0,1.0370057,0.0,s_ms,c_ma,c_ma,blocked
356,0,1.3163482,0.0,s_ms,c_ma,c_ma,blocked
357,0,0.5223657,0.0,s_ma,c_ma,c_ms,blocked
358,0,0.44450265,1.0,s_ma,c_ma,c_ma,blocked
359,0,0.8895821,0.0,s_ma,c_ma,c_ms,blocked
360,0,0.6982713,0.0,s_ma,c_ma,c_ms,blocked
361,0,0.2581178,1.0,s_ms,c_ms,c_ms,blocked
362,0,0.5686368,0.0,s_ms,c_ms,c_ma,blocked
363,0,0.6698438,0.0,s_ms,c_ms,c_ms,blocked
364,0,0.44452083,0.0,s_ms,c_ms,c_ma,blocked
365,0,1.1772716,1.0,s_ms,c_ms,c_ma,blocked
366,0,0.96543014,0.0,s_ma,c_ms,c_ma,blocked
367,0,1.0452394,1.0,s_ma,c_ms,c_ms,blocked
368,0,0.5769071,0.0,s_ma,c_ms,c_ms,blocked
369,0,0.8009251,1.0,s_ma,c_ms,c_ma,blocked
370,0,0.40834868,0.0,s_ma,c_ms,c_ms,blocked
371,0,0.54114664,1.0,s_ms,c_ma,c_ms,blocked
372,0,2.6512878,1.0,s_ms,c_ma,c_ma,blocked
373,0,0.33904997,0.0,s_ms,c_ma,c_ma,blocked
374,0,1.3851485,0.0,s_ms,c_ma,c_ms,blocked
375,0,0.747946,0.0,s_ms,c_ma,c_ms,blocked
376,0,0.85714245,0.0,s_ma,c_ma,c_ma,blocked
377,0,0.7561254,1.0,s_ma,c_ma,c_ms,blocked
378,0,0.3906595,0.0,s_ma,c_ma,c_ma,blocked
379,0,1.3959177,0.0,s_ma,c_ma,c_ms,blocked
380,0,0.8837897,1.0,s_ma,c_ma,c_ms,interleaved
381,0,0.79973197,1.0,s_ma,c_ma,c_ma,interleaved
382,0,1.117782,1.0,s_ma,c_ma,c_ms,interleaved
383,0,0.4742567,0.0,s_ma,c_ma,c_ms,interleaved
384,0,1.6585052,0.0,s_ms,c_ma,c_ms,interleaved
385,0,1.1977141,0.0,s_ms,c_ma,c_ma,interleaved
386,0,0.5711725,0.0,s_ms,c_ma,c_ma,interleaved
387,0,0.93104035,1.0,s_ms,c_ma,c_ms,interleaved
388,0,1.629204,0.0,s_ms,c_ma,c_ma,interleaved
389,0,0.31467342,0.0,s_ma,c_ms,c_ma,interleaved
390,0,0.36940366,0.0,s_ma,c_ms,c_ms,interleaved
391,0,0.22947784,1.0,s_ma,c_ms,c_ms,interleaved
392,0,0.777996,0.0,s_ma,c_ms,c_ma,interleaved
393,0,1.0097126,0.0,s_ma,c_ms,c_ma,interleaved
394,0,1.1833143,0.0,s_ms,c_ms,c_ms,interleaved
395,0,1.377902,0.0,s_ms,c_ms,c_ma,interleaved
396,0,0.8240068,0.0,s_ms,c_ms,c_ms,interleaved
397,0,0.6473142,0.0,s_ms,c_ms,c_ma,interleaved
398,0,0.20162942,1.0,s_ms,c_ms,c_ms,interleaved
399,0,2.6416056,1.0,s_ma,c_ma,c_ms,interleaved
400,0,0.9896573,1.0,s_ma,c_ma,c_ms,interleaved
401,0,1.5883136,0.0,s_ma,c_ma,c_ma,interleaved
402,0,0.8983853,0.0,s_ma,c_ma,c_ma,interleaved
403,0,0.6731822,0.0,s_ms,c_ma,c_ma,interleaved
404,0,1.5338733,1.0,s_ms,c_ma,c_ms,interleaved
405,0,1.7590585,1.0,s_ms,c_ma,c_ms,interleaved
406,0,0.92183286,1.0,s_ms,c_ma,c_ma,interleaved
407,0,1.2352986,1.0,s_ms,c_ma,c_ms,interleaved
408,0,0.8166361,0.0,s_ma,c_ms,c_ms,interleaved
409,0,0.6815723,0.0,s_ma,c_ms,c_ma,interleaved
410,0,0.7992586,0.0,s_ma,c_ms,c_ma,interleaved
411,0,0.6174983,0.0,s_ma,c_ms,c_ms,interleaved
412,0,0.5128963,0.0,s_ma,c_ms,c_ms,interleaved
413,0,0.9158775,1.0,s_ms,c_ms,c_ma,interleaved
414,0,0.39949772,0.0,s_ms,c_ms,c_ms,interleaved
415,0,0.44370747,0.0,s_ms,c_ms,c_ma,interleaved
416,0,0.8041642,0.0,s_ms,c_ms,c_ms,interleaved
417,0,0.46514648,1.0,s_ms,c_ms,c_ma,interleaved
418,0,0.19088623,1.0,s_ma,c_ma,c_ma,interleaved
419,0,1.367964,0.0,s_ma,c_ma,c_ms,interleaved
420,0,1.0207095,0.0,s_ma,c_ma,c_ms,interleaved
421,0,2.198999,0.0,s_ma,c_ma,c_ms,interleaved
422,0,1.6617594,0.0,s_ms,c_ma,c_ms,interleaved
