model,rt,error,size_condition,cat_condition,rand_condition,block_type
0,0.30429706,0.0,s_ms,c_ma,c_ma,blocked
0,0.44767097,0.0,s_ms,c_ma,c_ms,blocked
0,0.30976892,0.0,s_ms,c_ma,c_ms,blocked
0,0.46817714,0.0,s_ms,c_ma,c_ma,blocked
0,0.5086286,1.0,s_ms,c_ma,c_ms,blocked
0,7.218328e-05,0.0,s_ma,c_ms,c_ms,blocked
0,1.2226302e-05,0.0,s_ma,c_ms,c_ma,blocked
0,2.2059003e-05,0.0,s_ma,c_ms,c_ma,blocked
0,4.7617705e-05,0.0,s_ma,c_ms,c_ms,blocked
0,3.3458987e-06,0.0,s_ma,c_ms,c_ms,blocked
0,0.3991072,0.0,s_ms,c_ms,c_ma,blocked
0,0.14241767,0.0,s_ms,c_ms,c_ms,blocked
0,0.35198733,0.0,s_ms,c_ms,c_ma,blocked
0,0.44716406,0.0,s_ms,c_ms,c_ms,blocked
0,0.27729014,0.0,s_ms,c_ms,c_ma,blocked
0,0.39614058,0.0,s_ms,c_ma,c_ms,blocked
0,0.3488617,0.0,s_ms,c_ma,c_ma,blocked
0,0.49123985,0.0,s_ms,c_ma,c_ms,blocked
0,0.46170887,0.0,s_ms,c_ma,c_ma,blocked
0,0.47505367,0.0,s_ms,c_ma,c_ma,blocked
0,1.7043756e-05,0.0,s_ma,c_ma,c_ms,blocked
0,1.4499889e-06,0.0,s_ma,c_ma,c_ms,blocked
0,1.3990905e-05,0.0,s_ma,c_ma,c_ma,blocked
0,3.1370528e-06,0.0,s_ma,c_ma,c_ms,blocked
0,0.37838662,0.0,s_ms,c_ms,c_ms,blocked
0,0.3932439,0.0,s_ms,c_ms,c_ma,blocked
0,0.5042978,1.0,s_ms,c_ms,c_ma,blocked
0,0.4971785,0.0,s_ms,c_ms,c_ms,blocked
0,0.49821025,0.0,s_ms,c_ms,c_ms,blocked
0,5.847472e-05,0.0,s_ma,c_ms,c_ma,blocked
0,1.70251e-05,0.0,s_ma,c_ms,c_ms,blocked
0,1.8270024e-05,0.0,s_ma,c_ms,c_ma,blocked
0,4.8948236e-06,0.0,s_ma,c_ms,c_ms,blocked
0,9.823464e-06,0.0,s_ma,c_ms,c_ma,blocked
